	merge_cluster																															
CNAG_06392_1	367428	367472	45	utr3E	20.00	32.00	32.00	164.00	226.00	129.00	194.00	54.00	116.00	114.00	112.00	176.00	25.00	38.00	20.00	90.00	76.00	224.00	37.00	37.00	39.00	1.00	2.00	2.00	43.00	63.00	25.00	
CNAG_06399_1	384912	384937	26	utr3E	8.00	18.00	12.00	44.00	47.00	37.00	26.00	3.00	10.00	10.00	9.00	28.00	0	0	0	15.00	11.00	33.00	11.00	8.00	10.00	8.00	8.00	17.00	13.00	25.00	13.00	
CNAG_06399_2	384996	385003	8	utr3E	22.00	25.00	20.00	79.00	118.00	64.00	12.00	2.00	2.00	13.00	16.00	26.00	5.00	7.00	2.00	5.00	7.00	18.00	7.00	5.00	2.00	6.00	9.00	8.00	8.00	14.00	8.00	
CNAG_06399_3	385526	385569	44	cdsI	5.00	4.00	4.00	28.00	29.00	26.00	58.00	21.00	35.00	6.00	20.00	10.00	0	0	0	8.00	6.00	20.00	0	0	0	7.00	7.00	4.00	5.00	5.00	7.00	
CNAG_06400_1	387498	387537	40	utr3E	325.00	431.00	449.00	1361.00	1990.00	1112.00	699.00	218.00	412.00	296.00	424.00	570.00	372.00	579.00	301.00	641.00	584.00	1481.00	418.00	559.00	388.00	101.00	69.00	137.00	244.00	277.00	149.00	
CNAG_06402_1	398799	398818	20	utr3E	114.00	83.00	67.00	137.00	264.00	215.00	155.00	38.00	64.00	48.00	59.00	91.00	15.00	29.00	14.00	57.00	44.00	94.00	30.00	29.00	27.00	13.00	15.00	26.00	51.00	108.00	64.00	
CNAG_06402_2	399304	399315	12	cdsE	4.00	4.00	5.00	17.00	34.00	28.00	5.00	2.00	5.00	0	0	0	0	0	0	4.00	3.00	5.00	2.00	6.00	2.00	2.00	3.00	2.00	1.00	1.00	3.00	
CNAG_06404_1	402683	402755	73	utr3E	538.00	625.00	655.00	1790.00	2548.00	1010.00	331.00	59.00	139.00	294.00	313.00	434.00	220.00	343.00	146.00	132.00	152.00	326.00	260.00	309.00	272.00	407.00	374.00	300.00	314.00	479.00	278.00	
CNAG_06404_2	402933	402933	1	cdsE	0	0	0	5.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06406_1	408208	408218	11	utr3E	24.00	28.00	22.00	63.00	99.00	62.00	16.00	4.00	6.00	5.00	11.00	9.00	1.00	2.00	1.00	6.00	5.00	16.00	8.00	7.00	1.00	0	0	0	0	0	0	
CNAG_06407_1	409557	409726	170	utr3E	601.00	651.00	624.00	1018.00	1193.00	911.00	730.00	148.00	448.00	221.00	247.00	313.00	60.00	79.00	35.00	176.00	133.00	371.00	75.00	100.00	84.00	36.00	24.00	44.00	144.00	337.00	214.00	
CNAG_06407_2	409800	409824	25	utr3E	593.00	725.00	686.00	1686.00	2774.00	1851.00	525.00	128.00	311.00	230.00	411.00	463.00	195.00	243.00	87.00	345.00	229.00	692.00	201.00	336.00	222.00	131.00	106.00	124.00	160.00	268.00	222.00	
CNAG_06409_1	411526	411526	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06409_2	411876	411883	8	utr3E	4.00	4.00	6.00	3.00	10.00	7.00	0	0	0	6.00	5.00	9.00	0	0	0	1.00	2.00	2.00	3.00	4.00	3.00	4.00	2.00	5.00	7.00	12.00	11.00	
CNAG_06412_1	416645	416697	53	utr3E	12.00	11.00	13.00	43.00	84.00	50.00	66.00	10.00	44.00	6.00	12.00	20.00	4.00	5.00	2.00	14.00	7.00	19.00	6.00	5.00	4.00	8.00	7.00	12.00	11.00	15.00	12.00	
CNAG_06413_1	418430	418432	3	utr3E	0	0	0	4.00	4.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06413_2	418483	418483	1	utr3E	2.00	2.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06416_1	425092	425098	7	utr3E	3.00	5.00	5.00	11.00	5.00	6.00	21.00	5.00	17.00	8.00	10.00	27.00	5.00	12.00	4.00	10.00	11.00	24.00	9.00	13.00	14.00	4.00	2.00	2.00	22.00	19.00	20.00	
CNAG_06416_2	425305	425305	1	cdsI	7.00	2.00	1.00	5.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06419_1	429722	429722	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06419_2	431184	431196	13	utr3E	0	0	0	0	0	0	8.00	1.00	2.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	1.00	2.00	1.00	
CNAG_06419_3	431487	431528	42	utr3I	7.00	8.00	5.00	23.00	23.00	18.00	10.00	4.00	6.00	1.00	1.00	7.00	2.00	1.00	1.00	4.00	7.00	10.00	0	0	0	0	0	0	3.00	5.00	5.00	
CNAG_06421_1	434750	434784	35	utr3E	16.00	31.00	23.00	182.00	284.00	184.00	46.00	10.00	30.00	32.00	29.00	36.00	5.00	10.00	4.00	17.00	15.00	50.00	12.00	11.00	11.00	0	0	0	12.00	18.00	15.00	
CNAG_06421_2	434841	434843	3	utr3E	2.00	1.00	4.00	12.00	16.00	6.00	56.00	12.00	30.00	23.00	20.00	37.00	4.00	4.00	6.00	18.00	19.00	45.00	19.00	18.00	7.00	0	0	0	18.00	19.00	20.00	
CNAG_06421_3	434912	434912	1	cdsE	1.00	1.00	1.00	3.00	2.00	2.00	2.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06423_1	438086	438145	60	utr3E	164.00	189.00	117.00	112.00	144.00	113.00	65.00	19.00	33.00	35.00	32.00	37.00	28.00	35.00	16.00	25.00	12.00	50.00	37.00	37.00	25.00	10.00	8.00	3.00	39.00	47.00	16.00	
CNAG_06424_1	440247	440348	102	utr3E	32.00	40.00	47.00	27.00	44.00	41.00	7.00	3.00	7.00	3.00	6.00	14.00	9.00	14.00	8.00	3.00	4.00	7.00	20.00	16.00	11.00	21.00	14.00	32.00	31.00	55.00	17.00	
CNAG_06424_2	440422	440422	1	utr3E	12.00	14.00	14.00	2.00	12.00	7.00	0	0	0	3.00	2.00	7.00	6.00	9.00	5.00	1.00	1.00	4.00	0	0	0	9.00	5.00	8.00	7.00	10.00	21.00	
CNAG_06425_1	442210	442212	3	utr3E	4.00	14.00	6.00	29.00	37.00	33.00	34.00	11.00	12.00	6.00	15.00	26.00	22.00	25.00	13.00	18.00	10.00	38.00	6.00	8.00	13.00	2.00	1.00	8.00	11.00	10.00	12.00	
CNAG_06425_2	442277	442280	4	utr3E	7.00	8.00	6.00	2.00	9.00	2.00	5.00	1.00	2.00	0	0	0	3.00	2.00	3.00	1.00	4.00	6.00	0	0	0	0	0	0	3.00	5.00	3.00	
CNAG_06427_1	446708	446757	50	utr3E	0	0	0	0	0	0	2.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	3.00	
CNAG_06427_2	449257	449268	12	utr5E	1.00	2.00	1.00	3.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00	8.00	4.00	0	0	0	
CNAG_06431_1	463361	463378	18	utr3E	8.00	19.00	16.00	21.00	38.00	21.00	18.00	6.00	13.00	15.00	8.00	21.00	11.00	10.00	12.00	7.00	10.00	18.00	8.00	12.00	8.00	42.00	24.00	40.00	234.00	347.00	180.00	
CNAG_06431_2	464991	464991	1	cdsE	2.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06435_1	477009	477028	20	utr3E	15.00	8.00	16.00	35.00	42.00	24.00	20.00	5.00	17.00	18.00	16.00	16.00	19.00	25.00	7.00	14.00	6.00	32.00	12.00	19.00	13.00	6.00	6.00	7.00	12.00	10.00	1.00	
CNAG_06435_2	478324	478324	1	cdsI	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06435_3	478486	478486	1	cdsE	1.00	1.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06437_1	481291	481292	2	utr3E	121.00	124.00	98.00	393.00	616.00	407.00	133.00	37.00	75.00	37.00	68.00	83.00	13.00	32.00	7.00	58.00	37.00	93.00	20.00	25.00	17.00	15.00	20.00	11.00	16.00	25.00	17.00	
CNAG_06437_2	481374	481374	1	utr3E	1.00	3.00	4.00	16.00	28.00	12.00	8.00	4.00	8.00	4.00	3.00	12.00	0	0	0	5.00	6.00	6.00	3.00	4.00	5.00	0	0	0	2.00	5.00	2.00	
CNAG_06440_1	486586	486587	2	utr3E	0	0	0	0	0	0	1.00	1.00	1.00	4.00	4.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06440_2	486658	486658	1	utr3E	2.00	4.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_06440_3	486844	486853	10	cdsE	2.00	10.00	9.00	15.00	20.00	11.00	0	0	0	0	0	0	0	0	0	2.00	1.00	4.00	0	0	0	0	0	0	0	0	0	
CNAG_06443_1	499082	499107	26	utr3E	89.00	127.00	106.00	790.00	1182.00	840.00	489.00	144.00	279.00	157.00	222.00	309.00	19.00	38.00	21.00	64.00	47.00	162.00	29.00	32.00	21.00	128.00	110.00	109.00	30.00	85.00	58.00	
CNAG_06443_2	499173	499181	9	utr3E	14.00	15.00	14.00	70.00	116.00	53.00	60.00	20.00	58.00	11.00	10.00	14.00	4.00	6.00	2.00	3.00	3.00	8.00	1.00	2.00	3.00	4.00	10.00	7.00	2.00	3.00	7.00	
CNAG_06447_1	508240	508546	307	utr3E	118.00	127.00	144.00	0	0	0	855.00	256.00	534.00	318.00	429.00	571.00	20.00	31.00	17.00	343.00	248.00	715.00	44.00	86.00	57.00	60.00	39.00	89.00	247.00	408.00	169.00	
CNAG_06448_1	509712	509719	8	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.00	4.00	2.00	
CNAG_06448_2	509868	509901	34	utr3E	3.00	6.00	9.00	1.00	2.00	1.00	0	0	0	0	0	0	5.00	4.00	2.00	0	0	0	1.00	5.00	1.00	0	0	0	44.00	43.00	22.00	
CNAG_06449_1	512253	512296	44	utr3E	15.00	16.00	14.00	1.00	4.00	3.00	8.00	4.00	5.00	0	0	0	2.00	1.00	1.00	0	0	0	3.00	3.00	4.00	0	0	0	4.00	5.00	3.00	
CNAG_06449_2	514632	514636	5	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	2.00	4.00	4.00	2.00	0	0	0	0	0	0	
CNAG_06452_1	520234	520234	1	utr3E	33.00	35.00	20.00	138.00	154.00	86.00	53.00	9.00	33.00	40.00	44.00	74.00	16.00	23.00	7.00	39.00	34.00	71.00	28.00	36.00	24.00	72.00	63.00	67.00	42.00	81.00	55.00	
CNAG_06453_1	522364	522420	57	utr3E	3716.00	4384.00	3588.00	2376.00	2771.00	1230.00	1105.00	264.00	580.00	908.00	1058.00	1237.00	1259.00	1794.00	847.00	514.00	416.00	1210.00	845.00	1103.00	978.00	3247.00	2583.00	3658.00	1394.00	2117.00	1480.00	
CNAG_06455_1	526596	526653	58	utr3E	9.00	14.00	12.00	0	0	0	0	0	0	4.00	9.00	12.00	4.00	13.00	2.00	7.00	3.00	13.00	2.00	5.00	2.00	19.00	11.00	17.00	8.00	9.00	5.00	
CNAG_06455_2	526765	526766	2	utr3E	80.00	88.00	70.00	138.00	183.00	110.00	52.00	10.00	24.00	22.00	22.00	32.00	6.00	13.00	5.00	21.00	8.00	46.00	11.00	18.00	13.00	30.00	17.00	17.00	15.00	19.00	12.00	
CNAG_06455_3	526766	526766	1	utr3E	0	0	0	0	0	0	52.00	10.00	24.00	22.00	22.00	32.00	6.00	13.00	5.00	21.00	8.00	46.00	11.00	18.00	13.00	30.00	17.00	17.00	15.00	19.00	12.00	
CNAG_06459_1	534466	534485	20	utr3E	206.00	199.00	188.00	220.00	324.00	146.00	72.00	16.00	40.00	56.00	51.00	79.00	38.00	54.00	24.00	39.00	31.00	72.00	54.00	55.00	34.00	110.00	91.00	66.00	39.00	90.00	45.00	
CNAG_06459_2	534666	534666	1	cdsE	0	0	0	4.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	5.00	1.00	2.00	1.00	2.00	1.00	0	0	0	
CNAG_06459_3	534964	534964	1	cdsE	1.00	4.00	3.00	7.00	9.00	2.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	1.00	3.00	2.00	
CNAG_06464_1	547742	547753	12	utr3E	71.00	61.00	66.00	108.00	151.00	105.00	137.00	31.00	88.00	59.00	65.00	115.00	24.00	30.00	21.00	45.00	39.00	122.00	43.00	44.00	43.00	14.00	17.00	19.00	52.00	78.00	48.00	
CNAG_06464_2	548100	548119	20	cdsE	40.00	50.00	47.00	37.00	58.00	29.00	32.00	7.00	16.00	9.00	13.00	21.00	11.00	7.00	7.00	6.00	3.00	23.00	8.00	11.00	8.00	2.00	3.00	7.00	9.00	27.00	15.00	
CNAG_06466_1	551032	551032	1	utr3E	1.00	1.00	3.00	8.00	12.00	7.00	2.00	1.00	5.00	2.00	2.00	2.00	2.00	1.00	4.00	0	0	0	1.00	4.00	1.00	0	0	0	0	0	0	
CNAG_06467_1	553296	553344	49	utr3E	934.00	1073.00	821.00	864.00	1183.00	786.00	442.00	81.00	238.00	113.00	158.00	211.00	98.00	147.00	52.00	122.00	92.00	251.00	129.00	168.00	107.00	80.00	50.00	69.00	154.00	309.00	129.00	
CNAG_06469_1	557206	557262	57	utr3E	0	0	0	0	0	0	188.00	46.00	112.00	75.00	85.00	130.00	79.00	106.00	47.00	121.00	97.00	253.00	84.00	95.00	67.00	112.00	73.00	111.00	70.00	55.00	43.00	
CNAG_06471_1	564325	564344	20	utr3E	6.00	8.00	4.00	48.00	90.00	48.00	78.00	22.00	61.00	46.00	41.00	66.00	10.00	14.00	9.00	57.00	25.00	128.00	15.00	11.00	11.00	12.00	6.00	7.00	17.00	34.00	14.00	
CNAG_06473_1	569191	569224	34	utr3E	1.00	1.00	1.00	0	0	0	7.00	1.00	4.00	2.00	4.00	7.00	3.00	2.00	4.00	5.00	2.00	1.00	3.00	11.00	5.00	13.00	9.00	14.00	4.00	3.00	2.00	
CNAG_06473_2	569463	569468	6	cdsE	6.00	2.00	1.00	8.00	6.00	6.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06482_1	632189	632222	34	utr3E	40.00	47.00	48.00	58.00	110.00	95.00	23.00	6.00	13.00	8.00	11.00	16.00	15.00	10.00	1.00	9.00	4.00	21.00	10.00	15.00	9.00	4.00	1.00	3.00	3.00	5.00	3.00	
CNAG_06482_2	632938	632938	1	cdsI	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06484_1	637341	637347	7	utr3E	8.00	7.00	4.00	0	0	0	5.00	1.00	2.00	2.00	3.00	5.00	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06486_1	642324	642331	8	utr3E	14.00	10.00	15.00	66.00	66.00	38.00	38.00	12.00	24.00	14.00	13.00	23.00	10.00	7.00	5.00	12.00	11.00	30.00	8.00	8.00	2.00	0	0	0	5.00	16.00	11.00	
CNAG_06489_1	651480	651488	9	utr3E	20.00	23.00	23.00	212.00	362.00	155.00	65.00	24.00	50.00	67.00	82.00	112.00	10.00	21.00	7.00	47.00	36.00	94.00	8.00	10.00	11.00	8.00	4.00	7.00	11.00	25.00	17.00	
CNAG_06489_2	651615	651632	18	utr3E	4.00	7.00	5.00	66.00	94.00	44.00	41.00	11.00	32.00	29.00	22.00	32.00	0	0	0	13.00	8.00	29.00	4.00	7.00	7.00	5.00	3.00	5.00	14.00	20.00	7.00	
CNAG_06493_1	664003	664009	7	utr3E	5.00	5.00	8.00	28.00	45.00	19.00	0	0	0	4.00	1.00	5.00	4.00	6.00	3.00	5.00	1.00	1.00	3.00	3.00	5.00	62.00	31.00	111.00	49.00	56.00	48.00	
CNAG_06493_2	664093	664098	6	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	6.00	8.00	9.00	6.00	
CNAG_06494_1	665719	665735	17	utr3E	570.00	605.00	587.00	215.00	258.00	129.00	94.00	25.00	32.00	50.00	49.00	59.00	52.00	61.00	31.00	30.00	21.00	84.00	64.00	82.00	61.00	99.00	99.00	142.00	109.00	167.00	137.00	
CNAG_06494_2	667294	667345	52	cdsE	81.00	95.00	75.00	9.00	17.00	8.00	16.00	1.00	9.00	3.00	4.00	8.00	4.00	5.00	2.00	2.00	1.00	6.00	14.00	19.00	15.00	11.00	16.00	14.00	12.00	20.00	14.00	
CNAG_06497_1	673870	673924	55	utr3E	23.00	24.00	18.00	45.00	55.00	27.00	26.00	9.00	9.00	14.00	10.00	17.00	0	0	0	5.00	4.00	9.00	4.00	10.00	11.00	12.00	4.00	7.00	18.00	22.00	18.00	
CNAG_06499_1	679268	679346	79	utr3E	56.00	59.00	45.00	84.00	107.00	63.00	64.00	22.00	33.00	37.00	38.00	55.00	22.00	24.00	10.00	17.00	20.00	51.00	21.00	19.00	15.00	259.00	182.00	422.00	64.00	92.00	77.00	
CNAG_06501_1	684806	684827	22	utr3E	14.00	9.00	9.00	34.00	51.00	19.00	13.00	4.00	8.00	13.00	12.00	26.00	24.00	38.00	19.00	5.00	10.00	27.00	9.00	15.00	12.00	26.00	25.00	31.00	20.00	17.00	10.00	
CNAG_06501_2	684901	684960	60	utr3E	2.00	6.00	4.00	8.00	9.00	6.00	22.00	5.00	11.00	8.00	7.00	8.00	16.00	22.00	10.00	4.00	5.00	15.00	11.00	11.00	6.00	22.00	18.00	16.00	10.00	19.00	15.00	
CNAG_06506_1	696534	696535	2	utr3E	0	0	0	66.00	85.00	71.00	21.00	8.00	19.00	10.00	12.00	11.00	2.00	10.00	5.00	8.00	7.00	27.00	9.00	19.00	4.00	5.00	4.00	6.00	8.00	15.00	12.00	
CNAG_06506_2	696535	696535	1	utr3E	0	0	0	66.00	85.00	71.00	21.00	8.00	19.00	10.00	12.00	11.00	2.00	10.00	5.00	8.00	7.00	27.00	9.00	19.00	4.00	5.00	4.00	6.00	8.00	15.00	12.00	
CNAG_06507_1	698252	698288	37	utr3E	11.00	14.00	12.00	7.00	12.00	11.00	3.00	1.00	2.00	3.00	3.00	2.00	1.00	3.00	1.00	3.00	1.00	3.00	1.00	2.00	2.00	18.00	7.00	12.00	10.00	9.00	8.00	
CNAG_06507_2	699786	699836	51	utr5E	1.00	2.00	6.00	13.00	18.00	18.00	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	3.00	2.00	1.00	4.00	2.00	3.00	5.00	4.00	4.00	
CNAG_06507_3	699836	699836	1	utr5E	1.00	2.00	6.00	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06510_1	709063	709070	8	utr3E	39.00	40.00	33.00	57.00	82.00	68.00	41.00	11.00	23.00	9.00	13.00	15.00	7.00	5.00	1.00	12.00	17.00	38.00	4.00	16.00	10.00	0	0	0	18.00	24.00	11.00	
CNAG_06510_2	709685	709685	1	cdsE	2.00	12.00	10.00	3.00	9.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06515_1	721651	721651	1	utr3E	0	0	0	0	0	0	4.00	1.00	1.00	0	0	0	0	0	0	1.00	2.00	3.00	0	0	0	0	0	0	1.00	2.00	1.00	
CNAG_06515_2	721926	721935	10	cdsE	0	0	0	4.00	6.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_06519_1	733713	733722	10	utr3E	31.00	27.00	23.00	46.00	42.00	40.00	15.00	4.00	9.00	7.00	4.00	12.00	3.00	6.00	2.00	4.00	1.00	6.00	5.00	8.00	7.00	2.00	3.00	2.00	9.00	22.00	12.00	
CNAG_07042_1	751459	751459	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00	1.00	7.00	0	0	0	
CNAG_07919_1	2091	2092	2	cdsI	5.00	3.00	8.00	17.00	31.00	25.00	8.00	3.00	2.00	1.00	3.00	3.00	1.00	5.00	1.00	10.00	2.00	7.00	3.00	4.00	3.00	0	0	0	1.00	5.00	5.00	
CNAG_07922_1	25879	25879	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_07922_2	25937	25948	12	utr3E	2.00	5.00	6.00	0	0	0	6.00	2.00	4.00	0	0	0	0	0	0	1.00	2.00	6.00	0	0	0	1.00	2.00	2.00	0	0	0	
CNAG_07925_1	43113	43188	76	utr3E	43.00	37.00	46.00	82.00	130.00	74.00	47.00	21.00	32.00	48.00	41.00	73.00	17.00	31.00	18.00	28.00	37.00	101.00	19.00	29.00	24.00	5.00	3.00	1.00	25.00	39.00	21.00	
CNAG_07925_2	45877	45913	37	cdsE	0	0	0	9.00	16.00	8.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_07925_3	46941	46994	54	cdsE	20.00	33.00	32.00	67.00	93.00	49.00	26.00	10.00	14.00	4.00	9.00	13.00	3.00	4.00	3.00	11.00	9.00	11.00	3.00	7.00	3.00	0	0	0	6.00	10.00	2.00	
CNAG_07927_1	81218	81241	24	utr3E	4.00	4.00	3.00	0	0	0	0	0	0	2.00	3.00	2.00	1.00	3.00	2.00	1.00	1.00	3.00	1.00	4.00	1.00	0	0	0	0	0	0	
CNAG_07937_1	452187	452211	25	utr3E	5.00	10.00	8.00	33.00	37.00	21.00	40.00	12.00	29.00	10.00	20.00	33.00	14.00	19.00	12.00	21.00	17.00	39.00	17.00	20.00	8.00	1.00	1.00	3.00	35.00	53.00	29.00	
CNAG_07939_1	471808	471889	82	utr3E	1083.00	1257.00	1426.00	2008.00	3018.00	1412.00	362.00	100.00	167.00	308.00	463.00	369.00	226.00	281.00	134.00	217.00	92.00	314.00	411.00	478.00	371.00	869.00	674.00	836.00	298.00	454.00	382.00	
CNAG_07942_1	541175	541183	9	utr3E	34.00	40.00	44.00	114.00	175.00	90.00	33.00	5.00	18.00	16.00	19.00	30.00	10.00	23.00	8.00	9.00	10.00	26.00	14.00	9.00	7.00	0	0	0	16.00	19.00	11.00	
CNAG_07942_2	545564	545564	1	cdsE	0	0	0	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	3.00	
CNAG_07943_1	649781	649807	27	utr3E	8.00	10.00	9.00	63.00	133.00	76.00	244.00	53.00	144.00	132.00	89.00	177.00	15.00	18.00	15.00	44.00	22.00	83.00	13.00	22.00	16.00	139.00	95.00	116.00	39.00	84.00	82.00	
CNAG_07944_1	716403	716406	4	utr3E	12.00	12.00	9.00	16.00	27.00	18.00	21.00	7.00	20.00	19.00	19.00	19.00	15.00	18.00	5.00	10.00	18.00	39.00	16.00	12.00	14.00	21.00	19.00	46.00	132.00	194.00	122.00	
CNAG_05336_1	9167	9186	20	utr3E	22.00	36.00	23.00	51.00	73.00	40.00	134.00	33.00	75.00	93.00	102.00	128.00	63.00	70.00	35.00	111.00	65.00	157.00	64.00	69.00	77.00	79.00	51.00	70.00	231.00	282.00	172.00	
CNAG_05336_2	9354	9366	13	cdsE	1.00	4.00	2.00	8.00	10.00	10.00	2.00	1.00	2.00	2.00	2.00	2.00	1.00	1.00	1.00	5.00	1.00	7.00	3.00	2.00	5.00	0	0	0	3.00	9.00	4.00	
CNAG_05340_1	19592	19597	6	utr3E	8.00	5.00	6.00	14.00	16.00	11.00	0	0	0	1.00	1.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	3.00	12.00	4.00	
CNAG_05344_1	34622	34705	84	utr3E	186.00	210.00	168.00	0	0	0	350.00	76.00	154.00	90.00	102.00	165.00	61.00	104.00	36.00	107.00	97.00	251.00	99.00	111.00	63.00	100.00	83.00	134.00	92.00	182.00	117.00	
CNAG_05345_1	39514	39515	2	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	2.00	4.00	2.00	0	0	0	0	0	0	
CNAG_05345_2	39515	39515	1	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_05348_1	51979	51979	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_05348_2	52390	52390	1	utr3E	0	0	0	6.00	12.00	5.00	0	0	0	1.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	8.00	3.00	3.00	
CNAG_05348_3	52490	52547	58	utr3E	22.00	27.00	35.00	219.00	346.00	178.00	33.00	7.00	19.00	11.00	27.00	25.00	5.00	8.00	6.00	26.00	18.00	63.00	7.00	16.00	12.00	8.00	14.00	12.00	8.00	16.00	9.00	
CNAG_05348_4	53235	53235	1	utr3E	1.00	3.00	3.00	3.00	6.00	5.00	10.00	2.00	9.00	3.00	4.00	12.00	5.00	10.00	4.00	5.00	5.00	17.00	3.00	6.00	6.00	8.00	6.00	1.00	1.00	1.00	2.00	
CNAG_05349_1	54723	54803	81	utr3E	71.00	61.00	72.00	197.00	273.00	118.00	66.00	25.00	48.00	33.00	40.00	61.00	47.00	54.00	28.00	44.00	38.00	101.00	50.00	42.00	39.00	39.00	26.00	49.00	27.00	46.00	16.00	
CNAG_05349_2	58546	58549	4	cdsE	1.00	1.00	1.00	0	0	0	10.00	4.00	8.00	4.00	10.00	10.00	7.00	16.00	7.00	5.00	9.00	12.00	11.00	6.00	7.00	1.00	8.00	8.00	7.00	3.00	2.00	
CNAG_05349_3	58549	58549	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	4.00	10.00	10.00	7.00	16.00	7.00	5.00	9.00	12.00	11.00	6.00	7.00	1.00	8.00	8.00	7.00	3.00	2.00	
CNAG_05349_4	60545	60551	7	utr5E	0	0	0	3.00	13.00	11.00	12.00	2.00	9.00	3.00	7.00	8.00	0	0	0	3.00	2.00	7.00	2.00	3.00	1.00	15.00	16.00	14.00	4.00	9.00	7.00	
CNAG_05350_1	62864	62916	53	utr3E	83.00	99.00	56.00	48.00	78.00	58.00	25.00	4.00	22.00	16.00	21.00	14.00	17.00	22.00	9.00	9.00	7.00	21.00	25.00	22.00	21.00	65.00	38.00	52.00	100.00	215.00	121.00	
CNAG_05351_1	64933	65091	159	utr3E	355.00	402.00	337.00	0	0	0	852.00	189.00	542.00	505.00	440.00	612.00	203.00	257.00	97.00	282.00	238.00	640.00	118.00	142.00	119.00	38.00	35.00	36.00	386.00	793.00	379.00	
CNAG_05353_1	68904	68911	8	utr3E	7.00	6.00	3.00	11.00	19.00	9.00	13.00	3.00	6.00	1.00	1.00	3.00	1.00	4.00	1.00	1.00	2.00	7.00	1.00	1.00	1.00	0	0	0	1.00	2.00	4.00	
CNAG_05353_2	68911	68911	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
