	merge_cluster																						
CNJ00720_2	207209	207264	56	utr3E	34.00	47.00	33.00	31.00	13.00	10.00	0	0	0	47.00	27.00	65.00	62.00	60.00	40.00	45.00	27.00	26.00	
CNJ00720_3	208334	208342	9	cdsE	14.00	8.00	7.00	15.00	8.00	4.00	1.00	2.00	2.00	31.00	33.00	50.00	32.00	49.00	36.00	16.00	7.00	8.00	
CNJ00720_4	209381	209406	26	cdsE	1.00	3.00	2.00	2.00	1.00	3.00	0	0	0	28.00	20.00	36.00	20.00	14.00	10.00	1.00	2.00	1.00	
CNJ00730_1	211377	211385	9	utr3E	219.00	145.00	124.00	908.00	686.00	375.00	14.00	5.00	7.00	314.00	270.00	270.00	440.00	495.00	390.00	135.00	94.00	92.00	
CNJ00730_2	211526	211562	37	utr3E	37.00	30.00	27.00	218.00	137.00	102.00	0	0	0	14.00	14.00	25.00	91.00	86.00	69.00	25.00	16.00	25.00	
CNJ00740_1	215903	215904	2	utr3E	49.00	40.00	13.00	38.00	29.00	16.00	4.00	1.00	3.00	23.00	23.00	29.00	34.00	40.00	35.00	45.00	21.00	33.00	
CNJ00740_2	217940	217940	1	utr5E	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	
CNJ00750_1	218155	218213	59	utr3E	1483.00	698.00	481.00	380.00	243.00	176.00	5736.00	4425.00	6360.00	95.00	102.00	106.00	279.00	254.00	217.00	183.00	144.00	129.00	
CNJ00770_1	223936	223949	14	utr3E	265.00	112.00	87.00	81.00	51.00	35.00	41.00	40.00	38.00	13.00	14.00	20.00	23.00	14.00	7.00	14.00	11.00	18.00	
CNJ00770_2	224438	224441	4	cdsE	10.00	10.00	7.00	6.00	10.00	3.00	0	0	0	7.00	4.00	8.00	15.00	8.00	5.00	10.00	9.00	7.00	
CNJ00770_3	224636	224646	11	cdsE	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	6.00	9.00	5.00	11.00	5.00	9.00	
CNJ00770_4	225039	225046	8	cdsE	12.00	8.00	9.00	7.00	10.00	3.00	4.00	2.00	1.00	10.00	15.00	17.00	20.00	23.00	11.00	9.00	8.00	8.00	
CNJ00770_5	226481	226486	6	cdsE	6.00	10.00	3.00	6.00	2.00	3.00	6.00	6.00	4.00	9.00	14.00	16.00	12.00	19.00	20.00	14.00	4.00	8.00	
CNJ00800_1	229192	229269	78	utr3E	264.00	183.00	116.00	172.00	129.00	67.00	47.00	27.00	30.00	175.00	172.00	181.00	181.00	214.00	154.00	154.00	86.00	84.00	
CNJ00800_2	229347	229414	68	utr3E	114.00	101.00	66.00	61.00	51.00	22.00	7.00	3.00	1.00	11.00	8.00	11.00	16.00	14.00	20.00	19.00	11.00	13.00	
CNJ00830_1	240308	240353	46	utr3E	335.00	181.00	130.00	158.00	87.00	60.00	36.00	23.00	35.00	39.00	43.00	69.00	86.00	64.00	57.00	169.00	135.00	122.00	
CNJ00830_2	240428	240441	14	utr3E	31.00	16.00	17.00	25.00	15.00	10.00	37.00	27.00	39.00	36.00	36.00	52.00	49.00	55.00	39.00	130.00	129.00	140.00	
CNJ00870_1	252087	252098	12	utr3E	0	0	0	0	0	0	0	0	0	4.00	2.00	5.00	3.00	4.00	1.00	0	0	0	
CNJ00870_2	252122	252122	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNJ00900_1	257375	257381	7	utr3E	18.00	16.00	11.00	20.00	12.00	8.00	0	0	0	6.00	6.00	4.00	24.00	18.00	12.00	31.00	15.00	11.00	
CNJ00900_2	257446	257467	22	utr3E	67.00	55.00	37.00	97.00	36.00	26.00	14.00	4.00	6.00	20.00	26.00	24.00	32.00	32.00	40.00	36.00	24.00	27.00	
CNJ00905_1	259624	259634	11	utr3E	20.00	6.00	10.00	18.00	15.00	10.00	5.00	2.00	4.00	18.00	20.00	17.00	15.00	16.00	10.00	13.00	9.00	6.00	
CNJ00905_2	260155	260155	1	cdsE	0	0	0	0	0	0	3.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNJ00905_3	260368	260368	1	cdsE	0	0	0	3.00	9.00	3.00	0	0	0	4.00	2.00	2.00	2.00	1.00	3.00	3.00	1.00	1.00	
CNJ00910_1	261033	261077	45	utr3E	444.00	232.00	183.00	333.00	230.00	194.00	170.00	130.00	194.00	90.00	100.00	193.00	154.00	141.00	142.00	211.00	136.00	115.00	
CNJ00920_1	262879	262949	71	utr3E	166.00	70.00	73.00	547.00	331.00	241.00	21.00	8.00	15.00	159.00	123.00	170.00	294.00	341.00	274.00	150.00	86.00	90.00	
CNJ00920_2	267455	267455	1	utr5E	0	0	0	0	0	0	4.00	1.00	2.00	0	0	0	2.00	4.00	1.00	0	0	0	
CNJ00925_1	267793	267835	43	utr3E	385.00	245.00	170.00	49.00	33.00	27.00	53.00	23.00	45.00	91.00	102.00	109.00	131.00	206.00	185.00	111.00	122.00	110.00	
CNJ00940_1	273432	273433	2	cdsE	6.00	2.00	1.00	0	0	0	7.00	7.00	5.00	0	0	0	1.00	1.00	1.00	0	0	0	
CNJ00965_1	279683	279683	1	cdsE	6.00	7.00	1.00	13.00	4.00	4.00	0	0	0	2.00	6.00	5.00	19.00	16.00	11.00	6.00	11.00	2.00	
CNJ00965_2	282363	282387	25	cdsE	4.00	3.00	3.00	3.00	1.00	4.00	0	0	0	8.00	11.00	14.00	50.00	48.00	66.00	3.00	5.00	5.00	
CNJ00965_3	282560	282560	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	2.00	1.00	2.00	0	0	0	
CNJ00965_4	282816	282816	1	cdsE	4.00	1.00	1.00	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00965_5	283078	283078	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNJ00965_6	283081	283081	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	1.00	1.00	5.00	4.00	5.00	3.00	3.00	5.00	
CNJ00965_7	283351	283351	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	2.00	2.00	3.00	8.00	4.00	4.00	1.00	2.00	1.00	
CNJ00965_8	283439	283469	31	cdsE	8.00	2.00	6.00	9.00	7.00	4.00	0	0	0	1.00	3.00	4.00	13.00	20.00	11.00	3.00	3.00	4.00	
CNJ00965_9	283469	283469	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	3.00	4.00	0	0	0	0	0	0	
CNJ00970_1	285479	285485	7	utr3E	133.00	80.00	57.00	73.00	53.00	26.00	9.00	2.00	10.00	72.00	61.00	73.00	57.00	48.00	43.00	80.00	40.00	51.00	
CNJ00970_2	288985	288985	1	cdsI	0	0	0	1.00	3.00	1.00	1.00	2.00	2.00	0	0	0	2.00	4.00	3.00	0	0	0	
CNJ00990_1	290521	290531	11	utr3E	1017.00	485.00	316.00	618.00	346.00	338.00	183.00	102.00	174.00	447.00	360.00	533.00	514.00	582.00	435.00	517.00	380.00	361.00	
CNJ01010_1	293230	293237	8	utr3E	74.00	55.00	32.00	21.00	30.00	19.00	10.00	12.00	9.00	24.00	14.00	11.00	42.00	49.00	29.00	50.00	36.00	38.00	
CNJ01030_1	295245	295257	13	utr3E	22.00	8.00	1.00	11.00	10.00	4.00	3.00	4.00	7.00	6.00	10.00	4.00	10.00	10.00	11.00	4.00	7.00	8.00	
CNJ01030_2	295326	295380	55	cdsE	23.00	13.00	13.00	9.00	7.00	8.00	8.00	3.00	8.00	3.00	1.00	6.00	12.00	14.00	13.00	11.00	5.00	5.00	
CNJ01030_3	296164	296164	1	cdsI	0	0	0	4.00	3.00	3.00	0	0	0	0	0	0	1.00	7.00	5.00	0	0	0	
CNJ01055_1	301003	301003	1	cdsI	1.00	2.00	2.00	3.00	1.00	1.00	0	0	0	0	0	0	2.00	6.00	5.00	0	0	0	
CNJ01090_1	310537	310552	16	utr3E	2268.00	1627.00	1066.00	1420.00	943.00	670.00	823.00	445.00	911.00	359.00	270.00	478.00	675.00	707.00	572.00	1249.00	787.00	906.00	
CNJ01100_1	312519	312639	121	utr3E	152.00	101.00	78.00	193.00	140.00	74.00	27.00	12.00	17.00	80.00	74.00	91.00	112.00	133.00	98.00	99.00	58.00	52.00	
CNJ01110_1	315403	315429	27	utr3E	229.00	101.00	77.00	40.00	30.00	19.00	84.00	53.00	82.00	52.00	44.00	84.00	79.00	73.00	78.00	83.00	89.00	69.00	
CNJ01130_1	317753	317778	26	utr3E	261.00	166.00	139.00	604.00	281.00	230.00	46.00	16.00	24.00	384.00	347.00	528.00	225.00	257.00	169.00	118.00	58.00	72.00	
CNJ01130_2	320261	320262	2	utr5E	6.00	6.00	2.00	0	0	0	7.00	2.00	4.00	0	0	0	2.00	6.00	1.00	0	0	0	
CNJ01135_1	320768	320770	3	utr3E	53.00	24.00	21.00	70.00	43.00	40.00	1.00	4.00	1.00	105.00	65.00	102.00	70.00	75.00	44.00	42.00	14.00	20.00	
CNJ01135_2	321735	321735	1	cdsE	0	0	0	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNJ01150_1	322878	322923	46	utr3E	2286.00	1531.00	1073.00	1004.00	722.00	559.00	512.00	290.00	454.00	803.00	707.00	1167.00	964.00	1049.00	817.00	1190.00	1003.00	897.00	
CNJ01180_1	331366	331481	116	utr3E	1911.00	1801.00	1102.00	805.00	461.00	327.00	158.00	70.00	75.00	4903.00	4316.00	6953.00	3043.00	3243.00	2499.00	1369.00	989.00	1030.00	
CNJ01200_1	336556	336580	25	utr3E	71.00	43.00	22.00	58.00	38.00	28.00	22.00	14.00	22.00	16.00	19.00	29.00	59.00	46.00	32.00	42.00	36.00	32.00	
CNJ01220_1	339117	339137	21	utr3E	8.00	6.00	7.00	115.00	72.00	57.00	0	0	0	11.00	11.00	7.00	27.00	31.00	25.00	10.00	7.00	8.00	
CNJ01220_2	341629	341631	3	utr5E	8.00	6.00	6.00	6.00	7.00	3.00	113.00	63.00	66.00	10.00	9.00	3.00	0	0	0	3.00	1.00	4.00	
CNJ01240_1	345104	345114	11	utr3E	27.00	14.00	16.00	44.00	15.00	23.00	8.00	2.00	9.00	5.00	12.00	8.00	12.00	11.00	11.00	0	0	0	
CNJ01240_2	348168	348222	55	utr5E	45.00	29.00	21.00	15.00	10.00	11.00	206.00	95.00	140.00	32.00	32.00	43.00	29.00	26.00	14.00	8.00	8.00	3.00	
CNJ01270_1	358018	358034	17	utr3E	29.00	32.00	22.00	11.00	6.00	2.00	0	0	0	5.00	6.00	5.00	20.00	9.00	11.00	10.00	13.00	7.00	
CNJ01270_2	358548	358551	4	cdsE	21.00	4.00	7.00	2.00	2.00	3.00	5.00	5.00	7.00	15.00	17.00	18.00	18.00	31.00	14.00	22.00	16.00	18.00	
CNJ01290_1	364090	364090	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNJ01290_2	364628	364628	1	cdsE	0	0	0	1.00	1.00	1.00	3.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNJ01350_1	377960	377961	2	utr3E	2.00	2.00	2.00	17.00	12.00	13.00	0	0	0	16.00	12.00	16.00	7.00	10.00	12.00	3.00	4.00	3.00	
CNJ01360_1	382974	383008	35	utr3E	0	0	0	2.00	2.00	2.00	0	0	0	2.00	2.00	1.00	12.00	13.00	12.00	0	0	0	
CNJ01370_1	386348	386364	17	utr3E	21.00	12.00	4.00	7.00	7.00	7.00	0	0	0	11.00	10.00	21.00	21.00	13.00	19.00	10.00	6.00	18.00	
CNJ01370_2	387437	387488	52	cdsE	5.00	3.00	4.00	0	0	0	5.00	1.00	2.00	4.00	3.00	9.00	13.00	15.00	8.00	11.00	13.00	9.00	
CNJ01370_3	389403	389403	1	utr5E	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNJ01380_1	390023	390046	24	utr3E	56.00	35.00	23.00	61.00	34.00	17.00	5.00	1.00	1.00	14.00	21.00	14.00	22.00	17.00	26.00	27.00	20.00	13.00	
CNJ01380_2	392477	392519	43	cdsE	67.00	37.00	25.00	62.00	31.00	27.00	13.00	7.00	11.00	31.00	32.00	64.00	40.00	41.00	46.00	44.00	79.00	63.00	
CNJ01380_3	392605	392608	4	cdsE	15.00	18.00	13.00	26.00	11.00	11.00	4.00	7.00	5.00	12.00	12.00	13.00	17.00	16.00	9.00	23.00	12.00	11.00	
CNJ01380_4	392695	392723	29	cdsE	47.00	21.00	13.00	41.00	26.00	18.00	16.00	6.00	14.00	21.00	12.00	22.00	28.00	30.00	14.00	26.00	34.00	36.00	
CNJ01400_1	408117	408117	1	utr3E	2.00	1.00	1.00	4.00	1.00	1.00	0	0	0	0	0	0	0	0	0	1.00	1.00	4.00	
CNJ01400_2	408247	408281	35	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	3.00	6.00	1.00	6.00	5.00	2.00	
CNJ01400_3	409047	409079	33	cdsE	3.00	7.00	2.00	9.00	4.00	2.00	3.00	1.00	1.00	2.00	3.00	5.00	5.00	3.00	2.00	4.00	3.00	1.00	
CNJ01400_4	409079	409079	1	cdsE	3.00	7.00	2.00	0	0	0	3.00	1.00	1.00	2.00	3.00	5.00	5.00	3.00	2.00	0	0	0	
CNJ01400_5	410590	410590	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ01420_1	413178	413194	17	utr3E	14.00	6.00	4.00	21.00	15.00	6.00	9.00	5.00	9.00	12.00	8.00	4.00	4.00	3.00	3.00	4.00	9.00	5.00	
CNJ01420_2	413318	413326	9	utr3E	65.00	31.00	33.00	77.00	55.00	39.00	60.00	56.00	86.00	18.00	19.00	35.00	33.00	37.00	26.00	32.00	41.00	38.00	
CNJ01430_1	417555	417589	35	utr3E	35.00	18.00	15.00	32.00	29.00	22.00	5.00	5.00	6.00	5.00	3.00	4.00	20.00	17.00	8.00	18.00	12.00	8.00	
CNJ01430_2	417647	417658	12	utr3E	8.00	11.00	8.00	12.00	7.00	3.00	8.00	1.00	5.00	2.00	1.00	1.00	7.00	4.00	6.00	9.00	4.00	3.00	
CNJ01430_3	417658	417658	1	utr3E	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNJ01430_4	419378	419378	1	utr5E	0	0	0	0	0	0	14.00	7.00	10.00	0	0	0	0	0	0	0	0	0	
CNJ01450_1	421062	421065	4	utr3E	17.00	10.00	7.00	12.00	2.00	5.00	0	0	0	8.00	10.00	3.00	23.00	32.00	23.00	10.00	2.00	4.00	
CNJ01450_2	422853	422856	4	cdsE	12.00	4.00	5.00	0	0	0	17.00	6.00	13.00	5.00	3.00	2.00	0	0	0	0	0	0	
CNJ01450_3	422856	422856	1	cdsE	0	0	0	0	0	0	0	0	0	5.00	3.00	2.00	0	0	0	0	0	0	
CNJ01450_4	423336	423371	36	utr5E	3.00	3.00	4.00	0	0	0	61.00	33.00	51.00	1.00	4.00	3.00	3.00	1.00	3.00	0	0	0	
CNJ01460_1	424554	424592	39	utr3E	670.00	455.00	273.00	402.00	223.00	178.00	111.00	62.00	102.00	351.00	260.00	373.00	464.00	463.00	363.00	661.00	553.00	585.00	
CNJ01470_1	426974	427048	75	utr3E	208.00	169.00	126.00	123.00	83.00	51.00	18.00	11.00	13.00	122.00	97.00	151.00	153.00	172.00	122.00	137.00	87.00	76.00	
CNJ01470_2	428402	428402	1	cdsE	4.00	3.00	4.00	0	0	0	0	0	0	2.00	2.00	7.00	4.00	5.00	3.00	0	0	0	
CNJ01510_1	437440	437449	10	utr3E	117.00	74.00	55.00	82.00	51.00	36.00	14.00	9.00	4.00	53.00	56.00	96.00	125.00	116.00	97.00	66.00	31.00	45.00	
CNJ01510_2	437543	437586	44	utr3E	13.00	11.00	9.00	2.00	2.00	3.00	0	0	0	3.00	1.00	4.00	4.00	10.00	10.00	3.00	2.00	2.00	
CNJ01520_1	442004	442057	54	utr3E	31.00	10.00	14.00	15.00	7.00	7.00	4.00	2.00	3.00	5.00	10.00	7.00	15.00	11.00	6.00	16.00	12.00	13.00	
CNJ01520_2	442118	442131	14	utr3E	4.00	9.00	4.00	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	2.00	1.00	0	0	0	
CNJ01520_3	442131	442131	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	1.00	2.00	1.00	0	0	0	
CNJ01520_4	442133	442133	1	utr3E	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	3.00	1.00	3.00	
CNJ01540_1	448418	448435	18	utr3E	186.00	149.00	81.00	215.00	153.00	128.00	28.00	19.00	16.00	142.00	101.00	166.00	334.00	305.00	252.00	111.00	79.00	81.00	
CNJ01550_1	454732	454775	44	utr3E	41.00	22.00	11.00	10.00	8.00	6.00	0	0	0	18.00	21.00	23.00	49.00	57.00	45.00	16.00	14.00	9.00	
CNJ01550_2	454995	454995	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	
CNJ01570_1	459842	459958	117	utr3E	49.00	38.00	23.00	3.00	4.00	1.00	0	0	0	123.00	97.00	152.00	90.00	130.00	98.00	16.00	8.00	15.00	
CNJ01570_2	461159	461179	21	cdsE	10.00	4.00	4.00	0	0	0	0	0	0	87.00	84.00	117.00	69.00	65.00	67.00	15.00	9.00	13.00	
CNJ01580_1	461962	461966	5	utr3E	48.00	13.00	10.00	16.00	12.00	4.00	6.00	1.00	5.00	27.00	9.00	19.00	22.00	18.00	15.00	19.00	6.00	12.00	
CNJ01580_2	462126	462128	3	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	3.00	5.00	3.00	0	0	0	
CNJ01610_1	470952	470957	6	utr3E	8.00	6.00	7.00	15.00	21.00	6.00	0	0	0	7.00	4.00	8.00	20.00	23.00	13.00	8.00	5.00	6.00	
CNJ01610_2	471920	471920	1	cdsE	0	0	0	4.00	4.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ01630_1	475040	475040	1	utr3E	13.00	7.00	5.00	16.00	16.00	5.00	2.00	2.00	1.00	9.00	13.00	10.00	5.00	8.00	8.00	14.00	7.00	6.00	
CNJ01630_2	475109	475115	7	utr3E	20.00	23.00	15.00	34.00	23.00	13.00	5.00	1.00	3.00	38.00	29.00	42.00	27.00	36.00	44.00	25.00	14.00	23.00	
CNJ01630_3	475177	475185	9	utr3E	6.00	4.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ01630_4	478144	478147	4	cdsE	1.00	2.00	1.00	0	0	0	0	0	0	3.00	2.00	3.00	3.00	1.00	1.00	5.00	4.00	5.00	
CNJ01630_5	479900	479901	2	utr5E	0	0	0	0	0	0	6.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNJ01640_1	480035	480083	49	utr3E	19.00	20.00	19.00	41.00	28.00	21.00	52.00	60.00	78.00	2.00	4.00	4.00	9.00	9.00	11.00	12.00	7.00	7.00	
CNJ01650_1	481724	481725	2	utr3E	50.00	29.00	24.00	84.00	27.00	22.00	6.00	1.00	6.00	296.00	179.00	379.00	72.00	89.00	61.00	41.00	15.00	28.00	
CNJ01650_2	481795	481840	46	utr3E	28.00	34.00	15.00	68.00	34.00	26.00	3.00	1.00	1.00	51.00	29.00	79.00	23.00	40.00	32.00	10.00	6.00	11.00	
CNJ01650_3	483535	483535	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNJ01650_4	484813	484813	1	utr5E	1.00	1.00	3.00	0	0	0	4.00	5.00	1.00	0	0	0	5.00	1.00	1.00	0	0	0	
CNJ01680_1	492075	492096	22	utr3E	170.00	97.00	70.00	66.00	32.00	29.00	14.00	10.00	10.00	107.00	77.00	124.00	94.00	108.00	84.00	57.00	40.00	50.00	
CNJ01700_1	495958	495983	26	utr3E	170.00	91.00	76.00	199.00	95.00	82.00	35.00	16.00	31.00	92.00	72.00	112.00	133.00	182.00	148.00	99.00	79.00	67.00	
CNJ01700_2	497500	497501	2	cdsE	2.00	2.00	2.00	5.00	6.00	3.00	3.00	2.00	5.00	5.00	3.00	9.00	14.00	10.00	9.00	3.00	2.00	4.00	
CNJ01720_1	500035	500108	74	utr3E	205.00	164.00	112.00	77.00	54.00	30.00	14.00	11.00	15.00	176.00	147.00	249.00	193.00	219.00	166.00	108.00	90.00	67.00	
CNJ01730_1	503209	503211	3	utr3E	107.00	44.00	50.00	72.00	55.00	43.00	11.00	12.00	7.00	35.00	25.00	39.00	57.00	55.00	39.00	55.00	39.00	23.00	
CNJ01750_1	506985	507017	33	utr3E	36.00	36.00	20.00	48.00	34.00	34.00	0	0	0	132.00	97.00	156.00	62.00	72.00	78.00	45.00	27.00	32.00	
CNJ01750_2	508693	508723	31	utr5E	24.00	16.00	18.00	5.00	8.00	6.00	170.00	67.00	72.00	42.00	40.00	61.00	57.00	51.00	48.00	6.00	5.00	3.00	
CNJ01760_1	509144	509150	7	utr3E	46.00	24.00	17.00	13.00	8.00	4.00	0	0	0	12.00	12.00	16.00	20.00	19.00	31.00	16.00	4.00	7.00	
CNJ01760_2	510526	510530	5	cdsE	74.00	27.00	21.00	28.00	23.00	11.00	14.00	8.00	6.00	31.00	21.00	34.00	35.00	33.00	50.00	35.00	20.00	17.00	
CNJ01780_1	516427	516430	4	utr3E	127.00	67.00	56.00	62.00	40.00	41.00	29.00	6.00	18.00	106.00	92.00	151.00	194.00	247.00	203.00	66.00	53.00	54.00	
CNJ01780_2	518159	518203	45	cdsE	3.00	1.00	1.00	0	0	0	36.00	33.00	37.00	3.00	1.00	3.00	0	0	0	0	0	0	
CNJ01800_1	519696	519734	39	utr3E	119.00	86.00	49.00	19.00	8.00	12.00	12.00	9.00	14.00	43.00	33.00	68.00	131.00	106.00	135.00	66.00	29.00	36.00	
CNJ01830_1	528060	528100	41	utr3E	42.00	16.00	12.00	20.00	27.00	15.00	8.00	11.00	16.00	4.00	3.00	4.00	2.00	6.00	2.00	0	0	0	
CNJ01830_2	528278	528281	4	cdsE	17.00	5.00	2.00	9.00	8.00	9.00	2.00	1.00	2.00	10.00	18.00	9.00	17.00	30.00	28.00	7.00	9.00	3.00	
CNJ01880_1	549666	549726	61	utr3E	10.00	7.00	4.00	0	0	0	3.00	1.00	3.00	0	0	0	0	0	0	0	0	0	
CNJ01880_2	551673	551677	5	utr5E	0	0	0	1.00	1.00	5.00	0	0	0	0	0	0	4.00	4.00	5.00	0	0	0	
CNJ01880_3	551879	551922	44	utr5E	0	0	0	0	0	0	50.00	19.00	25.00	9.00	9.00	16.00	12.00	5.00	3.00	0	0	0	
CNJ01910_1	559522	559522	1	utr3E	126.00	60.00	38.00	80.00	63.00	58.00	17.00	14.00	10.00	41.00	49.00	65.00	66.00	39.00	44.00	76.00	50.00	49.00	
CNJ01910_2	559592	559616	25	utr3E	225.00	237.00	161.00	216.00	229.00	145.00	20.00	12.00	16.00	190.00	146.00	210.00	328.00	357.00	337.00	240.00	154.00	166.00	
CNJ01920_1	560945	560987	43	utr3E	29186.00	28803.00	18600.00	14072.00	11693.00	7436.00	3959.00	1599.00	2215.00	8496.00	7814.00	9765.00	10090.00	10634.00	8590.00	20828.00	10015.00	10654.00	
CNJ01940_1	565460	565505	46	utr3E	150.00	162.00	97.00	151.00	64.00	66.00	52.00	20.00	33.00	86.00	66.00	106.00	88.00	93.00	79.00	120.00	71.00	86.00	
CNJ01940_2	566518	566518	1	utr5E	30.00	16.00	14.00	21.00	15.00	10.00	31.00	13.00	15.00	41.00	39.00	37.00	22.00	42.00	25.00	12.00	13.00	7.00	
CNJ01970_1	570323	570365	43	utr3E	37.00	38.00	25.00	103.00	67.00	58.00	17.00	4.00	11.00	77.00	73.00	108.00	144.00	120.00	118.00	64.00	39.00	62.00	
CNJ01970_2	574341	574341	1	utr5E	28.00	10.00	14.00	24.00	14.00	12.00	62.00	34.00	48.00	10.00	8.00	11.00	8.00	10.00	3.00	0	0	0	
CNJ01980_1	575172	575178	7	utr3E	11.00	4.00	3.00	13.00	10.00	5.00	1.00	1.00	4.00	7.00	1.00	2.00	15.00	17.00	11.00	1.00	4.00	2.00	
CNJ01980_2	575178	575178	1	utr3E	11.00	4.00	3.00	0	0	0	1.00	1.00	4.00	7.00	1.00	2.00	0	0	0	1.00	4.00	2.00	
CNJ01980_3	575263	575271	9	utr3E	12.00	6.00	4.00	20.00	5.00	6.00	0	0	0	6.00	7.00	13.00	18.00	21.00	15.00	10.00	8.00	10.00	
CNJ01980_4	578206	578206	1	utr5I	0	0	0	2.00	1.00	1.00	6.00	5.00	5.00	1.00	6.00	3.00	2.00	1.00	1.00	0	0	0	
CNJ01990_1	578531	578536	6	utr3E	64.00	67.00	40.00	138.00	110.00	74.00	14.00	10.00	13.00	41.00	28.00	34.00	54.00	43.00	37.00	62.00	42.00	28.00	
CNJ02000_1	580195	580262	68	utr3E	96.00	69.00	43.00	57.00	39.00	29.00	24.00	17.00	22.00	94.00	85.00	117.00	116.00	147.00	89.00	63.00	39.00	40.00	
CNJ02035_1	594524	594533	10	utr3E	26.00	6.00	7.00	9.00	1.00	8.00	6.00	7.00	1.00	4.00	2.00	5.00	13.00	4.00	5.00	14.00	4.00	8.00	
CNJ02035_2	594588	594591	4	utr3E	0	0	0	7.00	1.00	2.00	0	0	0	0	0	0	0	0	0	3.00	5.00	4.00	
CNJ02035_3	594710	594710	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	
CNJ02035_4	595150	595150	1	cdsE	9.00	3.00	8.00	7.00	8.00	5.00	9.00	2.00	11.00	1.00	3.00	3.00	0	0	0	8.00	4.00	4.00	
CNJ02050_1	597125	597163	39	utr3E	27.00	19.00	13.00	138.00	66.00	79.00	3.00	4.00	7.00	0	0	0	0	0	0	2.00	2.00	1.00	
CNJ02120_1	621164	621214	51	utr3E	553.00	230.00	204.00	193.00	130.00	147.00	138.00	94.00	117.00	142.00	144.00	180.00	179.00	240.00	159.00	124.00	117.00	98.00	
CNJ02120_2	621783	621796	14	utr5E	25.00	23.00	20.00	4.00	9.00	6.00	69.00	37.00	38.00	29.00	20.00	31.00	15.00	21.00	11.00	25.00	15.00	14.00	
CNJ02130_1	622065	622097	33	utr3E	66.00	48.00	36.00	34.00	15.00	23.00	5.00	4.00	3.00	56.00	45.00	71.00	52.00	55.00	42.00	43.00	14.00	22.00	
CNJ02130_2	624407	624415	9	cdsE	2.00	1.00	2.00	2.00	1.00	1.00	4.00	2.00	1.00	6.00	7.00	8.00	5.00	3.00	3.00	6.00	11.00	11.00	
CNJ02160_1	635155	635169	15	utr3E	255.00	132.00	111.00	23.00	25.00	25.00	81.00	45.00	56.00	295.00	254.00	415.00	383.00	440.00	383.00	114.00	84.00	83.00	
CNJ02180_1	638031	638049	19	utr3E	37.00	15.00	14.00	40.00	20.00	23.00	9.00	3.00	6.00	3.00	11.00	12.00	21.00	25.00	19.00	29.00	17.00	13.00	
CNJ02200_1	639723	639743	21	utr3E	18.00	30.00	21.00	69.00	41.00	31.00	5.00	4.00	1.00	38.00	34.00	49.00	50.00	54.00	44.00	29.00	24.00	17.00	
CNJ02230_1	650636	650646	11	utr3E	233.00	164.00	103.00	328.00	160.00	151.00	26.00	10.00	20.00	156.00	179.00	242.00	245.00	239.00	212.00	175.00	73.00	66.00	
CNJ02230_2	650794	650801	8	utr3E	31.00	14.00	11.00	13.00	5.00	6.00	4.00	2.00	3.00	12.00	16.00	23.00	19.00	30.00	43.00	12.00	12.00	12.00	
CNJ02250_1	655534	655635	102	utr3E	167.00	224.00	125.00	249.00	130.00	112.00	57.00	46.00	52.00	169.00	172.00	200.00	130.00	136.00	120.00	112.00	88.00	81.00	
