	merge_cluster																									
CNI04180_7	1113125	1113125	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNI04210_1	1118258	1118258	1	utr5E	15.00	16.00	9.00	0	0	0	0	0	0	0	0	0	15.00	16.00	11.00	0	0	0	6.00	2.00	2.00	
CNI04210_2	1119407	1119407	1	cdsI	0	0	0	0	0	0	0	0	0	3.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNI04210_3	1120379	1120379	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNI04220_1	1120645	1120710	66	utr5E	973.00	682.00	615.00	344.00	416.00	418.00	215.00	232.00	160.00	162.00	117.00	138.00	1457.00	845.00	773.00	546.00	632.00	320.00	398.00	355.00	344.00	
CNI04240_1	1123132	1123142	11	utr5E	0	0	0	9.00	9.00	10.00	0	0	0	3.00	1.00	1.00	0	0	0	5.00	6.00	4.00	0	0	0	
CNI04240_2	1123193	1123193	1	utr5E	0	0	0	1.00	2.00	6.00	0	0	0	0	0	0	1.00	2.00	2.00	1.00	1.00	3.00	0	0	0	
CNI04240_3	1124307	1124314	8	utr5E	3.00	1.00	2.00	0	0	0	0	0	0	2.00	6.00	3.00	2.00	1.00	1.00	10.00	8.00	8.00	0	0	0	
CNI04240_4	1124688	1124688	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	
CNI04240_5	1124886	1124886	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	
CNI04240_6	1124901	1124901	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNI04240_7	1125061	1125232	172	utr5E	0	0	0	5.00	4.00	4.00	1.00	1.00	1.00	72.00	73.00	70.00	0	0	0	6.00	8.00	3.00	2.00	2.00	3.00	
CNI04240_8	1125826	1125859	34	cdsE	4.00	2.00	1.00	0	0	0	0	0	0	0	0	0	4.00	2.00	5.00	6.00	7.00	7.00	0	0	0	
CNI04240_9	1126011	1126047	37	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	2.00	3.00	3.00	1.00	1.00	1.00	0	0	0	
CNI04240_10	1126262	1126265	4	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	7.00	0	0	0	
CNI04240_11	1126612	1126612	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNI04250_1	1127557	1127625	69	utr5E	508.00	268.00	231.00	155.00	160.00	146.00	264.00	287.00	189.00	250.00	305.00	336.00	485.00	648.00	608.00	558.00	703.00	342.00	538.00	566.00	445.00	
CNI04260_1	1129678	1129828	151	utr5E	231.00	80.00	81.00	62.00	67.00	71.00	162.00	204.00	144.00	148.00	128.00	146.00	247.00	128.00	127.00	117.00	120.00	244.00	570.00	580.00	384.00	
CNI04270_1	1130795	1130897	103	utr5E	273.00	292.00	219.00	61.00	84.00	39.00	269.00	317.00	260.00	131.00	130.00	176.00	426.00	298.00	297.00	75.00	71.00	75.00	210.00	223.00	153.00	
CNI04270_2	1133079	1133172	94	cdsE	12.00	7.00	10.00	59.00	45.00	44.00	17.00	13.00	18.00	36.00	23.00	26.00	9.00	10.00	5.00	29.00	37.00	28.00	4.00	7.00	8.00	
CNI04290_1	1141587	1141628	42	utr5E	205.00	181.00	139.00	49.00	59.00	39.00	63.00	33.00	22.00	31.00	33.00	27.00	61.00	45.00	52.00	18.00	14.00	11.00	47.00	100.00	66.00	
CNI04290_2	1142378	1142411	34	cdsE	0	0	0	3.00	2.00	1.00	1.00	1.00	1.00	7.00	9.00	8.00	3.00	1.00	1.00	3.00	2.00	4.00	4.00	3.00	4.00	
CNI04290_3	1142737	1142751	15	cdsE	0	0	0	1.00	2.00	3.00	1.00	1.00	1.00	0	0	0	14.00	7.00	10.00	0	0	0	0	0	0	
CNI04290_4	1143775	1143775	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	1.00	4.00	0	0	0	1.00	5.00	5.00	0	0	0	
CNI04290_5	1145032	1145046	15	cdsE	0	0	0	1.00	1.00	4.00	2.00	4.00	2.00	15.00	11.00	7.00	0	0	0	0	0	0	0	0	0	
CNI04305_1	1146003	1146028	26	utr5E	21.00	18.00	22.00	22.00	9.00	13.00	19.00	27.00	20.00	16.00	17.00	22.00	24.00	24.00	18.00	10.00	6.00	6.00	25.00	44.00	25.00	
CNI04305_2	1147241	1147274	34	cdsE	0	0	0	9.00	11.00	7.00	0	0	0	1.00	1.00	2.00	0	0	0	2.00	3.00	2.00	0	0	0	
CNI04305_3	1147286	1147300	15	cdsE	5.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNI04305_4	1147333	1147333	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	9.00	7.00	11.00	0	0	0	1.00	2.00	5.00	1.00	8.00	5.00	
CNI04305_5	1147504	1147563	60	cdsE	0	0	0	0	0	0	10.00	9.00	10.00	18.00	26.00	17.00	0	0	0	0	0	0	10.00	12.00	18.00	
CNI04305_6	1147681	1147811	131	cdsE	0	0	0	0	0	0	2.00	4.00	4.00	28.00	24.00	28.00	2.00	1.00	1.00	1.00	1.00	1.00	20.00	11.00	8.00	
CNI04305_7	1148222	1148222	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00	3.00	2.00	0	0	0	
CNI04305_8	1148550	1148659	110	cdsE	4.00	2.00	3.00	2.00	3.00	3.00	29.00	28.00	24.00	52.00	45.00	59.00	0	0	0	1.00	2.00	5.00	5.00	14.00	8.00	
CNI04330_1	1155566	1155625	60	utr5E	58.00	48.00	37.00	79.00	68.00	50.00	22.00	14.00	21.00	1.00	1.00	2.00	37.00	50.00	37.00	59.00	45.00	11.00	6.00	5.00	3.00	
CNI04330_2	1156220	1156220	1	cdsE	3.00	1.00	2.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNI04330_3	1156241	1156241	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNI04330_4	1156457	1156496	40	cdsE	0	0	0	3.00	3.00	8.00	4.00	6.00	6.00	7.00	5.00	5.00	0	0	0	5.00	3.00	5.00	0	0	0	
CNI04330_5	1157184	1157184	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNI04350_1	1159468	1159649	182	utr5E	225.00	214.00	173.00	134.00	78.00	61.00	65.00	64.00	48.00	51.00	41.00	59.00	433.00	422.00	288.00	118.00	136.00	43.00	80.00	103.00	76.00	
CNI04350_2	1161339	1161397	59	cdsE	0	0	0	2.00	1.00	1.00	5.00	5.00	6.00	23.00	17.00	19.00	3.00	2.00	2.00	1.00	1.00	3.00	8.00	6.00	8.00	
CNI04350_3	1164003	1164128	126	utr3E	42.00	16.00	14.00	2.00	2.00	2.00	24.00	30.00	35.00	87.00	57.00	53.00	26.00	21.00	14.00	1.00	1.00	3.00	37.00	41.00	30.00	
CNI04400_1	1172048	1172106	59	utr5E	31.00	40.00	24.00	13.00	6.00	6.00	21.00	22.00	25.00	7.00	8.00	9.00	13.00	18.00	17.00	0	0	0	30.00	30.00	26.00	
CNI04400_2	1173143	1173186	44	cdsE	3.00	1.00	3.00	0	0	0	7.00	9.00	9.00	5.00	9.00	4.00	2.00	1.00	1.00	0	0	0	2.00	4.00	1.00	
CNI04400_3	1173251	1173293	43	cdsE	0	0	0	0	0	0	9.00	10.00	9.00	3.00	5.00	2.00	0	0	0	0	0	0	3.00	1.00	2.00	
CNI04400_4	1173476	1173477	2	cdsE	0	0	0	0	0	0	3.00	1.00	6.00	1.00	1.00	1.00	0	0	0	0	0	0	7.00	4.00	4.00	
CNI04400_5	1173488	1173503	16	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	3.00	2.00	4.00	0	0	0	0	0	0	
CNI04400_6	1173555	1173591	37	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	4.00	3.00	3.00	0	0	0	0	0	0	
CNI04400_7	1174258	1174258	1	cdsE	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	2.00	2.00	4.00	1.00	1.00	2.00	0	0	0	
CNI04400_8	1174607	1174610	4	utr3E	0	0	0	0	0	0	0	0	0	2.00	4.00	2.00	0	0	0	0	0	0	5.00	6.00	4.00	
CNI04400_9	1174700	1174700	1	utr3E	0	0	0	3.00	2.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNI04420_1	1176624	1176739	116	utr5E	0	0	0	0	0	0	1181.00	1032.00	1260.00	124.00	146.00	165.00	0	0	0	0	0	0	152.00	254.00	212.00	
CNI04420_2	1177111	1177173	63	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00010_1	2498	2498	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNJ00030_1	7422	7593	172	utr5E	947.00	504.00	584.00	147.00	151.00	165.00	1176.00	1105.00	1065.00	115.00	142.00	157.00	230.00	155.00	176.00	110.00	134.00	185.00	1389.00	1492.00	1327.00	
CNJ00060_1	11279	11436	158	utr5E	665.00	345.00	351.00	79.00	82.00	87.00	567.00	609.00	476.00	181.00	254.00	288.00	397.00	264.00	266.00	194.00	266.00	299.00	583.00	690.00	537.00	
CNJ00080_1	16717	16803	87	utr5E	365.00	265.00	161.00	283.00	195.00	209.00	169.00	146.00	114.00	104.00	95.00	105.00	349.00	433.00	406.00	241.00	213.00	101.00	226.00	297.00	249.00	
CNJ00080_2	18881	18892	12	cdsE	0	0	0	10.00	7.00	7.00	2.00	1.00	1.00	17.00	22.00	15.00	2.00	2.00	3.00	8.00	6.00	24.00	7.00	8.00	7.00	
CNJ00100_1	20914	20982	69	utr5E	185.00	207.00	131.00	75.00	50.00	77.00	50.00	55.00	52.00	29.00	25.00	24.00	269.00	180.00	177.00	100.00	117.00	128.00	71.00	76.00	54.00	
CNJ00100_2	22920	22921	2	cdsE	0	0	0	0	0	0	0	0	0	9.00	6.00	4.00	0	0	0	0	0	0	0	0	0	
CNJ00100_3	24861	24903	43	utr3E	10.00	3.00	2.00	17.00	19.00	12.00	13.00	17.00	16.00	14.00	12.00	6.00	40.00	14.00	28.00	2.00	2.00	1.00	4.00	3.00	2.00	
CNJ00130_1	27255	27443	189	utr5E	695.00	754.00	493.00	277.00	193.00	211.00	332.00	329.00	259.00	262.00	282.00	303.00	549.00	507.00	421.00	223.00	295.00	115.00	337.00	425.00	287.00	
CNJ00130_2	28408	28511	104	cdsE	34.00	15.00	10.00	24.00	22.00	21.00	32.00	46.00	48.00	38.00	45.00	18.00	52.00	61.00	60.00	0	0	0	21.00	18.00	25.00	
CNJ00150_1	35264	35325	62	utr5E	254.00	151.00	122.00	169.00	147.00	153.00	200.00	237.00	188.00	86.00	85.00	127.00	263.00	282.00	257.00	175.00	182.00	148.00	113.00	138.00	111.00	
CNJ00150_2	35636	35702	67	cdsE	62.00	34.00	29.00	42.00	45.00	58.00	63.00	168.00	152.00	185.00	160.00	133.00	50.00	13.00	21.00	12.00	10.00	24.00	94.00	101.00	73.00	
CNJ00170_1	41447	41740	294	utr5E	235.00	300.00	175.00	85.00	66.00	65.00	760.00	702.00	692.00	75.00	73.00	81.00	401.00	256.00	226.00	68.00	98.00	54.00	307.00	383.00	291.00	
CNJ00210_1	49349	49406	58	utr5E	35.00	36.00	25.00	40.00	25.00	26.00	10.00	14.00	7.00	3.00	3.00	2.00	32.00	45.00	35.00	14.00	20.00	9.00	10.00	16.00	6.00	
CNJ00210_2	50571	50653	83	cdsE	0	0	0	8.00	4.00	3.00	4.00	3.00	5.00	2.00	1.00	2.00	23.00	19.00	18.00	4.00	2.00	1.00	0	0	0	
CNJ00210_3	51227	51227	1	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNJ00210_4	51228	51228	1	cdsE	0	0	0	0	0	0	2.00	1.00	3.00	4.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNJ00210_5	51329	51405	77	cdsI	3.00	1.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	7.00	6.00	5.00	4.00	4.00	15.00	0	0	0	
CNJ00210_6	51599	51618	20	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNJ00210_7	52507	52507	1	cdsE	0	0	0	1.00	2.00	2.00	3.00	1.00	1.00	3.00	2.00	2.00	2.00	1.00	2.00	0	0	0	0	0	0	
CNJ00230_1	55565	55699	135	utr5E	47.00	28.00	26.00	86.00	69.00	116.00	17.00	20.00	16.00	7.00	6.00	5.00	370.00	384.00	326.00	199.00	191.00	75.00	160.00	163.00	142.00	
CNJ00230_2	56041	56251	211	cdsE	0	0	0	4.00	4.00	3.00	1.00	2.00	1.00	6.00	3.00	3.00	3.00	4.00	4.00	10.00	14.00	24.00	103.00	88.00	95.00	
CNJ00230_3	56493	56591	99	utr3E	25.00	6.00	7.00	10.00	6.00	11.00	16.00	14.00	14.00	34.00	34.00	26.00	43.00	44.00	47.00	22.00	19.00	39.00	217.00	225.00	140.00	
CNJ00240_1	57024	57101	78	utr5E	11.00	6.00	7.00	6.00	2.00	1.00	29.00	26.00	36.00	21.00	23.00	20.00	1.00	1.00	1.00	1.00	2.00	3.00	9.00	3.00	2.00	
CNJ00240_2	57301	57301	1	cdsE	1.00	2.00	1.00	3.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNJ00240_3	58193	58360	168	cdsE	2.00	1.00	1.00	0	0	0	85.00	107.00	113.00	26.00	24.00	32.00	0	0	0	1.00	1.00	1.00	10.00	9.00	12.00	
CNJ00260_1	65065	65269	205	utr5E	1400.00	1404.00	1043.00	625.00	497.00	496.00	785.00	676.00	571.00	307.00	250.00	325.00	1898.00	1470.00	1401.00	804.00	853.00	657.00	484.00	536.00	411.00	
CNJ00270_1	67463	67641	179	utr5E	21.00	19.00	14.00	20.00	12.00	19.00	84.00	61.00	76.00	43.00	44.00	65.00	114.00	87.00	95.00	98.00	100.00	49.00	121.00	176.00	132.00	
CNJ00270_2	67844	67997	154	cdsE	59.00	35.00	33.00	90.00	89.00	107.00	464.00	699.00	485.00	501.00	367.00	447.00	89.00	65.00	76.00	195.00	160.00	75.00	67.00	34.00	37.00	
CNJ00290_1	76172	76251	80	utr5E	92.00	120.00	63.00	68.00	54.00	33.00	64.00	57.00	43.00	99.00	94.00	135.00	39.00	72.00	93.00	41.00	42.00	87.00	45.00	44.00	23.00	
CNJ00290_2	76544	76835	292	utr5E	1600.00	2047.00	1285.00	2.00	2.00	5.00	1546.00	1359.00	1278.00	629.00	630.00	785.00	658.00	853.00	585.00	25.00	45.00	15.00	462.00	570.00	300.00	
CNJ00320_1	85687	85694	8	utr5E	0	0	0	3.00	5.00	3.00	0	0	0	0	0	0	9.00	7.00	10.00	4.00	1.00	1.00	0	0	0	
CNJ00320_2	85773	85796	24	utr5E	1.00	1.00	2.00	0	0	0	0	0	0	1.00	1.00	1.00	7.00	8.00	6.00	0	0	0	0	0	0	
CNJ00320_3	86000	86048	49	utr5E	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	4.00	4.00	4.00	11.00	9.00	12.00	0	0	0	
CNJ00320_4	86074	86169	96	utr5E	13.00	21.00	8.00	0	0	0	0	0	0	6.00	4.00	10.00	28.00	30.00	30.00	9.00	10.00	7.00	7.00	9.00	12.00	
CNJ00320_5	86343	86343	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	9.00	3.00	1.00	6.00	8.00	2.00	0	0	0	
CNJ00320_6	87712	87772	61	utr3E	0	0	0	0	0	0	0	0	0	9.00	4.00	10.00	0	0	0	6.00	7.00	26.00	5.00	3.00	2.00	
CNJ00320_7	87812	87873	62	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	5.00	7.00	11.00	2.00	2.00	4.00	
CNJ00330_1	88492	88552	61	utr5E	45.00	29.00	33.00	5.00	4.00	2.00	9.00	13.00	11.00	3.00	4.00	5.00	31.00	20.00	20.00	11.00	5.00	7.00	24.00	25.00	20.00	
CNJ00330_2	88709	88723	15	cdsE	0	0	0	1.00	2.00	1.00	14.00	23.00	20.00	7.00	7.00	8.00	4.00	11.00	4.00	0	0	0	12.00	27.00	28.00	
CNJ00330_3	89699	89699	1	cdsE	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00330_4	90148	90255	108	cdsE	1.00	1.00	3.00	3.00	3.00	2.00	2.00	1.00	2.00	78.00	82.00	89.00	1.00	1.00	4.00	0	0	0	0	0	0	
CNJ00330_5	90484	90490	7	cdsE	0	0	0	5.00	4.00	6.00	0	0	0	5.00	5.00	6.00	0	0	0	0	0	0	0	0	0	
CNJ00350_1	92623	92623	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNJ00350_2	92628	92628	1	utr5E	0	0	0	3.00	2.00	2.00	2.00	1.00	1.00	0	0	0	1.00	5.00	2.00	0	0	0	0	0	0	
CNJ00350_3	93334	93364	31	cdsE	0	0	0	0	0	0	0	0	0	5.00	4.00	3.00	0	0	0	5.00	2.00	4.00	0	0	0	
CNJ00350_4	94299	94299	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNJ00350_5	94433	94504	72	cdsE	0	0	0	1.00	1.00	1.00	9.00	10.00	7.00	10.00	14.00	14.00	0	0	0	0	0	0	0	0	0	
CNJ00360_1	96203	96219	17	utr5E	7.00	4.00	5.00	1.00	1.00	1.00	1.00	1.00	3.00	0	0	0	31.00	14.00	22.00	0	0	0	2.00	1.00	1.00	
CNJ00360_2	97524	97524	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	
CNJ00360_3	97703	97719	17	cdsE	0	0	0	3.00	2.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00390_1	100404	100458	55	utr5E	147.00	77.00	79.00	163.00	130.00	111.00	72.00	68.00	54.00	47.00	41.00	41.00	259.00	151.00	127.00	75.00	102.00	25.00	153.00	192.00	121.00	
CNJ00390_2	100753	100753	1	cdsE	0	0	0	0	0	0	0	0	0	15.00	8.00	13.00	0	0	0	0	0	0	1.00	3.00	2.00	
CNJ00390_3	103613	103694	82	cdsE	0	0	0	3.00	3.00	3.00	0	0	0	8.00	9.00	8.00	0	0	0	0	0	0	1.00	1.00	2.00	
CNJ00410_1	109097	109113	17	utr5E	29.00	51.00	54.00	120.00	89.00	193.00	19.00	19.00	23.00	81.00	84.00	83.00	68.00	81.00	40.00	230.00	314.00	113.00	7.00	4.00	3.00	
CNJ00410_2	109516	109688	173	utr5E	6020.00	3949.00	3077.00	3670.00	2199.00	2168.00	910.00	801.00	613.00	349.00	275.00	369.00	5506.00	5890.00	4332.00	2842.00	2914.00	503.00	831.00	1154.00	1007.00	
CNJ00413_1	111962	111964	3	utr5E	3.00	2.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00413_2	112371	112371	1	utr5I	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00413_3	113514	113514	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNJ00413_4	113581	113581	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00413_5	113599	113599	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNJ00413_6	113634	113794	161	cdsE	0	0	0	0	0	0	11.00	12.00	7.00	44.00	41.00	46.00	0	0	0	2.00	1.00	3.00	9.00	10.00	6.00	
CNJ00413_7	113980	113980	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNJ00413_8	113994	114032	39	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	2.00	2.00	5.00	0	0	0	
CNJ00430_1	116630	116783	154	utr5E	863.00	717.00	514.00	486.00	333.00	318.00	515.00	441.00	330.00	126.00	163.00	215.00	1131.00	1134.00	967.00	606.00	682.00	294.00	252.00	336.00	245.00	
CNJ00460_1	120396	120453	58	utr5E	731.00	468.00	437.00	161.00	186.00	154.00	251.00	253.00	209.00	121.00	101.00	138.00	1631.00	607.00	612.00	236.00	267.00	140.00	369.00	380.00	221.00	
CNJ00510_1	137979	138137	159	utr5E	241.00	165.00	143.00	96.00	73.00	76.00	233.00	172.00	123.00	36.00	39.00	52.00	381.00	185.00	221.00	124.00	119.00	217.00	97.00	98.00	90.00	
CNJ00510_2	138333	138342	10	cdsE	6.00	3.00	1.00	15.00	11.00	8.00	20.00	26.00	29.00	15.00	22.00	20.00	22.00	9.00	19.00	4.00	4.00	2.00	20.00	22.00	16.00	
CNJ00510_3	138808	138883	76	cdsE	0	0	0	2.00	3.00	2.00	1.00	1.00	2.00	0	0	0	52.00	24.00	38.00	1.00	1.00	1.00	0	0	0	
CNJ00530_1	142330	142430	101	utr5E	65.00	65.00	72.00	39.00	29.00	30.00	325.00	349.00	268.00	102.00	120.00	149.00	175.00	55.00	83.00	56.00	75.00	55.00	88.00	104.00	90.00	
CNJ00530_2	143127	143147	21	cdsE	1.00	1.00	1.00	5.00	5.00	5.00	0	0	0	1.00	1.00	1.00	0	0	0	3.00	10.00	4.00	0	0	0	
CNJ00530_3	143579	143644	66	cdsE	0	0	0	0	0	0	13.00	14.00	13.00	17.00	14.00	15.00	0	0	0	0	0	0	0	0	0	
CNJ00530_4	143941	143949	9	utr3E	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	11.00	14.00	11.00	0	0	0	
CNJ00550_1	147858	147960	103	utr5E	29.00	11.00	14.00	2.00	4.00	4.00	60.00	60.00	47.00	9.00	11.00	10.00	7.00	5.00	6.00	2.00	3.00	3.00	35.00	47.00	38.00	
CNJ00550_2	148128	148128	1	utr5E	6.00	1.00	2.00	0	0	0	0	0	0	0	0	0	4.00	2.00	3.00	3.00	1.00	2.00	0	0	0	
CNJ00550_3	149868	149868	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNJ00550_4	150001	150032	32	cdsE	0	0	0	2.00	2.00	6.00	0	0	0	12.00	6.00	15.00	0	0	0	5.00	5.00	4.00	0	0	0	
CNJ00560_1	153882	153882	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	
CNJ00560_2	153909	153909	1	utr5E	0	0	0	1.00	2.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00560_3	153943	154017	75	utr5E	6.00	8.00	6.00	0	0	0	0	0	0	2.00	1.00	2.00	1.00	2.00	1.00	0	0	0	6.00	6.00	5.00	
CNJ00560_4	154233	154233	1	cdsE	4.00	1.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00560_5	154518	154518	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNJ00570_1	157737	157737	1	utr5E	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00570_2	157797	157870	74	utr5E	61.00	42.00	37.00	0	0	0	4.00	4.00	8.00	8.00	7.00	5.00	11.00	8.00	7.00	0	0	0	7.00	7.00	6.00	
CNJ00570_3	159492	159492	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNJ00570_4	159620	159622	3	cdsI	1.00	2.00	1.00	2.00	1.00	1.00	0	0	0	3.00	3.00	2.00	0	0	0	5.00	10.00	2.00	0	0	0	
CNJ00570_5	159802	159802	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNJ00570_6	159805	159805	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNJ00570_7	160459	160481	23	cdsE	0	0	0	0	0	0	0	0	0	2.00	3.00	2.00	0	0	0	0	0	0	0	0	0	
CNJ00580_1	161179	161215	37	utr5E	0	0	0	9.00	5.00	5.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNJ00580_2	162812	162812	1	cdsE	0	0	0	2.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00585_1	165282	165445	164	utr5E	148.00	79.00	59.00	121.00	119.00	118.00	69.00	71.00	75.00	72.00	79.00	110.00	203.00	89.00	85.00	65.00	51.00	30.00	130.00	135.00	103.00	
CNJ00585_2	165942	165957	16	cdsE	0	0	0	0	0	0	0	0	0	14.00	9.00	10.00	0	0	0	0	0	0	3.00	2.00	1.00	
CNJ00590_1	166937	166983	47	utr5E	35.00	46.00	27.00	5.00	4.00	2.00	85.00	85.00	71.00	24.00	33.00	31.00	4.00	3.00	1.00	0	0	0	9.00	18.00	16.00	
CNJ00590_2	167163	167286	124	utr5I	143.00	107.00	62.00	6.00	6.00	2.00	97.00	55.00	71.00	18.00	13.00	16.00	47.00	36.00	31.00	0	0	0	22.00	24.00	19.00	
CNJ00590_3	167379	167379	1	utr5I	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00590_4	168328	168365	38	cdsE	3.00	4.00	5.00	0	0	0	5.00	11.00	14.00	5.00	3.00	5.00	5.00	4.00	6.00	4.00	4.00	5.00	0	0	0	
CNJ00590_5	169254	169254	1	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00600_1	171184	171243	60	utr5E	31.00	17.00	17.00	10.00	4.00	5.00	56.00	50.00	35.00	5.00	13.00	6.00	28.00	18.00	23.00	1.00	2.00	1.00	29.00	43.00	28.00	
CNJ00600_2	171772	171772	1	cdsI	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00610_1	175151	175315	165	utr5E	525.00	537.00	342.00	112.00	109.00	88.00	502.00	410.00	312.00	140.00	148.00	179.00	640.00	543.00	424.00	50.00	92.00	35.00	305.00	435.00	348.00	
CNJ00610_2	179235	179342	108	utr3E	0	0	0	1.00	1.00	1.00	13.00	17.00	18.00	36.00	39.00	28.00	2.00	2.00	3.00	3.00	2.00	3.00	31.00	39.00	35.00	
CNJ00630_1	183760	184004	245	cdsE	615.00	342.00	447.00	219.00	275.00	300.00	626.00	433.00	577.00	1205.00	1190.00	1124.00	165.00	170.00	190.00	285.00	377.00	331.00	723.00	829.00	787.00	
CNJ00650_1	188593	188700	108	utr5E	1074.00	768.00	708.00	526.00	436.00	434.00	341.00	295.00	205.00	146.00	113.00	147.00	1589.00	1062.00	1124.00	508.00	637.00	436.00	332.00	369.00	335.00	
CNJ00660_1	190457	190495	39	utr5E	48.00	54.00	44.00	26.00	18.00	10.00	23.00	28.00	16.00	12.00	15.00	14.00	47.00	40.00	51.00	22.00	14.00	17.00	16.00	22.00	8.00	
