	merge_cluster																															
CNAG_04880_1	121837	121837	1	utr3E	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	2.00	2.00	1.00	
CNAG_04880_2	121844	121844	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	3.00	6.00	0	0	0	1.00	1.00	3.00	3.00	3.00	2.00	0	0	0	0	0	0	
CNAG_04880_3	122330	122347	18	utr3E	2.00	6.00	3.00	4.00	5.00	1.00	4.00	2.00	3.00	1.00	2.00	4.00	2.00	1.00	2.00	0	0	0	0	0	0	3.00	2.00	1.00	8.00	2.00	2.00	
CNAG_04880_4	122347	122347	1	utr3E	0	0	0	4.00	5.00	1.00	4.00	2.00	3.00	1.00	2.00	4.00	2.00	1.00	2.00	0	0	0	0	0	0	3.00	2.00	1.00	8.00	2.00	2.00	
CNAG_04882_1	118265	118266	2	cdsE	0	0	0	3.00	2.00	7.00	0	0	0	0	0	0	4.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_04882_2	119951	119956	6	utr3E	10.00	5.00	7.00	22.00	16.00	19.00	18.00	4.00	13.00	5.00	4.00	13.00	5.00	7.00	6.00	8.00	10.00	21.00	16.00	14.00	12.00	0	0	0	4.00	3.00	4.00	
CNAG_04883_1	115815	115916	102	utr3E	778.00	878.00	848.00	0	0	0	6458.00	1455.00	3955.00	2947.00	2378.00	3321.00	343.00	420.00	200.00	2089.00	1547.00	4695.00	469.00	598.00	366.00	623.00	491.00	897.00	1919.00	3063.00	1526.00	
CNAG_04887_1	108086	108102	17	utr3E	103.00	128.00	107.00	129.00	233.00	114.00	43.00	12.00	18.00	41.00	59.00	53.00	30.00	38.00	14.00	25.00	20.00	80.00	58.00	78.00	62.00	8.00	10.00	6.00	18.00	29.00	10.00	
CNAG_04889_1	103606	103638	33	utr3E	0	0	0	2.00	9.00	9.00	0	0	0	0	0	0	0	0	0	7.00	5.00	8.00	1.00	1.00	3.00	0	0	0	11.00	10.00	5.00	
CNAG_04889_2	104489	104559	71	utr3E	27.00	28.00	22.00	22.00	43.00	37.00	1.00	1.00	1.00	5.00	7.00	6.00	8.00	13.00	6.00	3.00	1.00	3.00	5.00	5.00	9.00	0	0	0	18.00	33.00	20.00	
CNAG_04891_1	99650	99658	9	utr3E	0	0	0	13.00	20.00	4.00	0	0	0	5.00	7.00	7.00	13.00	16.00	7.00	15.00	13.00	37.00	11.00	11.00	12.00	385.00	270.00	225.00	5.00	9.00	8.00	
CNAG_04893_1	95968	95972	5	utr3E	2.00	2.00	1.00	16.00	33.00	18.00	14.00	4.00	10.00	8.00	13.00	13.00	6.00	12.00	7.00	12.00	5.00	11.00	6.00	3.00	4.00	0	0	0	9.00	4.00	4.00	
CNAG_04896_1	87800	87800	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_04896_2	87804	87804	1	cdsE	0	0	0	3.00	3.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_04896_3	88661	88667	7	utr3E	0	0	0	4.00	9.00	8.00	27.00	5.00	14.00	14.00	19.00	29.00	4.00	4.00	7.00	9.00	9.00	26.00	3.00	9.00	5.00	0	0	0	2.00	4.00	2.00	
CNAG_04897_1	85414	85414	1	cdsE	2.00	5.00	3.00	2.00	4.00	8.00	8.00	2.00	6.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_04897_2	86441	86540	100	utr3E	15.00	20.00	22.00	31.00	35.00	22.00	15.00	4.00	11.00	7.00	6.00	8.00	8.00	7.00	3.00	6.00	4.00	6.00	5.00	5.00	3.00	13.00	10.00	10.00	7.00	10.00	7.00	
CNAG_04899_1	80859	80889	31	utr3E	0	0	0	32.00	49.00	28.00	65.00	20.00	48.00	23.00	21.00	34.00	6.00	9.00	3.00	15.00	22.00	61.00	13.00	12.00	13.00	5.00	3.00	12.00	18.00	27.00	13.00	
CNAG_04901_1	77570	77570	1	utr3E	0	0	0	1.00	1.00	3.00	3.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_04903_1	72546	72693	148	utr3E	217.00	263.00	246.00	245.00	304.00	110.00	81.00	23.00	45.00	54.00	61.00	55.00	24.00	16.00	12.00	30.00	13.00	49.00	51.00	55.00	70.00	131.00	107.00	172.00	43.00	85.00	64.00	
CNAG_04904_1	70973	71016	44	utr3E	97.00	157.00	148.00	496.00	685.00	369.00	364.00	110.00	273.00	273.00	248.00	336.00	115.00	169.00	98.00	197.00	163.00	480.00	121.00	164.00	153.00	87.00	67.00	127.00	154.00	200.00	97.00	
CNAG_04905_1	63318	63318	1	cdsE	0	0	0	2.00	5.00	5.00	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_04905_2	63564	63566	3	utr3E	0	0	0	6.00	10.00	7.00	20.00	5.00	8.00	7.00	9.00	8.00	6.00	4.00	3.00	3.00	3.00	15.00	2.00	6.00	1.00	8.00	8.00	14.00	10.00	15.00	5.00	
CNAG_04905_3	63623	63627	5	utr3E	0	0	0	0	0	0	12.00	5.00	8.00	5.00	3.00	5.00	4.00	6.00	1.00	5.00	9.00	13.00	3.00	2.00	1.00	1.00	2.00	5.00	2.00	2.00	3.00	
CNAG_04907_1	58293	58293	1	cdsE	2.00	3.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_04907_2	59474	59474	1	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_04908_1	55989	56016	28	utr3E	2.00	2.00	3.00	8.00	12.00	4.00	0	0	0	1.00	2.00	1.00	0	0	0	3.00	1.00	5.00	2.00	1.00	4.00	6.00	3.00	12.00	4.00	2.00	5.00	
CNAG_04913_1	42034	42048	15	utr3E	53.00	59.00	47.00	0	0	0	69.00	12.00	28.00	37.00	55.00	71.00	12.00	19.00	7.00	37.00	13.00	57.00	15.00	13.00	12.00	12.00	11.00	19.00	18.00	23.00	14.00	
CNAG_04919_1	27779	27779	1	cdsE	2.00	2.00	1.00	3.00	6.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_04920_1	22392	22392	1	utr5E	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_04920_2	24806	24879	74	utr3E	37.00	49.00	37.00	73.00	99.00	38.00	6.00	1.00	3.00	6.00	8.00	11.00	18.00	9.00	7.00	9.00	9.00	24.00	7.00	7.00	4.00	33.00	25.00	22.00	5.00	7.00	11.00	
CNAG_04926_1	10230	10232	3	utr3E	0	0	0	10.00	9.00	6.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_07837_1	14268	14268	1	cdsE	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_07839_1	32923	32946	24	utr3E	214.00	291.00	306.00	0	0	0	1421.00	380.00	774.00	650.00	803.00	1047.00	86.00	141.00	73.00	720.00	499.00	1378.00	113.00	168.00	114.00	127.00	82.00	157.00	375.00	527.00	265.00	
CNAG_07840_1	47071	47071	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	1.00	4.00	3.00	
CNAG_07841_1	49355	49386	32	utr3E	29.00	41.00	34.00	11.00	7.00	11.00	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	6.00	3.00	1.00	5.00	4.00	9.00	7.00	18.00	11.00	
CNAG_07844_1	112340	112342	3	utr3E	9.00	10.00	11.00	8.00	20.00	16.00	0	0	0	2.00	5.00	6.00	2.00	6.00	2.00	0	0	0	8.00	6.00	9.00	0	0	0	1.00	2.00	1.00	
CNAG_07845_1	320706	320706	1	cdsE	1.00	1.00	3.00	7.00	16.00	8.00	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	12.00	4.00	8.00	4.00	10.00	2.00	
CNAG_07845_2	321099	321099	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_07845_3	322055	322055	1	utr3E	10.00	8.00	5.00	27.00	34.00	13.00	3.00	1.00	2.00	5.00	8.00	13.00	1.00	11.00	4.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_07846_1	331580	331580	1	cdsE	4.00	10.00	1.00	5.00	6.00	3.00	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	4.00	1.00	
CNAG_07846_2	332674	332674	1	cdsE	2.00	2.00	1.00	6.00	6.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_07846_3	333350	333350	1	utr3E	2.00	6.00	5.00	12.00	14.00	10.00	6.00	3.00	3.00	5.00	3.00	6.00	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	3.00	2.00	7.00	
CNAG_07853_1	506106	506127	22	cdsE	4.00	1.00	5.00	4.00	12.00	10.00	4.00	1.00	3.00	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	4.00	4.00	3.00	5.00	6.00	4.00	
CNAG_07853_2	506208	506208	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_07853_3	506798	506798	1	utr3E	5.00	3.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_07853_4	507056	507056	1	utr3E	0	0	0	1.00	2.00	1.00	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNAG_07855_1	639223	639248	26	cdsE	18.00	28.00	20.00	23.00	38.00	9.00	8.00	1.00	11.00	6.00	4.00	13.00	10.00	10.00	9.00	8.00	5.00	21.00	6.00	1.00	5.00	17.00	6.00	15.00	17.00	25.00	24.00	
CNAG_07855_2	639336	639341	6	cdsE	25.00	19.00	25.00	36.00	54.00	37.00	5.00	5.00	5.00	3.00	4.00	2.00	2.00	8.00	4.00	3.00	2.00	8.00	9.00	7.00	4.00	14.00	11.00	10.00	12.00	15.00	14.00	
CNAG_07855_3	639401	639473	73	cdsE	48.00	39.00	24.00	33.00	48.00	26.00	19.00	8.00	10.00	4.00	3.00	6.00	0	0	0	4.00	4.00	12.00	7.00	5.00	7.00	5.00	6.00	9.00	11.00	21.00	10.00	
CNAG_07855_4	639980	639984	5	cdsE	10.00	13.00	9.00	23.00	28.00	11.00	15.00	4.00	8.00	0	0	0	0	0	0	2.00	1.00	1.00	1.00	2.00	1.00	5.00	5.00	9.00	10.00	13.00	7.00	
CNAG_07855_5	641922	641922	1	utr3E	4.00	1.00	8.00	12.00	31.00	18.00	8.00	3.00	5.00	0	0	0	1.00	1.00	1.00	0	0	0	1.00	3.00	1.00	2.00	1.00	1.00	7.00	4.00	2.00	
CNAG_07857_1	790741	790852	112	utr3E	69.00	81.00	58.00	139.00	227.00	134.00	51.00	13.00	29.00	15.00	23.00	16.00	6.00	12.00	3.00	8.00	14.00	21.00	12.00	11.00	10.00	14.00	18.00	23.00	24.00	23.00	25.00	
CNAG_07859_1	984316	984316	1	cdsE	0	0	0	3.00	1.00	1.00	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_07860_1	985747	985765	19	cdsI	536.00	572.00	527.00	707.00	979.00	648.00	441.00	67.00	216.00	119.00	143.00	177.00	75.00	96.00	38.00	102.00	64.00	234.00	83.00	131.00	75.00	20.00	17.00	13.00	80.00	170.00	81.00	
CNAG_07860_2	986881	986896	16	utr3E	70.00	55.00	34.00	34.00	47.00	28.00	17.00	10.00	13.00	13.00	13.00	18.00	20.00	48.00	15.00	15.00	14.00	30.00	24.00	40.00	25.00	25.00	27.00	22.00	30.00	33.00	16.00	
CNAG_07862_1	1000124	1000287	164	utr3E	64.00	80.00	99.00	127.00	194.00	120.00	21.00	4.00	9.00	21.00	27.00	35.00	33.00	45.00	21.00	24.00	26.00	66.00	26.00	37.00	24.00	45.00	28.00	65.00	250.00	363.00	184.00	
CNAG_07864_1	1011938	1011947	10	utr3E	3.00	1.00	2.00	19.00	38.00	22.00	19.00	14.00	21.00	11.00	8.00	8.00	1.00	7.00	1.00	11.00	9.00	21.00	10.00	6.00	6.00	30.00	24.00	27.00	12.00	24.00	8.00	
CNAG_07867_1	1033796	1033796	1	utr5E	0	0	0	2.00	11.00	7.00	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_07867_2	1037859	1037878	20	utr3E	7.00	3.00	9.00	8.00	13.00	5.00	3.00	2.00	3.00	4.00	6.00	7.00	0	0	0	2.00	1.00	4.00	1.00	2.00	1.00	1.00	1.00	2.00	5.00	3.00	4.00	
CNAG_07998_1	581968	581968	1	utr5E	6.00	7.00	12.00	15.00	20.00	16.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_07998_2	583897	583902	6	utr3E	8.00	21.00	24.00	28.00	34.00	17.00	22.00	11.00	24.00	8.00	8.00	11.00	22.00	30.00	15.00	15.00	12.00	45.00	22.00	21.00	16.00	4.00	3.00	2.00	3.00	3.00	2.00	
CNAG_07999_1	726893	726906	14	utr3E	3.00	5.00	2.00	11.00	12.00	21.00	17.00	9.00	15.00	12.00	12.00	13.00	8.00	9.00	5.00	4.00	3.00	24.00	7.00	8.00	10.00	0	0	0	7.00	12.00	4.00	
CNAG_01467_1	32623	32623	1	utr3E	0	0	0	2.00	1.00	1.00	1.00	3.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01467_2	32675	32685	11	utr3E	4.00	5.00	13.00	9.00	12.00	9.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01467_3	32731	32731	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	
CNAG_01467_4	32792	32793	2	utr3E	4.00	5.00	5.00	12.00	11.00	17.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01467_5	34413	34419	7	utr3E	16.00	10.00	15.00	0	0	0	5.00	1.00	2.00	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	
CNAG_01467_6	34921	34921	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_01469_1	36826	36829	4	utr3E	1.00	1.00	1.00	13.00	23.00	13.00	0	0	0	3.00	3.00	5.00	1.00	2.00	1.00	1.00	1.00	4.00	2.00	2.00	3.00	1.00	1.00	2.00	2.00	5.00	3.00	
CNAG_01469_2	36966	36988	23	utr3E	17.00	19.00	9.00	70.00	98.00	50.00	11.00	4.00	8.00	16.00	27.00	41.00	1.00	10.00	3.00	16.00	16.00	51.00	8.00	11.00	13.00	4.00	5.00	5.00	29.00	38.00	25.00	
CNAG_01471_1	43429	43454	26	utr3E	46.00	46.00	46.00	63.00	129.00	58.00	132.00	27.00	97.00	59.00	37.00	76.00	36.00	48.00	18.00	45.00	47.00	119.00	46.00	45.00	43.00	3.00	6.00	27.00	55.00	88.00	44.00	
CNAG_01476_1	62131	62134	4	cdsE	7.00	11.00	6.00	3.00	5.00	2.00	5.00	3.00	9.00	1.00	1.00	8.00	2.00	2.00	1.00	2.00	2.00	2.00	2.00	6.00	1.00	0	0	0	6.00	7.00	5.00	
CNAG_01476_2	63049	63132	84	cdsE	13.00	6.00	9.00	25.00	26.00	12.00	8.00	4.00	6.00	4.00	9.00	16.00	1.00	6.00	2.00	4.00	1.00	4.00	2.00	4.00	3.00	0	0	0	5.00	11.00	4.00	
CNAG_01476_3	64438	64448	11	utr3E	0	0	0	164.00	268.00	154.00	62.00	19.00	34.00	33.00	42.00	55.00	15.00	27.00	15.00	16.00	15.00	49.00	20.00	31.00	14.00	1.00	1.00	1.00	32.00	35.00	30.00	
CNAG_01478_1	70732	70782	51	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_01481_1	74438	74438	1	utr5E	0	0	0	9.00	8.00	2.00	3.00	2.00	1.00	0	0	0	2.00	1.00	2.00	5.00	4.00	5.00	0	0	0	17.00	19.00	11.00	14.00	15.00	7.00	
CNAG_01481_2	76430	76449	20	utr3E	195.00	250.00	251.00	326.00	551.00	361.00	103.00	17.00	44.00	59.00	109.00	96.00	34.00	34.00	26.00	44.00	18.00	68.00	37.00	57.00	34.00	261.00	157.00	191.00	170.00	227.00	166.00	
CNAG_01482_1	79963	80008	46	utr3E	11.00	14.00	7.00	9.00	21.00	11.00	13.00	5.00	12.00	1.00	3.00	3.00	3.00	2.00	2.00	2.00	1.00	7.00	3.00	1.00	2.00	4.00	3.00	3.00	4.00	4.00	4.00	
CNAG_01482_2	80154	80165	12	utr3E	23.00	18.00	17.00	28.00	54.00	44.00	1.00	1.00	1.00	5.00	5.00	4.00	1.00	2.00	1.00	5.00	4.00	8.00	6.00	5.00	3.00	8.00	6.00	10.00	1.00	3.00	3.00	
CNAG_01486_1	88576	88650	75	utr3E	2106.00	2511.00	2391.00	18667.00	28126.00	20512.00	9669.00	2138.00	5023.00	3763.00	4350.00	6134.00	462.00	646.00	284.00	3803.00	2572.00	7390.00	656.00	874.00	612.00	522.00	345.00	650.00	2311.00	3692.00	1716.00	
CNAG_01487_1	92826	92826	1	utr3E	2.00	2.00	2.00	2.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	1.00	7.00	3.00	
CNAG_01489_1	95165	95165	1	utr5E	1.00	1.00	1.00	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01489_2	95171	95182	12	utr5E	0	0	0	3.00	13.00	6.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01489_3	95934	95944	11	cdsE	2.00	2.00	3.00	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	9.00	10.00	9.00	
CNAG_01489_4	96026	96026	1	utr3E	0	0	0	3.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01489_5	96089	96089	1	utr3E	0	0	0	1.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	4.00	2.00	1.00	0	0	0	8.00	2.00	2.00	
CNAG_01490_1	96336	96336	1	utr5E	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01490_2	98242	98283	42	utr3E	2.00	1.00	4.00	8.00	19.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	7.00	7.00	3.00	5.00	14.00	4.00	
CNAG_01492_1	102569	102581	13	utr3E	857.00	841.00	811.00	1524.00	2241.00	1334.00	359.00	76.00	249.00	315.00	381.00	452.00	122.00	221.00	102.00	219.00	212.00	530.00	185.00	212.00	181.00	222.00	171.00	206.00	80.00	125.00	88.00	
CNAG_01494_1	107870	107903	34	utr3E	3.00	4.00	6.00	8.00	10.00	5.00	4.00	3.00	2.00	0	0	0	2.00	6.00	1.00	0	0	0	1.00	4.00	1.00	0	0	0	8.00	5.00	8.00	
CNAG_01494_2	108232	108242	11	utr3E	2.00	1.00	1.00	2.00	9.00	2.00	0	0	0	2.00	1.00	4.00	0	0	0	0	0	0	4.00	4.00	3.00	0	0	0	4.00	2.00	5.00	
CNAG_01495_1	110141	110147	7	utr3E	3.00	4.00	8.00	9.00	8.00	7.00	5.00	1.00	2.00	3.00	2.00	2.00	2.00	2.00	4.00	1.00	1.00	4.00	2.00	5.00	3.00	8.00	7.00	14.00	7.00	22.00	13.00	
CNAG_01495_2	110213	110213	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01496_1	112942	112949	8	utr3E	8.00	12.00	15.00	63.00	84.00	57.00	69.00	9.00	41.00	31.00	36.00	47.00	23.00	16.00	12.00	42.00	24.00	92.00	19.00	20.00	16.00	8.00	5.00	19.00	19.00	21.00	10.00	
CNAG_01498_1	118153	118162	10	utr3E	11.00	8.00	7.00	15.00	13.00	8.00	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	1.00	
CNAG_01498_2	118237	118237	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01500_1	124804	124804	1	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01500_2	124805	124805	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00	21.00	8.00	
CNAG_01502_1	129400	129408	9	utr3E	142.00	125.00	112.00	228.00	348.00	208.00	79.00	16.00	63.00	27.00	59.00	52.00	9.00	30.00	7.00	30.00	19.00	80.00	25.00	33.00	17.00	6.00	2.00	4.00	68.00	109.00	48.00	
CNAG_01507_1	138237	138245	9	utr3E	4.00	7.00	2.00	0	0	0	0	0	0	4.00	4.00	5.00	1.00	1.00	1.00	2.00	3.00	8.00	0	0	0	0	0	0	2.00	4.00	2.00	
CNAG_01509_1	144163	144164	2	utr3E	0	0	0	0	0	0	4.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01509_2	144353	144353	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01511_1	150344	150345	2	utr5E	4.00	3.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01512_1	155972	155987	16	utr3E	41.00	51.00	43.00	33.00	49.00	45.00	17.00	3.00	10.00	15.00	16.00	14.00	4.00	8.00	5.00	5.00	6.00	20.00	11.00	9.00	7.00	9.00	7.00	13.00	23.00	35.00	32.00	
CNAG_01512_2	155987	155987	1	utr3E	41.00	51.00	43.00	0	0	0	17.00	3.00	10.00	15.00	16.00	14.00	4.00	8.00	5.00	5.00	6.00	20.00	11.00	9.00	7.00	9.00	7.00	13.00	0	0	0	
CNAG_01513_1	158455	158456	2	utr3E	8.00	8.00	8.00	30.00	29.00	31.00	10.00	5.00	5.00	10.00	16.00	7.00	4.00	7.00	1.00	7.00	5.00	17.00	4.00	5.00	4.00	3.00	3.00	8.00	6.00	12.00	4.00	
CNAG_01518_1	168568	168568	1	cdsE	0	0	0	0	0	0	1.00	4.00	1.00	0	0	0	0	0	0	2.00	1.00	5.00	0	0	0	0	0	0	0	0	0	
CNAG_01518_2	169036	169081	46	utr3E	53.00	30.00	45.00	76.00	121.00	105.00	24.00	6.00	13.00	16.00	15.00	17.00	3.00	9.00	4.00	1.00	1.00	10.00	8.00	5.00	4.00	3.00	4.00	5.00	15.00	27.00	17.00	
CNAG_01520_1	171252	171252	1	cdsI	8.00	6.00	6.00	5.00	11.00	4.00	12.00	1.00	1.00	2.00	1.00	2.00	0	0	0	0	0	0	1.00	2.00	3.00	0	0	0	1.00	3.00	5.00	
CNAG_01520_2	173030	173030	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01520_3	173037	173037	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_01520_4	173132	173132	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01522_1	176474	176480	7	utr3E	23.00	23.00	31.00	167.00	248.00	131.00	121.00	35.00	81.00	67.00	62.00	86.00	33.00	53.00	23.00	73.00	51.00	137.00	32.00	36.00	38.00	8.00	9.00	15.00	45.00	41.00	30.00	
CNAG_01525_1	182860	182860	1	utr3E	7.00	7.00	3.00	4.00	1.00	1.00	5.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	10.00	1.00	
CNAG_01525_2	182999	183033	35	utr3E	0	0	0	7.00	10.00	5.00	0	0	0	9.00	10.00	9.00	6.00	6.00	5.00	3.00	6.00	14.00	0	0	0	5.00	5.00	11.00	44.00	84.00	43.00	
CNAG_01530_1	199928	199928	1	cdsE	7.00	1.00	3.00	3.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	
CNAG_01530_2	200347	200347	1	utr3E	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01530_3	200374	200431	58	utr3E	6.00	10.00	12.00	18.00	46.00	31.00	64.00	25.00	36.00	26.00	32.00	30.00	22.00	32.00	14.00	14.00	17.00	37.00	25.00	32.00	20.00	43.00	39.00	47.00	18.00	26.00	19.00	
CNAG_01532_1	207013	207013	1	cdsE	1.00	3.00	2.00	2.00	3.00	2.00	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_01532_2	210087	210092	6	utr3E	13.00	15.00	21.00	66.00	88.00	58.00	43.00	9.00	24.00	19.00	10.00	25.00	7.00	9.00	8.00	9.00	11.00	21.00	7.00	5.00	2.00	2.00	2.00	2.00	13.00	18.00	10.00	
CNAG_01533_1	214090	214109	20	utr3E	0	0	0	0	0	0	53.00	6.00	29.00	26.00	34.00	57.00	38.00	41.00	26.00	45.00	32.00	72.00	27.00	52.00	29.00	23.00	12.00	32.00	30.00	40.00	37.00	
CNAG_01534_1	215233	215250	18	utr3E	50.00	60.00	45.00	15.00	19.00	8.00	23.00	10.00	20.00	12.00	13.00	10.00	6.00	13.00	7.00	8.00	8.00	19.00	13.00	28.00	14.00	32.00	30.00	48.00	128.00	237.00	126.00	
CNAG_01537_1	228098	228135	38	utr3E	0	0	0	2.00	2.00	8.00	0	0	0	0	0	0	0	0	0	2.00	2.00	5.00	0	0	0	0	0	0	1.00	1.00	3.00	
CNAG_01537_2	228206	228209	4	utr3E	2.00	1.00	2.00	12.00	18.00	11.00	9.00	3.00	6.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	5.00	
CNAG_01537_3	228362	228367	6	utr3E	11.00	14.00	12.00	49.00	90.00	56.00	13.00	3.00	5.00	2.00	1.00	2.00	0	0	0	2.00	2.00	7.00	2.00	4.00	3.00	0	0	0	3.00	2.00	4.00	
CNAG_01537_4	228528	228536	9	utr3E	6.00	18.00	24.00	0	0	0	28.00	6.00	15.00	18.00	13.00	28.00	3.00	10.00	5.00	11.00	14.00	28.00	13.00	8.00	8.00	3.00	6.00	4.00	10.00	17.00	11.00	
CNAG_01541_1	240416	240416	1	utr5E	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
