	merge_cluster																
CNAG_01468_5	34655	34658	4	cdsE	9.00	6.00	7.00	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_01468_6	35725	35741	17	utr5E	27.00	33.00	39.00	4.00	3.00	2.00	8.00	10.00	19.00	8.00	6.00	3.00	
CNAG_01470_1	40978	41174	197	utr5E	3250.00	3495.00	2739.00	1927.00	1856.00	1524.00	1800.00	1832.00	1423.00	870.00	502.00	704.00	
CNAG_01472_1	46983	47106	124	utr5E	186.00	218.00	148.00	68.00	51.00	48.00	188.00	153.00	143.00	64.00	44.00	54.00	
CNAG_01473_1	47996	47996	1	cdsE	0	0	0	0	0	0	1.00	2.00	3.00	0	0	0	
CNAG_01473_2	48148	48148	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	1.00	2.00	1.00	
CNAG_01473_3	48175	48175	1	cdsE	0	0	0	0	0	0	8.00	2.00	7.00	0	0	0	
CNAG_01474_1	51925	51925	1	cdsE	0	0	0	1.00	1.00	4.00	1.00	1.00	2.00	7.00	5.00	3.00	
CNAG_01474_2	55456	55478	23	utr5E	4.00	2.00	4.00	0	0	0	7.00	3.00	4.00	0	0	0	
CNAG_01475_1	58598	58844	247	cdsE	305.00	699.00	403.00	262.00	176.00	246.00	141.00	174.00	142.00	39.00	26.00	22.00	
CNAG_01475_2	59100	59187	88	utr5E	334.00	381.00	322.00	322.00	248.00	266.00	167.00	132.00	130.00	58.00	47.00	58.00	
CNAG_01477_1	65056	65086	31	cdsE	0	0	0	0	0	0	0	0	0	5.00	7.00	5.00	
CNAG_01477_2	65632	65675	44	cdsE	0	0	0	16.00	14.00	16.00	1.00	1.00	1.00	0	0	0	
CNAG_01477_3	67171	67410	240	utr5E	247.00	181.00	117.00	97.00	82.00	106.00	201.00	172.00	145.00	53.00	31.00	44.00	
CNAG_01479_1	71762	71941	180	utr5E	514.00	762.00	789.00	503.00	449.00	497.00	391.00	378.00	335.00	533.00	223.00	435.00	
CNAG_01480_1	73747	74012	266	utr5E	188618.00	202561.00	176209.00	191853.00	164353.00	149340.00	29896.00	26738.00	31646.00	30930.00	15744.00	20490.00	
CNAG_01483_1	80438	80592	155	cdsE	51.00	79.00	87.00	35.00	45.00	34.00	43.00	35.00	30.00	55.00	28.00	40.00	
CNAG_01483_2	83066	83126	61	utr5E	36.00	59.00	28.00	17.00	17.00	13.00	39.00	32.00	30.00	34.00	32.00	26.00	
CNAG_01485_1	85135	85195	61	utr3E	0	0	0	2.00	2.00	1.00	0	0	0	20.00	12.00	13.00	
CNAG_01485_2	86323	86324	2	cdsE	0	0	0	0	0	0	0	0	0	8.00	7.00	4.00	
CNAG_01485_3	87252	87425	174	utr5E	231.00	216.00	131.00	165.00	129.00	129.00	93.00	90.00	89.00	36.00	16.00	32.00	
CNAG_01491_1	98448	98694	247	cdsE	1.00	1.00	2.00	20.00	18.00	17.00	4.00	7.00	4.00	50.00	29.00	31.00	
CNAG_01491_2	99452	99528	77	utr5E	232.00	310.00	267.00	275.00	232.00	241.00	225.00	245.00	245.00	232.00	113.00	139.00	
CNAG_01493_1	102852	103200	349	cdsE	151.00	234.00	169.00	444.00	392.00	475.00	1037.00	1189.00	1192.00	917.00	617.00	705.00	
CNAG_01493_2	103269	103599	331	utr5E	1213.00	1346.00	910.00	1819.00	1912.00	1392.00	5076.00	4764.00	3736.00	3939.00	2587.00	3050.00	
CNAG_01497_1	115195	115203	9	cdsE	3.00	4.00	3.00	1.00	1.00	3.00	0	0	0	0	0	0	
CNAG_01497_2	115267	115278	12	cdsE	4.00	4.00	4.00	2.00	3.00	1.00	3.00	3.00	2.00	1.00	2.00	1.00	
CNAG_01497_3	115375	115375	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_01497_4	115587	115635	49	utr5E	6.00	2.00	2.00	0	0	0	6.00	2.00	2.00	0	0	0	
CNAG_01499_1	119052	119052	1	cdsE	0	0	0	4.00	3.00	2.00	0	0	0	0	0	0	
CNAG_01499_2	121782	121826	45	utr5E	12.00	15.00	11.00	13.00	16.00	7.00	9.00	19.00	16.00	37.00	20.00	28.00	
CNAG_01501_1	125618	125707	90	cdsE	17.00	32.00	32.00	4.00	2.00	5.00	8.00	13.00	9.00	3.00	2.00	3.00	
CNAG_01501_2	125760	125846	87	cdsE	4.00	4.00	6.00	10.00	12.00	10.00	18.00	17.00	16.00	6.00	12.00	12.00	
CNAG_01501_3	126130	126170	41	utr5E	100.00	64.00	40.00	85.00	83.00	31.00	78.00	48.00	38.00	144.00	87.00	146.00	
CNAG_01504_1	131739	131799	61	cdsE	0	0	0	1.00	3.00	1.00	1.00	2.00	1.00	33.00	15.00	16.00	
CNAG_01504_2	132049	132121	73	utr5E	80.00	146.00	101.00	62.00	28.00	40.00	73.00	87.00	79.00	92.00	46.00	65.00	
CNAG_01506_1	135867	135978	112	cdsE	0	0	0	7.00	6.00	6.00	9.00	6.00	5.00	41.00	23.00	24.00	
CNAG_01506_2	137044	137092	49	utr5E	6.00	3.00	2.00	14.00	8.00	14.00	11.00	5.00	14.00	0	0	0	
CNAG_01506_3	137128	137133	6	utr5E	1.00	3.00	3.00	0	0	0	12.00	6.00	21.00	12.00	4.00	9.00	
CNAG_01506_4	137133	137133	1	utr5E	1.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_01508_1	139532	139538	7	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	7.00	4.00	7.00	
CNAG_01508_2	139624	139662	39	cdsE	1.00	1.00	2.00	0	0	0	3.00	3.00	3.00	13.00	7.00	5.00	
CNAG_01508_3	139865	139886	22	cdsE	23.00	39.00	34.00	0	0	0	6.00	5.00	8.00	13.00	6.00	7.00	
CNAG_01508_4	140100	140178	79	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	9.00	9.00	11.00	
CNAG_01508_5	140863	140915	53	cdsE	23.00	36.00	21.00	14.00	19.00	26.00	4.00	1.00	3.00	0	0	0	
CNAG_01508_6	142281	142360	80	utr5E	62.00	64.00	39.00	20.00	26.00	14.00	32.00	30.00	24.00	10.00	8.00	7.00	
CNAG_01510_1	145039	145233	195	cdsE	0	0	0	5.00	4.00	5.00	11.00	12.00	10.00	126.00	46.00	52.00	
CNAG_01510_2	148511	148547	37	utr5E	194.00	188.00	136.00	156.00	144.00	104.00	147.00	136.00	137.00	55.00	25.00	55.00	
CNAG_01514_1	159702	159706	5	cdsE	0	0	0	0	0	0	3.00	3.00	1.00	3.00	2.00	4.00	
CNAG_01519_1	169227	169371	145	cdsE	0	0	0	0	0	0	0	0	0	16.00	12.00	10.00	
CNAG_01519_2	170512	170566	55	utr5E	62.00	127.00	95.00	202.00	116.00	125.00	52.00	74.00	72.00	88.00	52.00	94.00	
CNAG_01521_1	174641	174747	107	utr5E	110.00	151.00	80.00	86.00	57.00	83.00	65.00	72.00	69.00	45.00	32.00	33.00	
CNAG_01523_1	177294	177510	217	cdsE	8.00	14.00	10.00	21.00	20.00	20.00	1.00	1.00	1.00	0	0	0	
CNAG_01523_2	177743	177911	169	cdsE	53.00	57.00	47.00	33.00	30.00	30.00	7.00	9.00	11.00	2.00	3.00	2.00	
CNAG_01523_3	178726	178852	127	utr5E	221.00	226.00	157.00	113.00	84.00	99.00	94.00	78.00	51.00	51.00	36.00	51.00	
CNAG_01524_1	180370	180467	98	cdsE	10.00	10.00	9.00	11.00	14.00	13.00	112.00	125.00	122.00	243.00	134.00	188.00	
CNAG_01524_2	180733	180770	38	utr5E	223.00	287.00	294.00	202.00	178.00	131.00	128.00	134.00	123.00	211.00	139.00	197.00	
CNAG_01526_1	183573	183623	51	cdsE	0	0	0	12.00	8.00	11.00	19.00	15.00	11.00	41.00	14.00	21.00	
CNAG_01526_2	185317	185374	58	cdsE	0	0	0	4.00	2.00	2.00	5.00	7.00	6.00	18.00	10.00	14.00	
CNAG_01526_3	186108	186202	95	utr5E	619.00	402.00	204.00	414.00	343.00	268.00	230.00	140.00	111.00	93.00	59.00	68.00	
CNAG_01528_1	191793	191930	138	utr5E	221.00	207.00	192.00	122.00	106.00	90.00	83.00	72.00	48.00	17.00	17.00	21.00	
CNAG_01529_1	193878	193960	83	utr5E	100.00	126.00	79.00	30.00	22.00	27.00	37.00	73.00	42.00	19.00	26.00	24.00	
CNAG_01531_1	200682	200734	53	cdsE	1.00	1.00	1.00	3.00	3.00	2.00	1.00	1.00	1.00	5.00	6.00	7.00	
CNAG_01531_2	202506	202509	4	cdsE	10.00	7.00	5.00	0	0	0	0	0	0	18.00	13.00	9.00	
CNAG_01531_3	202579	202592	14	cdsE	0	0	0	1.00	1.00	1.00	3.00	2.00	2.00	0	0	0	
CNAG_01531_4	202731	202751	21	cdsE	0	0	0	2.00	10.00	8.00	1.00	1.00	1.00	0	0	0	
CNAG_01531_5	202800	202865	66	cdsE	18.00	15.00	27.00	2.00	2.00	2.00	1.00	1.00	2.00	0	0	0	
CNAG_01531_6	203598	203601	4	cdsE	3.00	8.00	8.00	0	0	0	0	0	0	0	0	0	
CNAG_01531_7	204828	204831	4	utr5E	9.00	11.00	6.00	5.00	3.00	5.00	0	0	0	0	0	0	
CNAG_01535_1	216296	216322	27	cdsE	27.00	55.00	34.00	1.00	1.00	1.00	19.00	31.00	18.00	1.00	2.00	1.00	
CNAG_01535_2	218702	218763	62	utr5E	124.00	198.00	205.00	97.00	50.00	51.00	161.00	171.00	156.00	110.00	59.00	95.00	
CNAG_01536_1	220926	221150	225	cdsE	60.00	56.00	39.00	22.00	25.00	33.00	17.00	13.00	16.00	44.00	48.00	33.00	
CNAG_01536_2	224349	224349	1	cdsE	8.00	28.00	17.00	14.00	28.00	13.00	11.00	13.00	15.00	14.00	19.00	6.00	
CNAG_01536_3	225408	225446	39	utr5E	57.00	42.00	31.00	9.00	12.00	9.00	31.00	23.00	24.00	0	0	0	
CNAG_01538_1	229027	229027	1	utr3E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_01539_1	234928	234972	45	utr3E	19.00	35.00	28.00	0	0	0	47.00	60.00	62.00	4.00	2.00	2.00	
CNAG_01539_2	237133	237206	74	utr5E	370.00	460.00	392.00	60.00	47.00	57.00	522.00	400.00	349.00	100.00	73.00	68.00	
CNAG_01540_1	239045	239136	92	cdsE	24.00	43.00	28.00	15.00	14.00	9.00	3.00	1.00	1.00	3.00	3.00	3.00	
CNAG_01540_2	240125	240177	53	utr5E	111.00	134.00	99.00	124.00	88.00	75.00	65.00	54.00	79.00	97.00	37.00	64.00	
CNAG_01542_1	241939	242012	74	cdsE	0	0	0	0	0	0	11.00	15.00	9.00	18.00	12.00	7.00	
CNAG_01542_2	242265	242272	8	cdsE	0	0	0	0	0	0	14.00	8.00	9.00	0	0	0	
CNAG_01542_3	242941	243061	121	cdsE	0	0	0	4.00	5.00	3.00	10.00	10.00	11.00	0	0	0	
CNAG_01542_4	243244	243298	55	cdsE	2.00	2.00	3.00	1.00	1.00	1.00	42.00	36.00	24.00	0	0	0	
CNAG_01542_5	243402	243412	11	cdsE	8.00	11.00	4.00	11.00	5.00	3.00	22.00	17.00	7.00	11.00	7.00	9.00	
CNAG_01542_6	243558	243558	1	utr5E	1.00	1.00	3.00	2.00	1.00	1.00	0	0	0	0	0	0	
CNAG_01544_1	247020	247093	74	cdsE	0	0	0	0	0	0	2.00	2.00	2.00	12.00	8.00	7.00	
CNAG_01544_2	247445	247581	137	cdsE	1.00	1.00	1.00	6.00	4.00	6.00	6.00	5.00	5.00	37.00	24.00	27.00	
CNAG_01544_3	248964	249112	149	utr5E	152.00	152.00	135.00	124.00	91.00	106.00	77.00	93.00	82.00	39.00	27.00	33.00	
CNAG_01546_1	251484	251567	84	cdsE	3.00	3.00	7.00	3.00	2.00	2.00	0	0	0	21.00	9.00	14.00	
CNAG_01546_2	251816	251816	1	cdsE	0	0	0	2.00	1.00	3.00	0	0	0	1.00	2.00	3.00	
CNAG_01546_3	252369	252420	52	utr5E	13.00	24.00	17.00	6.00	16.00	11.00	26.00	24.00	17.00	98.00	46.00	50.00	
CNAG_01548_1	256774	256806	33	utr5E	163.00	138.00	116.00	236.00	178.00	151.00	82.00	79.00	62.00	245.00	143.00	181.00	
CNAG_01551_1	260770	260771	2	cdsE	0	0	0	0	0	0	6.00	6.00	4.00	3.00	2.00	9.00	
CNAG_01551_2	261196	261208	13	cdsE	0	0	0	0	0	0	0	0	0	7.00	4.00	8.00	
CNAG_01551_3	261426	261427	2	cdsE	8.00	8.00	1.00	0	0	0	5.00	2.00	3.00	5.00	6.00	6.00	
CNAG_01551_4	262123	262123	1	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	
CNAG_01551_5	262127	262159	33	cdsE	14.00	6.00	6.00	0	0	0	3.00	5.00	3.00	0	0	0	
CNAG_01551_6	262212	262215	4	cdsE	15.00	16.00	6.00	0	0	0	0	0	0	0	0	0	
CNAG_01554_1	265905	265905	1	cdsE	0	0	0	0	0	0	5.00	1.00	1.00	0	0	0	
CNAG_01554_2	265941	266009	69	cdsE	0	0	0	21.00	11.00	10.00	4.00	4.00	3.00	18.00	17.00	16.00	
CNAG_01554_3	266010	266010	1	cdsE	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_01554_4	266068	266074	7	cdsE	0	0	0	3.00	4.00	8.00	0	0	0	4.00	5.00	3.00	
CNAG_01554_5	266196	266196	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01554_6	266258	266258	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01554_7	266261	266261	1	cdsE	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_01554_8	266270	266270	1	cdsE	0	0	0	8.00	8.00	5.00	0	0	0	1.00	2.00	2.00	
CNAG_01554_9	266533	266543	11	cdsE	3.00	3.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_01554_10	266892	266895	4	cdsE	3.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_01554_11	267308	267308	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01554_12	267309	267309	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_01554_13	267336	267363	28	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	4.00	3.00	4.00	
CNAG_01556_1	269110	269116	7	cdsE	0	0	0	0	0	0	2.00	3.00	2.00	0	0	0	
CNAG_01556_2	269574	269634	61	cdsE	0	0	0	8.00	9.00	6.00	4.00	2.00	4.00	8.00	10.00	6.00	
CNAG_01556_3	269820	269872	53	cdsE	0	0	0	6.00	5.00	6.00	0	0	0	0	0	0	
CNAG_01556_4	270522	270572	51	cdsE	0	0	0	3.00	3.00	4.00	0	0	0	6.00	3.00	8.00	
CNAG_01556_5	271051	271087	37	cdsE	0	0	0	4.00	4.00	5.00	0	0	0	0	0	0	
CNAG_01556_6	271191	271195	5	utr5E	11.00	13.00	9.00	12.00	13.00	7.00	6.00	6.00	11.00	6.00	2.00	2.00	
CNAG_01556_7	271195	271195	1	utr5E	11.00	13.00	9.00	0	0	0	0	0	0	6.00	2.00	2.00	
CNAG_01559_1	277897	277897	1	cdsE	0	0	0	6.00	12.00	6.00	0	0	0	2.00	3.00	1.00	
CNAG_01559_2	278970	279040	71	utr5E	91.00	78.00	82.00	42.00	27.00	31.00	50.00	40.00	38.00	46.00	35.00	37.00	
CNAG_01560_1	280440	280440	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	4.00	2.00	
CNAG_01563_1	294704	294766	63	utr5E	511.00	480.00	409.00	279.00	315.00	214.00	467.00	348.00	374.00	323.00	180.00	220.00	
CNAG_01566_1	301508	301513	6	cdsE	0	0	0	4.00	2.00	4.00	0	0	0	0	0	0	
CNAG_01566_2	301627	301627	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	
CNAG_01566_3	301926	301926	1	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	1.00	1.00	1.00	
CNAG_01566_4	304366	304375	10	utr5E	38.00	49.00	20.00	1.00	3.00	4.00	5.00	3.00	2.00	2.00	5.00	2.00	
CNAG_01568_1	307865	308013	149	cdsE	44.00	71.00	73.00	35.00	29.00	38.00	11.00	13.00	12.00	0	0	0	
CNAG_01568_2	308853	308920	68	utr5E	226.00	306.00	292.00	330.00	258.00	289.00	120.00	127.00	169.00	70.00	56.00	55.00	
CNAG_01570_1	311430	311430	1	cdsE	0	0	0	0	0	0	1.00	1.00	4.00	0	0	0	
CNAG_01570_2	313520	313520	1	utr5E	1.00	4.00	1.00	6.00	5.00	6.00	7.00	6.00	1.00	4.00	1.00	4.00	
CNAG_01573_1	322962	322962	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	3.00	1.00	3.00	
CNAG_01573_2	324936	324991	56	utr5E	49.00	99.00	116.00	30.00	26.00	29.00	55.00	76.00	80.00	20.00	16.00	19.00	
CNAG_01577_1	338465	338802	338	utr3E	557.00	1154.00	1122.00	656.00	720.00	763.00	939.00	1151.00	1178.00	225.00	226.00	129.00	
CNAG_01577_2	340348	340476	129	utr5E	1580.00	2082.00	1882.00	1264.00	923.00	1116.00	1574.00	1288.00	1193.00	767.00	381.00	582.00	
CNAG_01579_1	342754	342839	86	cdsE	2.00	3.00	2.00	0	0	0	7.00	9.00	7.00	9.00	6.00	8.00	
CNAG_01579_2	342918	342977	60	cdsE	0	0	0	1.00	1.00	2.00	14.00	13.00	12.00	21.00	14.00	13.00	
CNAG_01579_3	343168	343168	1	cdsE	0	0	0	2.00	3.00	3.00	2.00	1.00	2.00	2.00	3.00	3.00	
CNAG_01579_4	343240	343241	2	cdsE	0	0	0	2.00	3.00	4.00	0	0	0	0	0	0	
CNAG_01579_5	344198	344198	1	cdsE	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	
CNAG_01579_6	344526	344528	3	cdsE	0	0	0	2.00	4.00	4.00	0	0	0	0	0	0	
CNAG_01579_7	344548	344548	1	cdsE	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01579_8	345623	345623	1	cdsE	2.00	6.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_01579_9	347256	347256	1	cdsE	2.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01583_1	356554	356915	362	utr5E	3020.00	2749.00	2089.00	1656.00	1951.00	1268.00	1292.00	866.00	870.00	2841.00	1479.00	1657.00	
CNAG_01584_1	357425	357462	38	cdsE	0	0	0	0	0	0	0	0	0	10.00	7.00	8.00	
CNAG_01584_2	357529	357529	1	cdsE	0	0	0	3.00	1.00	3.00	0	0	0	0	0	0	
CNAG_01584_3	358379	358381	3	cdsE	0	0	0	0	0	0	0	0	0	2.00	4.00	5.00	
CNAG_01584_4	358431	358483	53	utr5E	1.00	3.00	3.00	12.00	20.00	7.00	1.00	1.00	1.00	8.00	1.00	3.00	
CNAG_01586_1	361065	361114	50	utr5E	3251.00	3835.00	3380.00	3389.00	2637.00	2657.00	1156.00	1126.00	1137.00	663.00	359.00	615.00	
CNAG_01591_1	370017	370019	3	cdsE	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	
CNAG_01591_2	370021	370163	143	cdsE	9.00	12.00	7.00	4.00	3.00	4.00	5.00	6.00	6.00	16.00	10.00	15.00	
CNAG_01591_3	370617	370617	1	cdsE	0	0	0	6.00	5.00	4.00	0	0	0	0	0	0	
CNAG_01591_4	371437	371452	16	utr5E	4.00	7.00	4.00	4.00	3.00	4.00	2.00	5.00	3.00	0	0	0	
CNAG_01593_1	374429	374492	64	utr5E	343.00	491.00	405.00	381.00	243.00	213.00	379.00	409.00	394.00	381.00	164.00	273.00	
CNAG_01595_1	379249	379407	159	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	57.00	39.00	40.00	
CNAG_01595_2	379408	379419	12	cdsE	0	0	0	3.00	3.00	2.00	0	0	0	0	0	0	
CNAG_01595_3	380085	380148	64	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	42.00	21.00	28.00	
CNAG_01595_4	381236	381286	51	utr5E	66.00	59.00	53.00	23.00	14.00	13.00	40.00	46.00	30.00	35.00	26.00	26.00	
CNAG_01597_1	383730	383730	1	cdsE	1.00	1.00	3.00	0	0	0	0	0	0	1.00	2.00	3.00	
CNAG_01597_2	383824	383830	7	utr5E	34.00	57.00	49.00	54.00	36.00	44.00	38.00	33.00	42.00	15.00	7.00	10.00	
CNAG_01599_1	386240	386264	25	utr5E	87.00	102.00	97.00	149.00	114.00	86.00	34.00	18.00	28.00	29.00	6.00	9.00	
CNAG_01601_1	388273	388273	1	cdsE	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	
CNAG_01601_2	388303	388303	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_01601_3	388370	388370	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	3.00	1.00	1.00	
CNAG_01601_4	388671	388671	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_01601_5	390019	390026	8	utr5E	7.00	7.00	6.00	2.00	2.00	4.00	3.00	6.00	5.00	1.00	3.00	2.00	
CNAG_01602_1	390501	390524	24	cdsE	10.00	17.00	11.00	3.00	2.00	1.00	2.00	3.00	1.00	20.00	23.00	13.00	
CNAG_01602_2	393007	393185	179	utr5E	78.00	90.00	69.00	86.00	88.00	69.00	30.00	39.00	34.00	111.00	97.00	118.00	
CNAG_01603_1	393684	393873	190	cdsE	18.00	72.00	60.00	12.00	32.00	17.00	60.00	60.00	61.00	65.00	68.00	52.00	
CNAG_01603_2	394745	395028	284	utr5E	1047.00	647.00	564.00	711.00	852.00	449.00	1210.00	852.00	591.00	379.00	311.00	294.00	
CNAG_01604_1	397426	397583	158	cdsE	24.00	40.00	26.00	34.00	26.00	22.00	11.00	11.00	15.00	58.00	50.00	51.00	
CNAG_01604_2	398280	398423	144	utr5E	283.00	341.00	251.00	275.00	261.00	213.00	123.00	139.00	120.00	110.00	75.00	95.00	
CNAG_01607_1	401965	402032	68	utr5E	69.00	86.00	73.00	70.00	54.00	44.00	35.00	31.00	31.00	24.00	15.00	20.00	
CNAG_01610_1	408601	408729	129	cdsE	0	0	0	11.00	5.00	3.00	12.00	13.00	14.00	76.00	36.00	35.00	
CNAG_01610_2	409565	409611	47	cdsE	24.00	20.00	16.00	14.00	18.00	11.00	4.00	3.00	2.00	23.00	14.00	13.00	
CNAG_01610_3	409726	409779	54	cdsE	0	0	0	10.00	11.00	5.00	0	0	0	0	0	0	
CNAG_01610_4	412545	412626	82	utr5E	26.00	43.00	19.00	30.00	25.00	35.00	19.00	10.00	11.00	16.00	15.00	14.00	
CNAG_01613_1	421115	421115	1	cdsE	2.00	2.00	2.00	3.00	3.00	1.00	2.00	4.00	4.00	2.00	4.00	1.00	
CNAG_01613_2	424510	424510	1	cdsE	0	0	0	4.00	4.00	4.00	0	0	0	0	0	0	
CNAG_01613_3	425372	425372	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_01613_4	425638	425639	2	cdsE	1.00	1.00	2.00	0	0	0	4.00	2.00	2.00	0	0	0	
CNAG_01613_5	427881	427937	57	cdsE	5.00	4.00	6.00	5.00	5.00	6.00	7.00	6.00	6.00	0	0	0	
CNAG_01616_1	432603	432603	1	cdsE	0	0	0	5.00	9.00	10.00	0	0	0	2.00	2.00	1.00	
CNAG_01616_2	432786	432823	38	cdsE	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	
CNAG_01616_3	432883	432904	22	cdsE	0	0	0	3.00	2.00	2.00	0	0	0	0	0	0	
CNAG_01616_4	433123	433123	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	
CNAG_01616_5	435039	435039	1	cdsE	0	0	0	1.00	1.00	4.00	0	0	0	0	0	0	
CNAG_01616_6	435768	435827	60	cdsE	10.00	10.00	12.00	0	0	0	4.00	3.00	4.00	5.00	9.00	4.00	
CNAG_01616_7	436359	436407	49	utr5E	10.00	8.00	10.00	6.00	6.00	6.00	1.00	1.00	3.00	3.00	3.00	1.00	
CNAG_01620_1	445737	445830	94	utr5E	382.00	466.00	414.00	114.00	145.00	110.00	149.00	164.00	168.00	67.00	43.00	61.00	
CNAG_01622_1	449241	449241	1	cdsE	3.00	3.00	4.00	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_01622_2	449898	449898	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01622_3	450036	450073	38	cdsE	1.00	1.00	2.00	17.00	36.00	13.00	0	0	0	6.00	13.00	8.00	
CNAG_01624_1	452563	452563	1	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNAG_01624_2	452836	452836	1	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	
CNAG_01624_3	452994	452994	1	cdsE	0	0	0	2.00	3.00	2.00	0	0	0	0	0	0	
CNAG_01624_4	453514	453540	27	utr5E	2.00	2.00	2.00	9.00	5.00	6.00	0	0	0	1.00	2.00	1.00	
CNAG_01624_5	453540	453540	1	utr5E	2.00	2.00	2.00	0	0	0	0	0	0	1.00	2.00	1.00	
CNAG_01626_1	455916	455916	1	cdsE	11.00	36.00	32.00	5.00	19.00	9.00	3.00	9.00	10.00	10.00	10.00	2.00	
CNAG_01626_2	456235	456280	46	cdsE	25.00	28.00	24.00	3.00	2.00	3.00	0	0	0	0	0	0	
CNAG_01626_3	457126	457126	1	cdsE	0	0	0	1.00	2.00	2.00	0	0	0	1.00	1.00	4.00	
CNAG_01626_4	458118	458185	68	utr5E	152.00	155.00	118.00	58.00	73.00	57.00	10.00	6.00	8.00	4.00	4.00	4.00	
CNAG_01628_1	460739	460957	219	utr5E	9545.00	16586.00	15459.00	10358.00	6959.00	8212.00	1864.00	2198.00	2588.00	1769.00	924.00	1274.00	
CNAG_01630_1	462592	462656	65	cdsE	1.00	1.00	1.00	62.00	57.00	65.00	8.00	7.00	7.00	18.00	16.00	12.00	
CNAG_01630_2	464398	464456	59	utr5E	159.00	176.00	129.00	153.00	111.00	122.00	122.00	111.00	106.00	54.00	39.00	47.00	
CNAG_01632_1	469606	469676	71	utr5E	1085.00	944.00	887.00	520.00	562.00	501.00	611.00	371.00	449.00	438.00	183.00	261.00	
CNAG_01636_1	478973	479034	62	cdsE	0	0	0	13.00	14.00	14.00	0	0	0	2.00	2.00	2.00	
CNAG_01636_2	479145	479216	72	cdsE	44.00	43.00	40.00	6.00	6.00	6.00	8.00	9.00	7.00	2.00	3.00	2.00	
CNAG_01636_3	479419	479586	168	utr5E	170.00	119.00	91.00	91.00	98.00	87.00	64.00	56.00	47.00	56.00	27.00	50.00	
CNAG_01638_1	482160	482161	2	cdsE	3.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_01638_2	482168	482168	1	cdsE	0	0	0	4.00	1.00	1.00	0	0	0	0	0	0	
CNAG_01638_3	482364	482399	36	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	5.00	6.00	3.00	
CNAG_01638_4	482887	482920	34	utr5E	10.00	22.00	19.00	13.00	13.00	19.00	14.00	11.00	8.00	9.00	7.00	10.00	
CNAG_01640_1	486450	486533	84	cdsE	0	0	0	0	0	0	3.00	2.00	2.00	13.00	15.00	18.00	
CNAG_01640_2	488291	488313	23	cdsE	0	0	0	5.00	6.00	13.00	0	0	0	5.00	4.00	2.00	
CNAG_01640_3	490382	490451	70	cdsE	0	0	0	6.00	8.00	7.00	1.00	1.00	1.00	0	0	0	
CNAG_01640_4	492207	492330	124	cdsE	4.00	10.00	7.00	4.00	6.00	5.00	2.00	4.00	1.00	2.00	2.00	1.00	
