	merge_cluster																						
CNI04330_1	1157382	1157399	18	utr3E	119.00	85.00	46.00	66.00	66.00	37.00	15.00	13.00	26.00	57.00	36.00	57.00	53.00	44.00	34.00	58.00	47.00	46.00	
CNI04350_1	1164184	1164186	3	utr3E	19.00	13.00	5.00	8.00	3.00	4.00	7.00	11.00	9.00	4.00	2.00	5.00	26.00	21.00	11.00	13.00	4.00	7.00	
CNI04350_2	1164340	1164361	22	utr3E	456.00	329.00	190.00	189.00	112.00	104.00	85.00	31.00	25.00	97.00	113.00	135.00	246.00	325.00	212.00	212.00	124.00	164.00	
CNI04400_1	1174682	1174685	4	utr3E	129.00	95.00	46.00	31.00	14.00	27.00	8.00	4.00	6.00	95.00	69.00	83.00	86.00	74.00	86.00	50.00	32.00	37.00	
CNI04400_2	1174777	1174780	4	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00030_1	8348	8419	72	utr3E	42.00	16.00	21.00	57.00	35.00	19.00	33.00	15.00	19.00	92.00	76.00	126.00	13.00	25.00	14.00	15.00	13.00	17.00	
CNJ00060_1	12941	13014	74	utr3I	384.00	205.00	129.00	465.00	229.00	216.00	179.00	111.00	170.00	517.00	529.00	656.00	264.00	349.00	263.00	235.00	225.00	186.00	
CNJ00080_1	19123	19237	115	utr3E	778.00	441.00	294.00	545.00	358.00	289.00	167.00	71.00	130.00	254.00	218.00	274.00	373.00	387.00	297.00	973.00	771.00	687.00	
CNJ00100_1	22123	22158	36	cdsE	54.00	40.00	36.00	32.00	24.00	9.00	4.00	5.00	4.00	27.00	21.00	21.00	30.00	31.00	31.00	70.00	39.00	36.00	
CNJ00100_2	22223	22236	14	cdsE	3.00	4.00	1.00	0	0	0	5.00	7.00	3.00	2.00	4.00	4.00	3.00	3.00	4.00	2.00	1.00	4.00	
CNJ00100_3	24636	24642	7	cdsE	13.00	10.00	6.00	4.00	3.00	4.00	8.00	2.00	2.00	8.00	7.00	16.00	13.00	8.00	7.00	16.00	14.00	19.00	
CNJ00100_4	24782	24842	61	utr3I	25.00	17.00	7.00	23.00	10.00	3.00	8.00	3.00	6.00	3.00	4.00	4.00	24.00	32.00	23.00	4.00	4.00	6.00	
CNJ00100_5	25102	25105	4	utr3E	18.00	7.00	10.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	9.00	6.00	4.00	
CNJ00100_6	25272	25327	56	utr3E	36.00	31.00	31.00	20.00	22.00	9.00	4.00	5.00	6.00	4.00	3.00	4.00	4.00	5.00	4.00	9.00	6.00	5.00	
CNJ00130_1	31099	31146	48	utr3E	566.00	279.00	168.00	183.00	94.00	82.00	66.00	39.00	52.00	75.00	58.00	103.00	118.00	132.00	71.00	114.00	98.00	105.00	
CNJ00150_1	35778	35797	20	utr3E	188.00	123.00	102.00	152.00	109.00	101.00	65.00	43.00	60.00	119.00	97.00	140.00	149.00	186.00	123.00	148.00	106.00	92.00	
CNJ00170_1	42632	42637	6	cdsE	0	0	0	0	0	0	0	0	0	5.00	4.00	8.00	0	0	0	1.00	1.00	1.00	
CNJ00170_2	42764	42764	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	5.00	3.00	0	0	0	0	0	0	
CNJ00170_3	43158	43167	10	utr3E	233.00	176.00	77.00	200.00	84.00	66.00	33.00	11.00	16.00	379.00	325.00	484.00	121.00	125.00	109.00	166.00	83.00	91.00	
CNJ00210_1	51995	51995	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	3.00	3.00	1.00	0	0	0	
CNJ00210_2	52543	52545	3	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	5.00	2.00	4.00	6.00	5.00	6.00	
CNJ00210_3	52557	52607	51	utr3E	58.00	27.00	8.00	40.00	19.00	10.00	16.00	14.00	11.00	15.00	10.00	17.00	21.00	18.00	8.00	22.00	21.00	24.00	
CNJ00210_4	52607	52607	1	utr3E	58.00	27.00	8.00	40.00	19.00	10.00	0	0	0	15.00	10.00	17.00	21.00	18.00	8.00	22.00	21.00	24.00	
CNJ00230_1	56761	56767	7	utr3E	38.00	15.00	8.00	98.00	56.00	44.00	4.00	5.00	3.00	3.00	7.00	4.00	7.00	5.00	3.00	50.00	23.00	19.00	
CNJ00240_1	58667	58668	2	utr3E	27.00	5.00	7.00	22.00	9.00	11.00	6.00	5.00	4.00	6.00	1.00	3.00	13.00	10.00	8.00	3.00	1.00	1.00	
CNJ00260_1	66406	66421	16	utr3E	359.00	202.00	140.00	173.00	79.00	62.00	60.00	30.00	58.00	67.00	65.00	99.00	51.00	47.00	51.00	154.00	135.00	100.00	
CNJ00260_2	66736	66745	10	utr3E	24.00	241.00	177.00	198.00	147.00	106.00	74.00	27.00	60.00	159.00	206.00	214.00	239.00	226.00	186.00	320.00	183.00	204.00	
CNJ00270_1	67484	67491	8	utr5E	17.00	15.00	5.00	35.00	12.00	8.00	106.00	47.00	70.00	84.00	50.00	99.00	68.00	73.00	64.00	1.00	1.00	2.00	
CNJ00270_2	68455	68482	28	utr3E	26.00	15.00	8.00	70.00	33.00	44.00	5.00	5.00	4.00	55.00	89.00	114.00	104.00	103.00	76.00	13.00	11.00	7.00	
CNJ00270_3	68560	68563	4	utr3E	100.00	47.00	36.00	176.00	100.00	84.00	23.00	25.00	25.00	182.00	240.00	299.00	242.00	280.00	226.00	45.00	35.00	40.00	
CNJ00290_1	80332	80360	29	utr3E	1118.00	962.00	622.00	27.00	36.00	18.00	97.00	49.00	29.00	533.00	363.00	547.00	597.00	665.00	481.00	192.00	96.00	109.00	
CNJ00320_1	85794	85794	1	utr5E	0	0	0	0	0	0	1.00	4.00	2.00	0	0	0	0	0	0	0	0	0	
CNJ00320_2	85927	85927	1	utr5E	0	0	0	0	0	0	11.00	2.00	5.00	1.00	3.00	8.00	0	0	0	5.00	3.00	6.00	
CNJ00320_3	86096	86110	15	utr5E	0	0	0	0	0	0	9.00	8.00	7.00	0	0	0	0	0	0	0	0	0	
CNJ00320_4	88057	88061	5	utr3E	1.00	1.00	1.00	0	0	0	3.00	1.00	4.00	0	0	0	0	0	0	11.00	14.00	2.00	
CNJ00320_5	88133	88190	58	utr3E	4.00	2.00	1.00	0	0	0	0	0	0	0	0	0	1.00	4.00	1.00	8.00	10.00	8.00	
CNJ00330_1	91352	91372	21	utr3E	101.00	68.00	35.00	176.00	78.00	85.00	44.00	32.00	52.00	56.00	39.00	65.00	142.00	128.00	132.00	41.00	29.00	23.00	
CNJ00350_1	92645	92648	4	utr5E	0	0	0	0	0	0	8.00	4.00	3.00	7.00	7.00	6.00	0	0	0	0	0	0	
CNJ00350_2	95732	95745	14	utr3E	0	0	0	2.00	3.00	1.00	1.00	1.00	2.00	2.00	1.00	2.00	7.00	8.00	3.00	0	0	0	
CNJ00350_3	95745	95745	1	utr3E	0	0	0	2.00	3.00	1.00	1.00	1.00	2.00	2.00	1.00	2.00	0	0	0	0	0	0	
CNJ00350_4	95814	95849	36	utr3E	0	0	0	6.00	3.00	5.00	0	0	0	4.00	3.00	7.00	4.00	3.00	7.00	0	0	0	
CNJ00360_1	98261	98292	32	utr3E	9.00	4.00	6.00	8.00	7.00	4.00	0	0	0	5.00	3.00	6.00	6.00	5.00	5.00	4.00	5.00	10.00	
CNJ00390_1	103784	103784	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	2.00	4.00	1.00	0	0	0	
CNJ00390_2	103787	103820	34	utr3E	5.00	1.00	3.00	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00390_3	103886	103907	22	utr3E	10.00	8.00	4.00	5.00	5.00	5.00	0	0	0	2.00	4.00	6.00	19.00	15.00	9.00	7.00	4.00	1.00	
CNJ00410_1	111708	111811	104	utr3E	3877.00	2778.00	1734.00	2535.00	1671.00	1157.00	467.00	215.00	307.00	804.00	739.00	884.00	928.00	888.00	631.00	2223.00	1455.00	1511.00	
CNJ00413_1	114506	114531	26	utr3E	0	0	0	10.00	4.00	3.00	0	0	0	0	0	0	6.00	7.00	4.00	0	0	0	
CNJ00430_1	118568	118580	13	cdsE	3.00	8.00	10.00	0	0	0	10.00	3.00	3.00	16.00	11.00	16.00	31.00	25.00	40.00	16.00	8.00	11.00	
CNJ00430_2	119075	119098	24	utr3E	992.00	787.00	524.00	636.00	300.00	303.00	104.00	56.00	74.00	130.00	83.00	153.00	194.00	172.00	143.00	205.00	134.00	142.00	
CNJ00460_1	122041	122053	13	utr3E	638.00	416.00	344.00	344.00	325.00	225.00	117.00	71.00	83.00	671.00	560.00	741.00	473.00	551.00	460.00	471.00	248.00	247.00	
CNJ00510_1	138926	138937	12	utr3E	222.00	131.00	61.00	54.00	34.00	23.00	15.00	3.00	3.00	45.00	51.00	64.00	73.00	51.00	51.00	116.00	78.00	72.00	
CNJ00510_2	139021	139051	31	utr3E	72.00	61.00	39.00	23.00	22.00	11.00	10.00	2.00	4.00	48.00	48.00	65.00	46.00	37.00	38.00	72.00	53.00	40.00	
CNJ00530_1	142401	142403	3	utr5E	7.00	6.00	3.00	3.00	1.00	4.00	27.00	6.00	6.00	25.00	26.00	27.00	24.00	12.00	17.00	3.00	1.00	1.00	
CNJ00530_2	143852	143971	120	utr3E	57.00	42.00	21.00	23.00	15.00	7.00	1.00	1.00	3.00	131.00	126.00	191.00	143.00	157.00	135.00	31.00	9.00	12.00	
CNJ00550_1	147955	147983	29	utr5I	3.00	3.00	2.00	0	0	0	21.00	16.00	18.00	5.00	3.00	12.00	7.00	2.00	2.00	0	0	0	
CNJ00550_2	151090	151090	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	2.00	0	0	0	
CNJ00550_3	151263	151263	1	utr3E	0	0	0	4.00	4.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ00560_1	153994	154007	14	utr5E	11.00	2.00	6.00	2.00	3.00	2.00	85.00	41.00	33.00	6.00	5.00	9.00	10.00	14.00	11.00	0	0	0	
CNJ00560_2	157187	157235	49	utr3E	133.00	93.00	58.00	53.00	30.00	29.00	18.00	13.00	14.00	31.00	29.00	46.00	69.00	80.00	68.00	55.00	52.00	46.00	
CNJ00570_1	160587	160659	73	utr3E	96.00	57.00	54.00	31.00	35.00	25.00	37.00	26.00	29.00	32.00	23.00	33.00	110.00	147.00	89.00	50.00	36.00	33.00	
CNJ00580_1	161277	161277	1	utr5E	0	0	0	0	0	0	5.00	4.00	1.00	0	0	0	0	0	0	0	0	0	
CNJ00580_2	164326	164348	23	utr3E	4.00	1.00	1.00	21.00	10.00	8.00	0	0	0	2.00	4.00	5.00	12.00	12.00	7.00	4.00	2.00	4.00	
CNJ00585_1	166603	166640	38	utr3E	226.00	103.00	69.00	190.00	96.00	94.00	137.00	102.00	143.00	60.00	58.00	55.00	105.00	110.00	84.00	47.00	36.00	41.00	
CNJ00590_1	170383	170390	8	utr3E	3.00	2.00	3.00	0	0	0	0	0	0	20.00	10.00	23.00	6.00	2.00	6.00	0	0	0	
CNJ00590_2	170488	170498	11	utr3E	89.00	67.00	54.00	54.00	52.00	23.00	58.00	48.00	65.00	61.00	61.00	88.00	46.00	37.00	35.00	16.00	5.00	6.00	
CNJ00600_1	171986	171986	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	2.00	6.00	1.00	0	0	0	
CNJ00600_2	173394	173409	16	utr3E	8.00	16.00	8.00	58.00	29.00	16.00	3.00	3.00	11.00	41.00	53.00	51.00	15.00	23.00	26.00	24.00	16.00	15.00	
CNJ00610_1	179408	179420	13	utr3E	241.00	205.00	132.00	186.00	166.00	127.00	101.00	44.00	56.00	181.00	153.00	215.00	212.00	235.00	173.00	156.00	92.00	102.00	
CNJ00630_1	183990	184177	188	cdsE	25.00	26.00	16.00	41.00	46.00	21.00	68.00	38.00	54.00	58.00	70.00	87.00	333.00	399.00	340.00	19.00	13.00	12.00	
CNJ00630_2	186429	186429	1	utr3E	3.00	2.00	2.00	7.00	8.00	4.00	0	0	0	0	0	0	2.00	4.00	1.00	1.00	1.00	2.00	
CNJ00650_1	189812	189868	57	cdsI	455.00	214.00	135.00	170.00	129.00	129.00	279.00	203.00	350.00	40.00	46.00	60.00	51.00	72.00	44.00	180.00	128.00	123.00	
CNJ00660_1	192758	192758	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	2.00	
CNJ00660_2	192825	192863	39	utr3E	43.00	22.00	23.00	20.00	23.00	13.00	6.00	10.00	6.00	24.00	23.00	29.00	18.00	17.00	24.00	15.00	16.00	11.00	
CNJ00670_1	196399	196419	21	utr3E	117.00	202.00	89.00	108.00	62.00	45.00	34.00	33.00	61.00	244.00	192.00	266.00	253.00	333.00	236.00	160.00	170.00	168.00	
CNJ00680_1	199413	199463	51	utr3E	428.00	263.00	202.00	166.00	99.00	59.00	183.00	128.00	201.00	108.00	82.00	100.00	127.00	113.00	117.00	109.00	103.00	101.00	
CNJ00760_1	219476	219479	4	utr5E	1.00	4.00	4.00	1.00	2.00	2.00	30.00	15.00	23.00	4.00	4.00	5.00	1.00	2.00	7.00	0	0	0	
CNJ00760_2	220034	220034	1	utr5E	0	0	0	0	0	0	2.00	1.00	3.00	0	0	0	4.00	7.00	4.00	0	0	0	
CNJ00760_3	222953	222953	1	utr3E	0	0	0	3.00	8.00	1.00	0	0	0	0	0	0	10.00	7.00	6.00	2.00	1.00	1.00	
CNJ00760_4	223075	223084	10	utr3E	1.00	5.00	2.00	33.00	8.00	12.00	0	0	0	1.00	2.00	1.00	30.00	23.00	22.00	5.00	3.00	2.00	
CNJ00760_5	223084	223084	1	utr3E	1.00	5.00	2.00	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	5.00	3.00	2.00	
CNJ00810_1	236795	236795	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	1.00	2.00	2.00	0	0	0	
CNJ00810_2	237630	237701	72	utr3E	40.00	23.00	13.00	48.00	24.00	33.00	7.00	3.00	6.00	40.00	31.00	48.00	67.00	61.00	55.00	30.00	11.00	14.00	
CNJ00820_1	240226	240277	52	utr3E	51.00	30.00	22.00	57.00	42.00	23.00	8.00	5.00	5.00	20.00	14.00	11.00	20.00	39.00	25.00	14.00	7.00	10.00	
CNJ00840_1	244438	244442	5	cdsE	3.00	3.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	5.00	4.00	4.00	1.00	1.00	1.00	
CNJ00840_2	244721	244754	34	utr3E	49.00	29.00	14.00	56.00	48.00	25.00	10.00	12.00	22.00	28.00	21.00	16.00	40.00	37.00	21.00	13.00	11.00	9.00	
CNJ00850_1	246606	246638	33	utr3E	739.00	572.00	298.00	328.00	200.00	128.00	11.00	8.00	14.00	183.00	99.00	223.00	292.00	276.00	213.00	356.00	287.00	303.00	
CNJ00860_1	248607	248607	1	cdsI	0	0	0	2.00	3.00	2.00	4.00	3.00	2.00	2.00	3.00	4.00	6.00	11.00	9.00	7.00	3.00	3.00	
CNJ00860_2	251891	251904	14	cdsE	48.00	37.00	17.00	65.00	48.00	30.00	16.00	5.00	9.00	42.00	17.00	32.00	138.00	140.00	142.00	65.00	62.00	59.00	
CNJ00860_3	252097	252107	11	utr3E	61.00	59.00	41.00	80.00	89.00	69.00	11.00	5.00	8.00	26.00	36.00	56.00	172.00	195.00	146.00	81.00	40.00	41.00	
CNJ00880_1	255572	255640	69	utr3E	192.00	135.00	64.00	85.00	61.00	45.00	13.00	7.00	15.00	31.00	24.00	33.00	48.00	33.00	30.00	38.00	20.00	27.00	
CNJ00880_2	255640	255640	1	utr3E	0	0	0	8.00	3.00	4.00	0	0	0	3.00	3.00	5.00	0	0	0	5.00	3.00	3.00	
CNJ00890_1	257407	257412	6	utr3E	90.00	51.00	32.00	29.00	20.00	11.00	11.00	8.00	10.00	32.00	25.00	30.00	42.00	32.00	22.00	19.00	17.00	15.00	
CNJ00890_2	257466	257476	11	utr3E	56.00	26.00	20.00	25.00	23.00	20.00	5.00	7.00	5.00	46.00	68.00	71.00	51.00	52.00	48.00	32.00	18.00	32.00	
CNJ00930_1	270377	270381	5	utr5E	0	0	0	0	0	0	26.00	14.00	21.00	0	0	0	0	0	0	0	0	0	
CNJ00930_2	271323	271356	34	utr3E	36.00	26.00	17.00	11.00	2.00	1.00	3.00	2.00	2.00	19.00	34.00	61.00	31.00	47.00	36.00	6.00	3.00	7.00	
CNJ00950_1	276735	276753	19	utr3E	1552.00	1038.00	611.00	46.00	38.00	14.00	570.00	299.00	297.00	421.00	451.00	512.00	702.00	842.00	621.00	209.00	152.00	159.00	
CNJ00950_2	276811	276886	76	utr3E	3679.00	3428.00	1925.00	134.00	87.00	36.00	521.00	275.00	241.00	3193.00	2964.00	3671.00	4873.00	5576.00	4365.00	1532.00	964.00	1105.00	
CNJ00980_1	290384	290479	96	utr3E	127.00	61.00	51.00	53.00	43.00	25.00	21.00	17.00	24.00	44.00	22.00	25.00	42.00	53.00	35.00	69.00	47.00	46.00	
CNJ01000_1	293252	293262	11	utr3E	236.00	151.00	91.00	116.00	72.00	50.00	47.00	33.00	31.00	28.00	12.00	27.00	26.00	34.00	24.00	37.00	18.00	28.00	
CNJ01020_1	295262	295287	26	utr3E	480.00	248.00	182.00	94.00	70.00	46.00	122.00	61.00	108.00	106.00	115.00	163.00	186.00	226.00	175.00	136.00	158.00	158.00	
CNJ01040_1	298923	298953	31	utr3E	736.00	332.00	268.00	239.00	167.00	137.00	134.00	63.00	78.00	107.00	94.00	126.00	130.00	158.00	149.00	220.00	182.00	180.00	
CNJ01050_1	300858	300978	121	utr3E	193.00	103.00	82.00	73.00	65.00	50.00	17.00	18.00	16.00	25.00	22.00	34.00	30.00	30.00	33.00	56.00	23.00	26.00	
CNJ01060_1	303081	303101	21	utr3E	447.00	293.00	197.00	180.00	71.00	84.00	112.00	51.00	87.00	483.00	371.00	672.00	761.00	830.00	680.00	396.00	314.00	285.00	
CNJ01070_1	303919	303925	7	cdsE	23.00	15.00	12.00	10.00	6.00	4.00	0	0	0	22.00	10.00	19.00	18.00	11.00	17.00	23.00	19.00	25.00	
CNJ01070_2	305892	305936	45	utr3E	328.00	194.00	140.00	117.00	106.00	77.00	37.00	25.00	26.00	320.00	240.00	299.00	315.00	343.00	286.00	263.00	144.00	176.00	
CNJ01075_1	306989	307070	82	utr3E	727.00	575.00	333.00	33.00	17.00	17.00	154.00	205.00	242.00	170.00	138.00	171.00	37.00	51.00	66.00	344.00	439.00	379.00	
CNJ01080_1	310502	310524	23	utr3E	252.00	142.00	105.00	116.00	62.00	42.00	62.00	52.00	67.00	113.00	106.00	138.00	105.00	81.00	70.00	91.00	72.00	73.00	
CNJ01120_1	317778	317799	22	cdsI	47.00	55.00	36.00	52.00	38.00	18.00	9.00	4.00	4.00	34.00	32.00	34.00	39.00	44.00	28.00	48.00	21.00	23.00	
CNJ01140_1	322854	322905	52	utr3E	852.00	463.00	326.00	219.00	143.00	121.00	140.00	91.00	123.00	145.00	126.00	168.00	157.00	208.00	193.00	161.00	138.00	129.00	
CNJ01160_1	326881	326906	26	utr5E	3.00	3.00	3.00	4.00	2.00	1.00	8.00	2.00	4.00	6.00	7.00	16.00	5.00	6.00	3.00	0	0	0	
CNJ01160_2	329226	329284	59	utr3E	31.00	13.00	9.00	82.00	51.00	27.00	0	0	0	7.00	6.00	16.00	26.00	36.00	13.00	1.00	4.00	1.00	
CNJ01170_1	330835	330841	7	utr3E	22.00	18.00	8.00	16.00	11.00	10.00	0	0	0	27.00	19.00	14.00	12.00	16.00	13.00	5.00	8.00	6.00	
CNJ01190_1	334302	334363	62	utr5E	8.00	8.00	4.00	0	0	0	11.00	4.00	6.00	18.00	27.00	39.00	26.00	35.00	24.00	0	0	0	
CNJ01190_2	336548	336584	37	utr3E	22.00	13.00	11.00	30.00	13.00	12.00	3.00	3.00	1.00	17.00	24.00	30.00	20.00	17.00	27.00	8.00	5.00	7.00	
CNJ01190_3	336584	336584	1	utr3E	22.00	13.00	11.00	0	0	0	3.00	3.00	1.00	17.00	24.00	30.00	0	0	0	8.00	5.00	7.00	
CNJ01210_1	339025	339055	31	cdsE	4.00	4.00	2.00	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	9.00	19.00	11.00	
CNJ01210_2	339116	339174	59	utr3E	149.00	117.00	77.00	88.00	56.00	48.00	137.00	75.00	139.00	33.00	18.00	62.00	37.00	56.00	52.00	51.00	40.00	40.00	
CNJ01230_1	345124	345144	21	utr3E	535.00	217.00	183.00	243.00	209.00	154.00	68.00	21.00	49.00	146.00	148.00	191.00	167.00	200.00	156.00	325.00	212.00	183.00	
CNJ01250_1	350443	350445	3	utr3E	265.00	126.00	99.00	134.00	100.00	66.00	100.00	77.00	124.00	28.00	32.00	32.00	62.00	61.00	36.00	126.00	103.00	117.00	
CNJ01255_1	352200	352200	1	utr3E	19.00	4.00	3.00	47.00	32.00	15.00	3.00	3.00	3.00	2.00	2.00	2.00	6.00	7.00	5.00	0	0	0	
CNJ01260_1	353924	353927	4	utr5E	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	2.00	7.00	4.00	0	0	0	
CNJ01260_2	354681	354681	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	4.00	0	0	0	
CNJ01260_3	356688	356697	10	utr3E	4.00	2.00	2.00	50.00	16.00	13.00	0	0	0	16.00	18.00	25.00	9.00	7.00	12.00	0	0	0	
CNJ01280_1	362932	362986	55	utr3E	278.00	119.00	89.00	96.00	60.00	39.00	66.00	48.00	64.00	24.00	25.00	30.00	41.00	44.00	43.00	133.00	103.00	97.00	
CNJ01300_1	367548	367548	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	3.00	6.00	8.00	6.00	4.00	5.00	4.00	2.00	
CNJ01300_2	367664	367696	33	utr3E	200.00	86.00	72.00	84.00	52.00	35.00	10.00	10.00	16.00	31.00	24.00	35.00	67.00	60.00	69.00	89.00	81.00	60.00	
CNJ01330_1	374237	374268	32	utr3E	203.00	106.00	65.00	122.00	83.00	65.00	28.00	9.00	21.00	98.00	77.00	115.00	154.00	156.00	116.00	130.00	98.00	129.00	
CNJ01340_1	377277	377280	4	utr3E	53.00	33.00	28.00	13.00	12.00	12.00	12.00	7.00	14.00	27.00	19.00	42.00	47.00	29.00	40.00	29.00	20.00	17.00	
CNJ01340_2	377353	377393	41	utr3E	73.00	58.00	24.00	5.00	1.00	2.00	5.00	3.00	4.00	28.00	18.00	28.00	30.00	34.00	33.00	24.00	19.00	23.00	
CNJ01340_3	377511	377518	8	utr3E	175.00	97.00	68.00	69.00	30.00	35.00	31.00	18.00	17.00	62.00	45.00	49.00	75.00	80.00	71.00	47.00	56.00	42.00	
CNJ01390_1	407755	407797	43	cdsE	5.00	2.00	2.00	25.00	26.00	21.00	3.00	3.00	3.00	9.00	11.00	8.00	2.00	3.00	3.00	15.00	7.00	4.00	
CNJ01390_2	408073	408145	73	utr3E	19.00	4.00	12.00	150.00	118.00	106.00	19.00	11.00	18.00	28.00	33.00	41.00	6.00	6.00	4.00	29.00	24.00	20.00	
CNJ01410_1	412014	412025	12	utr3E	355.00	205.00	112.00	55.00	34.00	20.00	24.00	17.00	28.00	36.00	30.00	42.00	52.00	59.00	38.00	67.00	78.00	59.00	
CNJ01440_1	419672	419696	25	cdsE	0	0	0	0	0	0	5.00	6.00	10.00	0	0	0	0	0	0	0	0	0	
CNJ01440_2	420335	420335	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ01480_1	428945	428945	1	utr5E	0	0	0	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNJ01480_2	428946	428946	1	utr5E	1.00	1.00	4.00	1.00	1.00	2.00	0	0	0	1.00	1.00	5.00	1.00	4.00	2.00	0	0	0	
CNJ01480_3	430604	430611	8	cdsE	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	7.00	7.00	6.00	
CNJ01480_4	430688	430691	4	cdsE	0	0	0	9.00	4.00	3.00	0	0	0	0	0	0	3.00	7.00	7.00	9.00	2.00	3.00	
CNJ01480_5	430959	431002	44	utr3E	0	0	0	16.00	9.00	7.00	0	0	0	0	0	0	11.00	9.00	8.00	1.00	1.00	2.00	
CNJ01490_1	434130	434136	7	utr3E	33.00	20.00	14.00	67.00	26.00	31.00	23.00	22.00	29.00	13.00	11.00	22.00	20.00	36.00	23.00	24.00	26.00	10.00	
CNJ01500_1	437416	437416	1	utr3E	0	0	0	4.00	1.00	2.00	0	0	0	0	0	0	3.00	2.00	1.00	0	0	0	
CNJ01500_2	437483	437483	1	utr3E	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ01530_1	448391	448393	3	utr3E	44.00	44.00	21.00	27.00	26.00	20.00	4.00	2.00	2.00	12.00	12.00	24.00	23.00	9.00	15.00	34.00	27.00	30.00	
CNJ01530_2	448460	448461	2	utr3E	9.00	11.00	8.00	0	0	0	0	0	0	0	0	0	2.00	10.00	1.00	8.00	8.00	4.00	
CNJ01555_1	453099	453099	1	utr5E	0	0	0	2.00	1.00	2.00	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNJ01555_2	454578	454598	21	utr3E	10.00	3.00	2.00	27.00	17.00	14.00	10.00	5.00	10.00	3.00	2.00	2.00	4.00	10.00	6.00	0	0	0	
CNJ01555_3	454598	454598	1	utr3E	10.00	3.00	2.00	0	0	0	10.00	5.00	10.00	3.00	2.00	2.00	4.00	10.00	6.00	0	0	0	
CNJ01555_4	454658	454714	57	utr3E	0	0	0	14.00	7.00	5.00	4.00	4.00	4.00	0	0	0	0	0	0	0	0	0	
CNJ01560_1	459640	459743	104	utr3E	90039.00	43993.00	30288.00	22873.00	15674.00	12699.00	8688.00	3992.00	7125.00	7435.00	6537.00	9029.00	10163.00	10097.00	8926.00	27719.00	20141.00	18403.00	
CNJ01590_1	466488	466494	7	utr3E	169.00	98.00	70.00	265.00	178.00	153.00	37.00	34.00	41.00	64.00	34.00	42.00	79.00	61.00	48.00	99.00	85.00	73.00	
CNJ01600_1	470918	470918	1	utr3E	5.00	9.00	5.00	3.00	1.00	1.00	0	0	0	6.00	1.00	6.00	8.00	9.00	7.00	10.00	5.00	2.00	
CNJ01600_2	470983	470988	6	utr3E	63.00	59.00	46.00	21.00	19.00	20.00	10.00	3.00	5.00	33.00	31.00	31.00	52.00	41.00	28.00	52.00	30.00	31.00	
CNJ01625_1	474903	474942	40	utr3E	108.00	39.00	35.00	69.00	44.00	39.00	27.00	23.00	24.00	18.00	20.00	16.00	33.00	31.00	32.00	26.00	29.00	16.00	
CNJ01660_1	485203	485203	1	utr5E	3.00	1.00	1.00	4.00	1.00	1.00	4.00	3.00	2.00	0	0	0	0	0	0	0	0	0	
CNJ01660_2	486887	486922	36	utr3E	7.00	2.00	1.00	22.00	20.00	16.00	2.00	1.00	4.00	104.00	78.00	115.00	21.00	27.00	10.00	10.00	9.00	8.00	
CNJ01670_1	489860	489867	8	cdsI	0	0	0	0	0	0	0	0	0	25.00	14.00	14.00	67.00	101.00	94.00	0	0	0	
CNJ01670_2	490907	490921	15	cdsE	7.00	4.00	2.00	0	0	0	14.00	4.00	21.00	6.00	4.00	4.00	7.00	5.00	5.00	0	0	0	
CNJ01670_3	491965	492124	160	utr3E	121.00	91.00	55.00	78.00	42.00	35.00	18.00	11.00	18.00	350.00	332.00	534.00	414.00	514.00	393.00	42.00	29.00	30.00	
CNJ01690_1	495609	495609	1	cdsI	0	0	0	1.00	4.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNJ01690_2	495875	495875	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	6.00	1.00	6.00	0	0	0	
