	merge_cluster																
CNAG_01532_1	204997	205047	51	utr5E	14.00	18.00	17.00	6.00	9.00	7.00	6.00	7.00	5.00	7.00	5.00	7.00	
CNAG_01532_2	205456	205456	1	cdsE	3.00	10.00	4.00	1.00	4.00	1.00	3.00	7.00	4.00	0	0	0	
CNAG_01532_3	206397	206546	150	cdsE	1.00	1.00	3.00	17.00	17.00	19.00	0	0	0	11.00	7.00	5.00	
CNAG_01532_4	208089	208090	2	cdsE	6.00	9.00	5.00	0	0	0	0	0	0	0	0	0	
CNAG_01532_5	209184	209248	65	cdsE	1.00	2.00	1.00	6.00	9.00	4.00	0	0	0	2.00	1.00	1.00	
CNAG_01532_6	209456	209502	47	cdsE	15.00	16.00	13.00	6.00	9.00	12.00	2.00	1.00	4.00	1.00	1.00	1.00	
CNAG_01532_7	209563	209575	13	cdsE	1.00	1.00	2.00	4.00	7.00	6.00	0	0	0	3.00	9.00	3.00	
CNAG_01533_1	210252	210357	106	utr5E	172.00	117.00	56.00	65.00	55.00	35.00	84.00	49.00	43.00	32.00	18.00	32.00	
CNAG_01533_2	213473	213625	153	cdsE	0	0	0	12.00	8.00	9.00	5.00	4.00	4.00	59.00	44.00	54.00	
CNAG_01533_3	213685	213722	38	cdsE	0	0	0	2.00	1.00	1.00	4.00	3.00	2.00	22.00	11.00	9.00	
CNAG_01534_1	214415	214415	1	utr5E	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01534_2	214537	214580	44	utr5E	6.00	8.00	2.00	34.00	36.00	36.00	11.00	8.00	11.00	122.00	96.00	116.00	
CNAG_01534_3	214879	214879	1	cdsI	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01537_1	225581	225642	62	utr5E	597.00	638.00	348.00	231.00	176.00	191.00	227.00	194.00	165.00	105.00	59.00	91.00	
CNAG_01541_1	240335	240449	115	utr5E	95.00	54.00	42.00	3.00	4.00	4.00	27.00	21.00	15.00	22.00	16.00	23.00	
CNAG_01541_2	240639	240805	167	cdsE	44.00	45.00	51.00	1.00	1.00	1.00	6.00	6.00	7.00	9.00	8.00	7.00	
CNAG_01541_3	240865	240946	82	cdsE	14.00	23.00	19.00	3.00	2.00	3.00	3.00	3.00	4.00	0	0	0	
CNAG_01543_1	246433	246758	326	cdsE	410.00	473.00	374.00	249.00	260.00	226.00	406.00	370.00	418.00	920.00	561.00	650.00	
CNAG_01545_1	249269	249272	4	utr5E	3.00	5.00	3.00	0	0	0	3.00	7.00	2.00	2.00	2.00	4.00	
CNAG_01545_2	250350	250350	1	cdsE	1.00	3.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_01545_3	250932	250932	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_01545_4	251053	251063	11	cdsE	14.00	17.00	14.00	2.00	2.00	1.00	7.00	12.00	7.00	5.00	4.00	4.00	
CNAG_01547_1	252541	252615	75	utr5E	785.00	824.00	561.00	647.00	622.00	503.00	537.00	439.00	435.00	687.00	323.00	448.00	
CNAG_01549_1	256903	256935	33	utr5E	247.00	300.00	269.00	230.00	140.00	151.00	161.00	149.00	133.00	507.00	362.00	484.00	
CNAG_01549_2	257886	257934	49	cdsE	45.00	82.00	80.00	6.00	8.00	9.00	12.00	11.00	6.00	0	0	0	
CNAG_01550_1	258954	259041	88	utr5E	77.00	107.00	120.00	43.00	59.00	36.00	52.00	44.00	40.00	161.00	95.00	112.00	
CNAG_01550_2	260041	260143	103	cdsE	33.00	39.00	42.00	5.00	6.00	6.00	16.00	17.00	14.00	39.00	17.00	20.00	
CNAG_01552_1	262700	262722	23	utr5E	39.00	33.00	31.00	5.00	7.00	5.00	10.00	10.00	5.00	1.00	1.00	1.00	
CNAG_01552_2	262828	263036	209	utr5E	61.00	65.00	89.00	38.00	34.00	36.00	78.00	82.00	65.00	67.00	53.00	55.00	
CNAG_01552_3	263130	263215	86	cdsE	27.00	35.00	35.00	3.00	4.00	3.00	11.00	9.00	6.00	20.00	32.00	26.00	
CNAG_01553_1	263898	263982	85	utr5E	97.00	133.00	101.00	49.00	49.00	46.00	71.00	51.00	40.00	63.00	35.00	50.00	
CNAG_01553_2	265252	265353	102	cdsE	0	0	0	0	0	0	0	0	0	9.00	7.00	8.00	
CNAG_01555_1	267664	267712	49	utr5E	37.00	41.00	37.00	21.00	14.00	10.00	33.00	34.00	32.00	57.00	56.00	50.00	
CNAG_01555_2	268430	268481	52	cdsE	7.00	10.00	12.00	0	0	0	5.00	8.00	9.00	19.00	15.00	16.00	
CNAG_01555_3	269062	269062	1	utr3E	0	0	0	1.00	2.00	3.00	0	0	0	0	0	0	
CNAG_01557_1	271365	271489	125	utr5E	965.00	1718.00	1601.00	1341.00	935.00	1148.00	1081.00	1223.00	1010.00	2216.00	1197.00	1792.00	
CNAG_01558_1	273723	273901	179	utr5E	8706.00	10328.00	5918.00	13053.00	9650.00	10050.00	4245.00	4984.00	4998.00	9330.00	6533.00	7057.00	
CNAG_01561_1	281876	281956	81	utr5E	45.00	35.00	30.00	42.00	24.00	24.00	24.00	19.00	16.00	21.00	22.00	26.00	
CNAG_01561_2	282695	282760	66	cdsE	1.00	1.00	3.00	1.00	1.00	1.00	0	0	0	10.00	9.00	7.00	
CNAG_01561_3	283467	283470	4	cdsE	9.00	6.00	6.00	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_01561_4	285012	285081	70	cdsE	2.00	2.00	1.00	6.00	4.00	5.00	0	0	0	12.00	5.00	13.00	
CNAG_01562_1	289522	289586	65	utr5E	14.00	19.00	15.00	1.00	1.00	1.00	26.00	18.00	18.00	0	0	0	
CNAG_01562_2	289620	289697	78	cdsE	3.00	3.00	4.00	12.00	19.00	16.00	4.00	1.00	11.00	2.00	3.00	2.00	
CNAG_01562_3	290250	290304	55	cdsE	12.00	12.00	8.00	11.00	14.00	13.00	12.00	17.00	14.00	2.00	6.00	3.00	
CNAG_01562_4	290333	290448	116	cdsE	1.00	1.00	2.00	5.00	6.00	6.00	22.00	9.00	12.00	0	0	0	
CNAG_01562_5	290672	290683	12	utr3E	5.00	4.00	4.00	0	0	0	3.00	7.00	6.00	5.00	4.00	5.00	
CNAG_01562_6	290858	290858	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	
CNAG_01564_1	294987	294998	12	utr5E	6.00	7.00	4.00	0	0	0	0	0	0	0	0	0	
CNAG_01564_2	295112	295112	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNAG_01564_3	295531	295558	28	cdsE	3.00	8.00	8.00	0	0	0	0	0	0	0	0	0	
CNAG_01564_4	295736	295736	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_01564_5	295737	295738	2	cdsE	2.00	4.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_01564_6	295894	295894	1	cdsE	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	
CNAG_01564_7	296267	296293	27	cdsE	0	0	0	2.00	4.00	4.00	0	0	0	0	0	0	
CNAG_01564_8	296431	296466	36	cdsE	0	0	0	0	0	0	0	0	0	15.00	8.00	6.00	
CNAG_01564_9	296517	296518	2	cdsE	0	0	0	0	0	0	0	0	0	4.00	3.00	2.00	
CNAG_01564_10	296754	296754	1	cdsE	0	0	0	0	0	0	0	0	0	5.00	4.00	2.00	
CNAG_01565_1	297384	297509	126	utr5E	670.00	748.00	599.00	374.00	326.00	377.00	406.00	348.00	339.00	167.00	103.00	113.00	
CNAG_01567_1	304519	304523	5	utr5E	0	0	0	0	0	0	2.00	4.00	3.00	0	0	0	
CNAG_01567_2	304533	304536	4	utr5E	3.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_01567_3	304627	304627	1	utr5E	6.00	4.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01567_4	304987	305068	82	utr5E	20.00	31.00	17.00	9.00	6.00	11.00	16.00	22.00	12.00	3.00	2.00	3.00	
CNAG_01567_5	305422	305422	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	
CNAG_01567_6	305956	305956	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	2.00	1.00	1.00	
CNAG_01569_1	309054	309077	24	utr5E	107.00	137.00	91.00	90.00	66.00	69.00	104.00	75.00	61.00	68.00	45.00	47.00	
CNAG_01569_2	309798	309826	29	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	18.00	7.00	9.00	
CNAG_01571_1	313868	313868	1	utr5E	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01571_2	314065	314065	1	cdsI	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01571_3	314100	314112	13	cdsE	0	0	0	3.00	3.00	4.00	0	0	0	2.00	1.00	1.00	
CNAG_01571_4	314221	314221	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_01571_5	314297	314333	37	cdsE	1.00	1.00	1.00	3.00	4.00	5.00	0	0	0	2.00	2.00	1.00	
CNAG_01571_6	314468	314471	4	cdsE	0	0	0	0	0	0	0	0	0	3.00	4.00	4.00	
CNAG_01571_7	314539	314540	2	cdsE	1.00	2.00	1.00	0	0	0	0	0	0	6.00	3.00	7.00	
CNAG_01571_8	314540	314540	1	cdsE	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01571_9	314747	314866	120	cdsE	3.00	1.00	1.00	15.00	13.00	10.00	4.00	6.00	6.00	1.00	1.00	1.00	
CNAG_01571_10	314875	314875	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_01571_11	314927	314927	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_01572_1	317963	318000	38	utr5E	16.00	19.00	9.00	7.00	4.00	9.00	5.00	3.00	4.00	0	0	0	
CNAG_01572_2	318244	318252	9	utr5E	34.00	34.00	15.00	4.00	5.00	4.00	3.00	1.00	1.00	0	0	0	
CNAG_01572_3	318493	318493	1	utr5E	1.00	9.00	7.00	0	0	0	2.00	1.00	3.00	0	0	0	
CNAG_01572_4	318771	318771	1	cdsE	0	0	0	5.00	6.00	4.00	0	0	0	0	0	0	
CNAG_01574_1	325592	325598	7	utr5E	4.00	6.00	5.00	4.00	6.00	7.00	4.00	10.00	4.00	3.00	9.00	10.00	
CNAG_01574_2	325948	326082	135	utr5E	423.00	294.00	145.00	116.00	87.00	76.00	138.00	94.00	88.00	37.00	29.00	33.00	
CNAG_01574_3	326606	326667	62	utr5E	2.00	4.00	3.00	12.00	15.00	13.00	0	0	0	0	0	0	
CNAG_01574_4	328354	328490	137	cdsE	52.00	57.00	34.00	5.00	7.00	9.00	22.00	22.00	20.00	6.00	5.00	8.00	
CNAG_01575_1	329317	329327	11	utr5E	0	0	0	2.00	4.00	3.00	0	0	0	2.00	1.00	2.00	
CNAG_01575_2	329396	329430	35	cdsE	0	0	0	3.00	6.00	3.00	0	0	0	2.00	2.00	1.00	
CNAG_01575_3	330221	330221	1	cdsE	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01575_4	331564	331564	1	cdsE	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01575_5	331999	331999	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01575_6	332069	332071	3	cdsE	2.00	1.00	1.00	4.00	5.00	1.00	0	0	0	3.00	2.00	2.00	
CNAG_01575_7	332197	332197	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_01575_8	333021	333039	19	cdsE	0	0	0	0	0	0	0	0	0	6.00	4.00	4.00	
CNAG_01575_9	335025	335031	7	cdsE	0	0	0	2.00	3.00	5.00	0	0	0	0	0	0	
CNAG_01576_1	336282	336405	124	utr5E	81.00	84.00	66.00	99.00	64.00	80.00	174.00	178.00	136.00	65.00	45.00	63.00	
CNAG_01576_2	336501	336600	100	utr5E	43.00	52.00	45.00	60.00	64.00	43.00	52.00	45.00	45.00	71.00	58.00	62.00	
CNAG_01578_1	341833	341903	71	utr5E	53.00	69.00	86.00	53.00	38.00	44.00	76.00	58.00	57.00	78.00	48.00	98.00	
CNAG_01580_1	349345	349345	1	utr5E	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01580_2	349880	349911	32	cdsE	0	0	0	0	0	0	17.00	8.00	12.00	6.00	4.00	7.00	
CNAG_01580_3	351961	351961	1	cdsE	0	0	0	4.00	3.00	5.00	0	0	0	1.00	2.00	1.00	
CNAG_01580_4	353258	353300	43	cdsE	0	0	0	3.00	3.00	4.00	0	0	0	1.00	1.00	1.00	
CNAG_01580_5	353509	353741	233	cdsE	0	0	0	12.00	13.00	12.00	11.00	6.00	9.00	131.00	66.00	63.00	
CNAG_01580_6	353835	353844	10	cdsE	0	0	0	1.00	3.00	2.00	2.00	1.00	1.00	14.00	9.00	10.00	
CNAG_01580_7	353893	353897	5	cdsE	0	0	0	0	0	0	2.00	3.00	3.00	1.00	1.00	2.00	
CNAG_01581_1	354318	354321	4	utr5E	0	0	0	9.00	5.00	6.00	0	0	0	1.00	2.00	2.00	
CNAG_01581_2	354324	354324	1	utr5E	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01582_1	354873	354873	1	cdsE	0	0	0	0	0	0	3.00	2.00	2.00	0	0	0	
CNAG_01585_1	358935	359178	244	utr5E	861.00	1230.00	703.00	1102.00	947.00	1023.00	636.00	619.00	699.00	1248.00	823.00	966.00	
CNAG_01587_1	361222	361477	256	utr5E	1381.00	1744.00	1398.00	1426.00	1352.00	940.00	651.00	694.00	617.00	833.00	396.00	617.00	
CNAG_01588_1	364100	364142	43	cdsE	0	0	0	0	0	0	0	0	0	13.00	10.00	15.00	
CNAG_01588_2	364197	364197	1	cdsE	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_01588_3	364200	364227	28	cdsE	0	0	0	3.00	5.00	5.00	3.00	2.00	3.00	17.00	14.00	13.00	
CNAG_01588_4	364407	364517	111	cdsE	2.00	3.00	1.00	12.00	12.00	9.00	17.00	14.00	15.00	70.00	71.00	65.00	
CNAG_01588_5	364517	364517	1	utr3E	2.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_01590_1	366382	366387	6	utr5E	9.00	11.00	5.00	1.00	2.00	2.00	9.00	7.00	9.00	6.00	2.00	2.00	
CNAG_01590_2	366506	366506	1	cdsE	0	0	0	3.00	1.00	2.00	1.00	1.00	2.00	1.00	5.00	1.00	
CNAG_01592_1	371639	371643	5	utr5E	2.00	3.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_01594_1	375430	375574	145	utr5E	1293.00	1026.00	628.00	933.00	702.00	676.00	1189.00	865.00	493.00	696.00	347.00	512.00	
CNAG_01596_1	381441	381699	259	utr5E	1721.00	1580.00	1440.00	936.00	1033.00	768.00	826.00	693.00	681.00	518.00	354.00	394.00	
CNAG_01598_1	384023	384053	31	utr5E	185.00	271.00	266.00	116.00	102.00	127.00	54.00	56.00	60.00	55.00	34.00	46.00	
CNAG_01598_2	385152	385201	50	cdsE	0	0	0	25.00	27.00	21.00	16.00	13.00	15.00	21.00	22.00	8.00	
CNAG_01600_1	386359	386438	80	utr5E	309.00	530.00	424.00	346.00	240.00	280.00	178.00	193.00	218.00	379.00	225.00	379.00	
CNAG_01605_1	398581	398632	52	utr5E	19.00	27.00	23.00	39.00	32.00	17.00	23.00	22.00	23.00	79.00	60.00	80.00	
CNAG_01608_1	402142	402180	39	utr5E	16.00	17.00	23.00	1.00	1.00	1.00	4.00	2.00	2.00	2.00	2.00	1.00	
CNAG_01608_2	404193	404299	107	cdsE	0	0	0	4.00	2.00	2.00	8.00	4.00	7.00	9.00	7.00	7.00	
CNAG_01608_3	404389	404389	1	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_01609_1	406045	406104	60	utr5E	44.00	27.00	16.00	30.00	22.00	11.00	18.00	9.00	13.00	14.00	15.00	10.00	
CNAG_01609_2	407952	408012	61	cdsE	0	0	0	3.00	5.00	5.00	0	0	0	4.00	4.00	5.00	
CNAG_01609_3	408100	408142	43	cdsE	0	0	0	5.00	5.00	4.00	3.00	2.00	2.00	13.00	10.00	10.00	
CNAG_01611_1	412963	412963	1	utr5E	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	
CNAG_01611_2	413041	413041	1	utr5E	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	
CNAG_01611_3	414935	414935	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNAG_01612_1	419534	419553	20	utr5E	11.00	8.00	19.00	7.00	5.00	3.00	5.00	7.00	3.00	8.00	2.00	5.00	
CNAG_01612_2	419831	419831	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_01612_3	420001	420001	1	cdsE	0	0	0	5.00	5.00	5.00	0	0	0	2.00	1.00	2.00	
CNAG_01614_1	428151	428243	93	utr5E	378.00	449.00	388.00	211.00	216.00	225.00	143.00	139.00	129.00	126.00	96.00	114.00	
CNAG_01614_2	429599	429730	132	cdsE	180.00	200.00	176.00	48.00	44.00	60.00	60.00	57.00	58.00	13.00	11.00	12.00	
CNAG_01614_3	429895	429926	32	cdsE	0	0	0	8.00	5.00	7.00	3.00	3.00	1.00	21.00	13.00	16.00	
CNAG_01615_1	430426	430520	95	utr5E	333.00	432.00	320.00	266.00	200.00	206.00	245.00	243.00	234.00	179.00	83.00	155.00	
CNAG_01619_1	440923	440990	68	utr5E	35.00	31.00	32.00	35.00	21.00	24.00	89.00	64.00	57.00	16.00	10.00	18.00	
CNAG_01621_1	447830	448154	325	utr5E	3059.00	4000.00	3220.00	5838.00	4932.00	4844.00	6833.00	6628.00	5979.00	5167.00	3717.00	4352.00	
CNAG_01623_1	450690	450732	43	utr5E	162.00	151.00	156.00	91.00	77.00	65.00	47.00	49.00	50.00	34.00	19.00	21.00	
CNAG_01625_1	453630	453728	99	utr5E	54.00	64.00	67.00	34.00	23.00	32.00	60.00	71.00	59.00	27.00	30.00	19.00	
CNAG_01625_2	454709	454709	1	cdsE	0	0	0	6.00	8.00	3.00	2.00	1.00	1.00	0	0	0	
CNAG_01627_1	459834	459837	4	cdsE	0	0	0	4.00	4.00	2.00	0	0	0	0	0	0	
CNAG_01627_2	459891	459924	34	cdsE	18.00	72.00	59.00	20.00	24.00	24.00	26.00	32.00	45.00	9.00	33.00	4.00	
CNAG_01629_1	461079	461136	58	utr5E	131.00	140.00	153.00	66.00	55.00	67.00	112.00	129.00	133.00	74.00	35.00	65.00	
CNAG_01631_1	465166	465166	1	cdsE	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	
CNAG_01631_2	465294	465294	1	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	
CNAG_01631_3	465347	465347	1	cdsE	7.00	32.00	22.00	12.00	9.00	3.00	10.00	14.00	10.00	2.00	5.00	1.00	
CNAG_01631_4	465494	465494	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	5.00	1.00	
CNAG_01631_5	465577	465579	3	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	3.00	
CNAG_01631_6	466623	466639	17	cdsE	0	0	0	0	0	0	0	0	0	7.00	4.00	6.00	
CNAG_01631_7	467251	467255	5	utr3E	0	0	0	0	0	0	0	0	0	9.00	5.00	5.00	
CNAG_01633_1	469757	469838	82	utr5E	119.00	118.00	115.00	45.00	58.00	32.00	52.00	37.00	28.00	20.00	21.00	21.00	
CNAG_01633_2	470190	470192	3	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	3.00	4.00	4.00	
CNAG_01634_1	473379	473462	84	utr5E	166.00	175.00	143.00	104.00	104.00	94.00	97.00	75.00	71.00	123.00	80.00	116.00	
CNAG_01635_1	476458	476546	89	utr5E	24.00	29.00	21.00	68.00	58.00	52.00	18.00	19.00	8.00	71.00	32.00	45.00	
CNAG_01635_2	477398	477443	46	cdsE	1.00	1.00	1.00	4.00	6.00	6.00	0	0	0	12.00	5.00	8.00	
CNAG_01635_3	477836	477840	5	cdsI	4.00	16.00	13.00	0	0	0	0	0	0	0	0	0	
CNAG_01637_1	479701	479775	75	utr5E	192.00	231.00	178.00	197.00	159.00	165.00	140.00	141.00	138.00	209.00	98.00	145.00	
CNAG_01639_1	483042	483068	27	utr5E	89.00	110.00	100.00	48.00	49.00	47.00	24.00	23.00	25.00	4.00	7.00	3.00	
CNAG_01639_2	484467	484467	1	cdsE	0	0	0	1.00	2.00	3.00	0	0	0	3.00	1.00	1.00	
CNAG_01641_1	496770	496818	49	utr5E	70.00	94.00	86.00	54.00	54.00	53.00	38.00	51.00	45.00	78.00	53.00	82.00	
CNAG_01641_2	497925	498001	77	cdsE	19.00	34.00	20.00	11.00	21.00	12.00	2.00	1.00	1.00	0	0	0	
CNAG_01641_3	498914	498978	65	cdsE	13.00	19.00	13.00	11.00	17.00	12.00	0	0	0	5.00	5.00	2.00	
CNAG_01641_4	500475	500556	82	cdsE	1.00	2.00	1.00	2.00	1.00	1.00	1.00	1.00	1.00	35.00	17.00	13.00	
CNAG_01641_5	500612	500659	48	cdsE	0	0	0	2.00	2.00	5.00	0	0	0	17.00	8.00	14.00	
CNAG_01643_1	506905	507036	132	utr5E	580.00	592.00	430.00	621.00	526.00	464.00	127.00	104.00	92.00	181.00	86.00	118.00	
CNAG_01645_1	509124	509192	69	utr5E	32.00	25.00	44.00	95.00	73.00	59.00	51.00	46.00	34.00	101.00	79.00	87.00	
CNAG_01645_2	510450	510498	49	cdsE	5.00	9.00	5.00	0	0	0	0	0	0	5.00	4.00	5.00	
CNAG_01647_1	512906	513007	102	utr5E	163.00	133.00	97.00	137.00	145.00	105.00	105.00	98.00	72.00	68.00	49.00	70.00	
CNAG_01647_2	513174	513380	207	cdsE	2.00	1.00	1.00	52.00	47.00	46.00	1.00	1.00	1.00	4.00	4.00	3.00	
CNAG_01647_3	513718	513718	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	9.00	11.00	
CNAG_01650_1	520682	520731	50	utr5E	272.00	208.00	169.00	87.00	95.00	74.00	111.00	102.00	85.00	83.00	75.00	74.00	
CNAG_01657_1	539638	539737	100	cdsE	766.00	1039.00	854.00	844.00	734.00	672.00	477.00	477.00	483.00	402.00	266.00	308.00	
CNAG_01658_1	541860	541887	28	utr5E	31.00	31.00	31.00	8.00	5.00	4.00	39.00	34.00	29.00	26.00	33.00	28.00	
CNAG_01658_2	542530	542530	1	cdsE	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	
CNAG_01658_3	543472	543493	22	cdsE	8.00	19.00	7.00	0	0	0	3.00	2.00	5.00	0	0	0	
CNAG_01660_1	547987	548090	104	utr5E	222.00	181.00	175.00	218.00	214.00	207.00	153.00	113.00	134.00	70.00	44.00	75.00	
CNAG_01660_2	548433	548519	87	cdsE	27.00	35.00	29.00	12.00	16.00	12.00	4.00	6.00	4.00	1.00	1.00	1.00	
CNAG_01660_3	549472	549512	41	cdsE	0	0	0	6.00	5.00	7.00	19.00	16.00	19.00	10.00	7.00	10.00	
CNAG_01664_1	555361	555613	253	utr5E	1341.00	1349.00	983.00	1371.00	1474.00	1183.00	833.00	695.00	579.00	672.00	378.00	498.00	
CNAG_01666_1	558431	558463	33	utr5E	227.00	388.00	385.00	220.00	148.00	184.00	235.00	225.00	229.00	206.00	154.00	180.00	
CNAG_01667_1	559498	559522	25	utr5E	65.00	84.00	54.00	44.00	44.00	42.00	28.00	20.00	22.00	18.00	8.00	11.00	
CNAG_01670_1	564822	564918	97	utr5E	55.00	60.00	33.00	32.00	35.00	29.00	59.00	48.00	41.00	40.00	33.00	24.00	
CNAG_01672_1	568691	568738	48	utr5E	4.00	6.00	8.00	0	0	0	12.00	11.00	11.00	0	0	0	
CNAG_01675_1	577019	577055	37	utr5E	11.00	16.00	17.00	12.00	15.00	17.00	5.00	3.00	4.00	6.00	1.00	2.00	
CNAG_01675_2	577145	577203	59	cdsE	4.00	9.00	4.00	0	0	0	5.00	1.00	1.00	4.00	4.00	2.00	
CNAG_01675_3	578441	578441	1	utr3E	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_01677_1	580731	580789	59	cdsE	678.00	742.00	580.00	398.00	315.00	348.00	419.00	334.00	369.00	274.00	110.00	151.00	
CNAG_01679_1	586183	586279	97	utr5E	408.00	440.00	435.00	366.00	219.00	296.00	266.00	219.00	212.00	159.00	86.00	107.00	
CNAG_01681_1	592019	592120	102	utr5E	30.00	58.00	53.00	19.00	10.00	12.00	27.00	26.00	23.00	24.00	11.00	15.00	
CNAG_01681_2	592231	592239	9	utr5I	3.00	3.00	1.00	0	0	0	14.00	6.00	16.00	14.00	10.00	14.00	
CNAG_01681_3	594296	594318	23	utr3E	0	0	0	0	0	0	3.00	5.00	3.00	9.00	8.00	7.00	
CNAG_01681_4	594401	594401	1	utr3E	0	0	0	1.00	2.00	2.00	0	0	0	3.00	4.00	2.00	
CNAG_01683_1	604102	604193	92	utr5E	804.00	1131.00	989.00	543.00	380.00	408.00	141.00	155.00	152.00	154.00	148.00	157.00	
CNAG_01687_1	611336	611422	87	utr5E	178.00	213.00	184.00	95.00	117.00	74.00	163.00	188.00	112.00	96.00	53.00	69.00	
CNAG_01687_2	612800	613006	207	cdsE	0	0	0	26.00	31.00	27.00	21.00	14.00	16.00	45.00	22.00	22.00	
CNAG_01687_3	613162	613213	52	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	29.00	13.00	17.00	
CNAG_01688_1	614108	614151	44	utr5E	71.00	106.00	93.00	114.00	115.00	104.00	34.00	28.00	30.00	49.00	41.00	45.00	
CNAG_01688_2	614698	615010	313	cdsE	89.00	135.00	119.00	98.00	83.00	95.00	5.00	5.00	4.00	1.00	2.00	1.00	
CNAG_01688_3	616652	616748	97	cdsE	50.00	65.00	66.00	31.00	28.00	29.00	22.00	19.00	14.00	14.00	16.00	12.00	
CNAG_01690_1	618813	618850	38	utr5E	11.00	17.00	15.00	7.00	14.00	12.00	9.00	12.00	7.00	15.00	7.00	19.00	
CNAG_01690_2	619029	619184	156	cdsE	96.00	116.00	62.00	172.00	110.00	147.00	17.00	27.00	32.00	69.00	54.00	72.00	
CNAG_01693_1	628011	628038	28	utr5E	69.00	91.00	51.00	78.00	80.00	54.00	54.00	45.00	45.00	66.00	63.00	51.00	
CNAG_01693_2	628943	628983	41	cdsE	0	0	0	15.00	22.00	25.00	0	0	0	0	0	0	
CNAG_01694_1	629396	629449	54	utr5E	18.00	34.00	20.00	6.00	11.00	11.00	26.00	23.00	24.00	8.00	5.00	13.00	
CNAG_01694_2	630518	630518	1	cdsE	0	0	0	5.00	5.00	9.00	0	0	0	1.00	2.00	1.00	
CNAG_01694_3	632584	632702	119	cdsE	1.00	2.00	1.00	19.00	22.00	20.00	0	0	0	0	0	0	
CNAG_01696_1	638036	638154	119	utr5E	867.00	1197.00	1362.00	594.00	473.00	469.00	344.00	333.00	371.00	168.00	78.00	116.00	
CNAG_01701_1	653642	653723	82	utr5E	66.00	67.00	51.00	32.00	16.00	23.00	54.00	68.00	54.00	36.00	34.00	23.00	
CNAG_01701_2	655236	655238	3	cdsE	0	0	0	3.00	5.00	6.00	0	0	0	0	0	0	
CNAG_01701_3	655351	655381	31	cdsE	2.00	5.00	1.00	0	0	0	9.00	8.00	8.00	2.00	1.00	1.00	
CNAG_01702_1	656267	656284	18	utr5E	8.00	8.00	8.00	15.00	11.00	5.00	20.00	20.00	11.00	9.00	4.00	10.00	
CNAG_01702_2	656388	656396	9	utr5E	5.00	9.00	5.00	12.00	7.00	14.00	11.00	10.00	3.00	0	0	0	
