name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	WT_Fluco30_a	WT_Fluco30_b	WT_Fluco30_c	WT_Gal30_a	WT_Gal30_b	WT_Gal30_c	WT_SDS30_a	WT_SDS30_b	WT_SDS30_c	WT_RPMI30_a	WT_RPMI30_b	WT_RPMI30_c	WT_RPMImacro30_a	WT_RPMImacro30_b	WT_RPMImacro30_c
CNAG_05759_1	788963	788869	95	-	utr3E	992	1466	759	527	164	303	152	152	106	195	208	197	273	349	529	136	176	82	244	199	560	175	128	478	200	271	130
CNAG_05760_1	798453	798453	1	-	utr5E	3	11	2	36	5	16	8	8	3	1	1	3	20	18	24	10	7	5	8	5	16	2	3	5	5	13	9
CNAG_05760_2	799274	799274	1	-	utr5E	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05762_1	803362	803309	54	-	utr3E	40995	69760	55957	36298	9665	22249	2703	3602	2900	3594	4513	4309	20814	23246	30353	2357	3350	1401	20019	13160	37265	2285	1848	3557	12191	18393	7742
CNAG_05765_1	807724	807715	10	-	utr3E	282	500	377	385	101	227	69	74	95	73	108	90	167	195	293	84	106	33	122	131	346	275	241	287	116	217	146
CNAG_05767_1	812119	812109	11	-	utr3E	240	381	222	87	25	48	37	51	33	124	136	122	23	56	42	28	47	14	40	47	80	35	26	37	46	57	38
CNAG_05767_2	812396	812392	5	-	utr3E	7	7	6	0	0	0	0	0	0	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05769_1	819242	819228	15	-	utr3E	54	67	43	42	13	18	7	7	3	8	6	8	11	8	25	0	0	0	18	13	45	4	2	1	11	23	13
CNAG_05771_1	823348	823298	51	-	utr3E	42	34	25	18	2	12	15	18	12	13	14	12	16	12	17	25	25	10	11	14	22	15	10	10	23	24	17
CNAG_05771_2	825767	825767	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	1	2
CNAG_05773_1	836086	836053	34	-	utr3E	46	77	45	30	13	42	25	30	27	55	33	37	25	37	43	28	51	14	25	26	71	68	65	102	26	34	31
CNAG_05773_2	836359	836359	1	-	utr3E	9	8	4	4	2	2	1	3	4	5	3	7	2	2	4	0	0	0	0	0	0	4	4	5	3	3	1
CNAG_05773_3	836662	836662	1	-	cdsE	3	2	1	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05774_1	840697	840625	73	-	utr3E	107	161	98	9	2	3	6	10	8	57	47	44	14	16	14	3	9	3	8	11	18	30	17	30	7	17	14
CNAG_05775_1	841752	841745	8	-	utr3E	7	7	2	0	0	0	0	0	0	6	5	5	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
CNAG_05775_2	841811	841811	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_05775_3	841817	841817	1	-	utr3E	2	4	1	0	0	0	1	3	2	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	1	1	3
CNAG_05776_1	844679	844652	28	-	utr3E	203	417	191	69	25	42	32	36	30	137	122	108	39	55	61	29	36	23	42	26	81	3	3	8	25	35	18
CNAG_05778_1	847350	847349	2	-	utr3E	6	6	7	11	5	8	3	4	4	3	2	3	7	7	6	4	15	2	6	6	12	0	0	0	4	6	11
CNAG_05778_2	849861	849860	2	-	utr5E	26	18	16	9	1	4	7	3	2	10	20	23	3	3	3	3	3	1	0	0	0	0	0	0	1	2	2
CNAG_05782_1	853429	853417	13	-	utr3E	128	232	132	52	16	30	10	24	18	45	43	46	21	20	35	11	12	13	23	27	66	2	2	3	25	24	16
CNAG_05782_2	854383	854383	1	-	cdsE	8	15	10	0	0	0	0	0	0	1	7	4	0	0	0	1	6	1	3	3	1	0	0	0	3	4	1
CNAG_05784_1	857760	857758	3	-	utr3E	3	20	7	11	2	9	31	26	29	5	10	7	15	23	25	29	52	29	19	9	44	16	16	11	84	93	34
CNAG_05785_1	859700	859700	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	9	4
CNAG_05785_2	859750	859750	1	-	utr3E	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05785_3	859855	859855	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05786_1	867287	867287	1	-	utr3E	0	0	0	5	1	1	0	0	0	2	1	1	1	1	1	4	6	4	3	1	9	0	0	0	9	2	4
CNAG_05786_2	867346	867346	1	-	utr3E	4	5	6	0	0	0	0	0	0	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3
CNAG_05787_1	871521	871498	24	-	utr3E	124	168	103	32	8	15	8	8	5	33	29	39	16	17	22	4	7	3	12	13	32	0	0	0	13	11	11
CNAG_05787_2	871660	871630	31	-	utr3E	5	11	5	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05787_3	873800	873800	1	-	cdsE	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05789_1	876422	876403	20	-	utr3E	39	39	32	61	12	30	9	15	9	12	14	14	11	19	16	3	6	2	12	17	41	34	21	20	21	82	44
CNAG_05793_1	888059	888053	7	-	utr3E	36	73	26	16	8	14	6	4	9	11	7	7	8	13	10	8	7	3	7	7	22	0	0	0	17	14	12
CNAG_05793_2	888410	888410	1	-	cdsE	3	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05795_1	890874	890874	1	-	utr3E	11	10	8	3	1	1	1	2	2	10	3	1	2	2	3	3	1	1	3	4	7	0	0	0	1	3	2
CNAG_05795_2	890950	890944	7	-	utr3E	12	15	9	2	2	2	1	3	2	5	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05797_1	903058	902938	121	-	utr3E	140	170	120	43	19	38	24	21	15	45	33	54	17	16	42	18	30	7	25	26	71	20	13	17	36	35	19
CNAG_05797_2	905108	905105	4	-	cdsE	12	14	12	13	7	11	1	2	2	3	5	1	2	6	6	2	1	1	1	4	8	2	1	2	7	3	4
CNAG_05797_3	905108	905108	1	-	cdsE	12	14	12	0	0	0	1	2	2	3	5	1	2	6	6	2	1	1	1	4	8	2	1	2	7	3	4
CNAG_05797_4	905519	905519	1	-	cdsE	8	13	3	4	1	3	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	4	5	4
CNAG_05799_1	908287	908151	137	-	utr3E	655	821	425	515	181	393	592	705	552	250	322	306	433	418	604	487	648	313	421	354	1055	966	775	1071	476	645	398
CNAG_05801_1	913080	913070	11	-	utr3E	24	53	33	34	7	25	14	11	5	9	15	8	11	15	19	15	16	5	11	16	25	19	16	11	11	11	5
CNAG_05803_1	915852	915852	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05803_2	915856	915856	1	-	utr3E	0	0	0	0	0	0	3	2	3	1	2	1	0	0	0	0	0	0	2	2	2	13	9	6	7	19	7
CNAG_05804_1	919547	919539	9	-	utr3E	19	20	12	7	7	7	7	4	2	6	4	6	8	11	10	4	12	2	6	8	22	0	0	0	2	6	2
CNAG_05804_2	919622	919621	2	-	utr3E	16	22	6	12	2	6	3	2	2	5	11	11	0	0	0	0	0	0	2	1	4	0	0	0	2	3	2
CNAG_05804_3	920310	920310	1	-	cdsE	2	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05806_1	926956	926924	33	-	utr3E	23	31	18	5	5	2	3	2	4	10	9	10	5	3	3	2	2	2	2	1	1	0	0	0	2	2	1
CNAG_05808_1	929374	929345	30	-	utr3E	57	111	65	69	20	40	44	50	31	26	20	17	61	49	79	29	52	25	54	33	110	14	8	18	70	118	73
CNAG_05810_1	932628	932620	9	-	utr3E	0	0	0	7	6	6	0	0	0	0	0	0	3	3	3	0	0	0	1	1	6	2	2	2	1	3	1
CNAG_05810_2	932689	932676	14	-	utr3E	4	6	5	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05810_3	932806	932806	1	-	cdsE	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05812_1	935521	935514	8	-	utr3E	11	13	9	0	0	0	0	0	0	2	2	4	0	0	0	2	2	1	0	0	0	1	1	2	0	0	0
CNAG_05812_2	936186	936186	1	-	cdsE	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	2	2	1	0	0	0	2	2	2	0	0	0
CNAG_05813_1	939221	939206	16	-	utr3E	63	96	54	41	5	28	2	9	7	61	60	51	18	13	18	3	6	5	6	11	31	3	2	2	21	35	19
CNAG_05814_1	942242	942225	18	-	utr3E	14990	23432	15479	19069	4973	12426	1796	2374	2015	1830	2465	2065	10469	11723	16971	1513	2076	902	9777	7137	20831	1300	990	2228	7243	10150	5066
CNAG_05816_1	947963	947955	9	-	utr3E	0	0	0	16	2	3	2	2	5	0	0	0	5	5	8	3	6	1	8	7	17	6	3	1	1	2	3
CNAG_05816_2	948053	948053	1	-	cdsE	0	0	0	0	0	0	2	2	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05816_3	948182	948170	13	-	cdsE	16	22	17	6	1	2	0	0	0	7	7	7	0	0	0	1	2	1	0	0	0	0	0	0	1	1	3
CNAG_05817_1	949802	949734	69	-	utr3E	244	354	219	128	40	85	28	28	21	78	104	100	44	41	70	21	43	18	41	30	88	12	9	25	67	95	55
CNAG_05818_1	952046	951996	51	-	utr3E	191	252	135	75	13	39	46	58	25	136	123	123	43	58	73	42	43	13	40	31	101	176	123	161	119	184	95
CNAG_05818_2	958856	958834	23	-	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05819_1	959852	959852	1	-	cdsE	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05819_2	959855	959855	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05819_3	960106	960106	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0
CNAG_05820_1	960955	960955	1	-	utr3E	5	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	0	0	0	1	5	2
CNAG_05820_2	961023	961006	18	-	utr3E	14	26	26	29	6	15	16	19	15	16	25	23	11	18	20	20	31	6	18	14	18	0	0	0	23	19	18
CNAG_05822_1	964405	964394	12	-	utr3E	72	107	56	46	14	24	22	16	15	43	30	28	23	29	45	13	13	7	30	13	73	0	0	0	29	46	18
CNAG_05825_1	969597	969555	43	-	utr3E	0	0	0	40	13	26	10	6	5	0	0	0	19	17	18	13	12	11	13	8	31	0	0	0	27	28	25
CNAG_05826_1	972742	972684	59	-	utr3E	0	0	0	580	124	448	105	142	114	523	519	405	244	282	331	87	126	47	220	206	477	159	122	206	163	305	150
CNAG_05828_1	977145	977125	21	-	utr3E	437	662	406	137	45	102	39	64	41	74	76	104	63	82	119	40	53	25	80	67	176	55	36	65	50	80	53
CNAG_05830_1	984221	984220	2	-	utr3E	8	16	8	0	0	0	0	0	0	3	3	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
CNAG_05830_2	984299	984292	8	-	utr3E	18	20	9	25	8	11	2	5	3	2	5	1	2	2	3	4	2	4	6	7	10	0	0	0	7	7	2
CNAG_05830_3	984532	984527	6	-	cdsE	5	8	7	2	1	2	4	3	2	3	3	5	0	0	0	0	0	0	1	1	1	0	0	0	3	5	2
CNAG_05830_4	986015	986015	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05834_1	994684	994669	16	-	utr3E	19	29	30	5	3	9	5	4	4	8	14	8	14	5	13	1	4	4	13	5	21	9	3	4	25	23	20
CNAG_05834_2	994792	994785	8	-	utr3E	9	9	5	0	0	0	2	2	2	3	4	1	1	1	4	2	1	2	0	0	0	0	0	0	0	0	0
CNAG_05834_3	994792	994792	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05834_4	994950	994940	11	-	cdsE	5	19	11	1	1	1	0	0	0	9	4	4	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1
CNAG_05834_5	994953	994953	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_05834_6	998971	998971	1	-	utr5E	8	7	4	0	0	0	1	2	3	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05835_1	999298	999275	24	-	utr3E	19	31	25	13	5	3	13	20	9	20	32	25	3	1	5	4	9	4	3	4	4	47	43	73	13	29	21
CNAG_05835_2	999298	999298	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05835_3	999372	999349	24	-	utr3E	22	28	33	27	8	9	17	35	24	72	61	82	5	5	11	4	4	2	4	5	14	188	130	209	64	89	72
CNAG_05839_1	1012139	1012126	14	-	utr3E	0	0	0	473	114	263	131	224	120	0	0	0	206	342	404	138	205	86	236	164	510	78	55	69	155	209	138
CNAG_05841_1	1014118	1014115	4	-	utr3E	2	2	3	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	3	2	10	0	0	0	1	1	1
CNAG_05841_2	1015994	1015989	6	-	cdsE	2	3	3	0	0	0	2	2	1	4	6	7	0	0	0	0	0	0	0	0	0	1	1	2	2	4	4
CNAG_05844_1	1022563	1022551	13	-	utr3E	0	0	0	62	13	26	12	17	5	94	70	68	25	31	42	4	10	4	15	20	43	13	8	19	20	40	18
CNAG_05848_1	1031098	1031096	3	-	utr3E	43	59	38	21	11	14	5	3	3	5	9	11	6	5	17	7	6	4	14	10	24	0	0	0	2	3	2
CNAG_05851_1	1038482	1038472	11	-	utr3E	7	14	13	106	23	53	32	54	31	3	4	5	40	43	55	41	50	33	32	29	82	1	2	5	63	107	64
CNAG_05851_2	1038729	1038728	2	-	utr3E	3	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05853_1	1043206	1043206	1	-	utr3E	10	8	2	20	3	8	5	4	8	0	0	0	4	5	13	0	0	0	3	3	16	0	0	0	0	0	0
CNAG_05853_2	1043301	1043298	4	-	utr3E	0	0	0	6	3	7	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0
CNAG_05855_1	1046434	1046392	43	-	utr3E	11	23	12	0	0	0	0	0	0	5	8	4	0	0	0	0	0	0	0	0	0	5	5	5	0	0	0
CNAG_05855_2	1048129	1048129	1	-	cdsE	7	11	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05855_3	1048133	1048133	1	-	cdsE	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05859_1	1055399	1055392	8	-	utr3E	23	31	25	16	3	4	8	2	3	7	4	7	7	13	8	7	9	5	3	5	15	0	0	0	5	7	5
CNAG_05859_2	1055399	1055399	1	-	utr3E	0	0	0	16	3	4	8	2	3	7	4	7	7	13	8	0	0	0	3	5	15	0	0	0	5	7	5
CNAG_05861_1	1059012	1058991	22	-	utr3E	56	86	46	43	12	31	31	42	37	82	99	75	15	20	28	38	65	23	10	12	27	18	15	23	33	29	26
CNAG_05861_2	1062861	1062859	3	-	utr5E	5	8	12	6	5	6	13	7	3	7	7	13	3	3	7	6	5	8	4	3	7	12	9	21	26	40	11
CNAG_05861_3	1063030	1063026	5	-	utr5E	5	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05862_1	1063827	1063827	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3
CNAG_05862_2	1063831	1063831	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05862_3	1065237	1065235	3	-	utr3E	5	5	7	18	2	8	7	4	8	0	0	0	5	5	8	1	2	3	3	3	10	3	7	5	21	13	6
CNAG_05862_4	1066026	1066026	1	-	cdsE	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05864_1	1068559	1068488	72	-	utr3E	106	163	70	14	8	9	10	16	11	46	43	51	15	24	15	7	16	6	11	8	30	47	41	42	33	46	38
CNAG_05864_2	1068760	1068755	6	-	utr3E	3	4	1	10	1	4	1	2	1	11	14	9	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_05864_3	1068958	1068942	17	-	cdsE	17	12	10	2	1	1	0	0	0	16	16	13	2	2	2	0	0	0	0	0	0	8	4	5	10	9	6
CNAG_05864_4	1070787	1070787	1	-	cdsE	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05865_1	1073863	1073853	11	-	utr3E	613	853	564	603	119	365	105	145	100	285	320	262	358	282	435	81	134	69	218	173	528	161	141	194	354	816	431
CNAG_05868_1	1081969	1081969	1	-	utr3E	1	2	3	1	1	2	0	0	0	2	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05868_2	1082580	1082580	1	-	cdsI	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05871_1	1087024	1086945	80	-	utr3E	464	854	424	97	33	35	62	83	77	272	328	329	101	110	154	47	103	48	56	61	153	565	474	417	80	125	86
CNAG_05872_1	1088042	1088036	7	-	utr3E	48	65	20	7	1	3	5	6	6	26	26	29	4	10	9	4	12	2	4	4	8	34	24	21	26	26	26
CNAG_05872_2	1088133	1088132	2	-	utr3E	3	10	4	2	1	2	4	5	2	8	5	8	0	0	0	0	0	0	3	3	5	11	8	4	10	7	11
CNAG_05872_3	1088410	1088410	1	-	utr3E	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05872_4	1088489	1088489	1	-	cdsE	7	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4
CNAG_05873_1	1090755	1090703	53	-	utr3E	172	254	149	58	17	30	100	117	60	384	380	322	40	50	41	65	67	36	25	13	38	10	10	1	30	49	28
CNAG_05873_2	1091755	1091755	1	-	cdsE	7	10	12	3	2	4	14	13	7	11	12	13	1	6	8	4	11	7	4	2	5	0	0	0	0	0	0
CNAG_05875_1	1095604	1095598	7	-	utr3E	205	303	213	67	17	48	23	22	9	38	53	59	23	30	49	11	34	10	41	52	83	0	0	0	14	12	3
CNAG_05875_2	1095715	1095691	25	-	utr3E	6	10	5	8	4	2	0	0	0	5	6	6	1	1	1	0	0	0	2	1	3	0	0	0	0	0	0
CNAG_05877_1	1097642	1097642	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
CNAG_05877_2	1097653	1097650	4	-	utr3E	4	5	4	5	2	3	2	4	2	2	7	3	5	4	3	2	2	2	4	4	2	0	0	0	0	0	0
CNAG_05880_1	1101902	1101897	6	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	3	5	5
CNAG_05880_2	1101995	1101995	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
CNAG_05884_1	1111435	1111423	13	-	utr3E	849	1186	788	389	85	271	34	55	39	135	114	108	106	132	152	22	29	14	100	104	264	130	82	195	105	165	106
CNAG_05884_2	1111639	1111632	8	-	utr3E	86	119	66	57	17	62	5	14	10	10	5	9	18	15	28	2	4	2	24	21	71	20	12	40	36	41	30
CNAG_05885_1	1116077	1116077	1	-	utr3E	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05886_1	1118840	1118808	33	-	utr3E	207	343	240	246	69	146	80	82	63	120	145	118	131	119	181	54	75	35	103	58	251	65	87	67	156	239	120
CNAG_05888_1	1121464	1121397	68	-	utr3E	0	0	0	583	152	366	233	233	236	191	203	179	281	287	396	190	258	122	222	178	506	307	261	303	531	873	491
CNAG_05890_1	1125663	1125657	7	-	utr3E	44	62	62	14	3	13	6	11	7	21	16	34	8	14	16	4	8	4	7	13	21	5	4	1	9	15	3
CNAG_05891_1	1126967	1126967	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_05891_2	1127035	1126971	65	-	utr3E	10	17	6	0	0	0	2	4	8	21	21	17	3	1	2	0	0	0	0	0	0	0	0	0	7	10	11
CNAG_05891_3	1127171	1127160	12	-	utr3E	3	5	3	0	0	0	1	3	2	13	15	15	0	0	0	0	0	0	0	0	0	2	1	2	1	4	1
CNAG_05891_4	1127797	1127772	26	-	cdsE	12	16	10	12	1	5	6	5	9	39	31	31	6	6	6	9	7	1	3	1	14	6	6	5	16	27	26
CNAG_05892_1	1129452	1129430	23	-	utr3E	292	406	241	77	18	42	27	18	20	76	109	96	45	61	60	11	7	8	48	26	96	0	0	0	34	46	32
CNAG_05895_1	1148239	1148237	3	-	utr3E	54	93	48	20	2	6	4	10	4	13	10	10	4	10	17	3	9	2	6	10	23	0	0	0	4	10	4
CNAG_05895_2	1148357	1148303	55	-	utr3E	31	35	29	21	2	9	0	0	0	12	14	14	4	5	11	0	0	0	5	6	7	0	0	0	1	6	3
CNAG_05895_3	1150563	1150563	1	-	cdsE	7	6	2	5	2	3	2	2	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	5	1	1
CNAG_05895_4	1152070	1152061	10	-	cdsE	14	36	16	37	6	20	7	9	3	14	17	10	1	6	13	2	5	1	3	5	20	0	0	0	5	10	11
CNAG_05896_1	1153833	1153780	54	-	utr3E	59	87	48	20	4	14	10	6	2	36	28	15	11	16	17	2	5	2	11	3	15	0	0	0	14	20	8
CNAG_05898_1	1157315	1157282	34	-	utr3E	146	295	188	102	29	80	47	61	57	104	118	89	82	91	124	62	89	37	81	63	173	1	1	1	58	69	30
CNAG_05899_1	1158651	1158627	25	-	utr3E	152	236	169	214	46	157	33	48	32	45	52	46	89	85	150	19	35	12	72	67	185	5	12	19	49	114	37
CNAG_05900_1	1160537	1160530	8	-	utr3E	462	648	423	221	53	123	47	53	35	117	152	142	77	118	130	22	37	12	74	66	176	14	8	24	70	114	57
CNAG_05900_2	1162602	1162569	34	-	cdsE	117	114	77	73	14	41	16	19	8	43	45	48	13	19	32	14	14	5	21	20	70	3	8	6	22	30	22
CNAG_05902_1	1164830	1164819	12	-	utr3E	69	114	95	54	15	34	22	33	23	32	37	25	25	23	42	10	15	5	25	19	48	5	2	13	55	100	49
CNAG_05903_1	1168557	1168557	1	-	utr3I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	3	2
CNAG_05903_2	1169090	1169090	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	3	5
CNAG_05903_3	1170072	1170072	1	-	utr3E	0	0	0	0	0	0	1	1	1	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_05903_4	1170207	1170203	5	-	utr3I	4	11	5	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05905_1	1172918	1172805	114	-	utr3E	21	29	17	60	18	45	25	13	22	8	4	7	13	13	34	18	42	14	19	29	42	7	6	22	42	62	35
CNAG_05905_2	1173527	1173505	23	-	cdsE	19	15	10	41	10	24	2	1	1	19	21	13	11	7	13	4	7	5	2	6	13	10	5	15	14	28	18
CNAG_05905_3	1174384	1174384	1	-	cdsE	3	4	2	0	0	0	4	1	2	7	2	5	0	0	0	0	0	0	2	1	5	0	0	0	2	4	2
CNAG_05907_1	1177290	1177241	50	-	utr3E	966	1477	822	572	157	368	204	254	212	184	260	221	540	529	895	178	240	121	400	344	980	144	122	278	275	571	222
CNAG_05909_1	1186958	1186929	30	-	utr3E	3434	5154	3345	1497	374	898	318	454	317	1111	1264	1087	718	846	1177	287	432	183	676	515	1444	174	167	218	354	574	296
CNAG_05910_1	1191889	1191869	21	-	utr3E	7	9	9	9	2	3	2	2	5	3	1	3	1	2	6	2	3	4	0	0	0	0	0	0	0	0	0
CNAG_05910_2	1191889	1191889	1	-	utr3E	0	0	0	9	2	3	0	0	0	0	0	0	1	2	6	2	3	4	0	0	0	0	0	0	0	0	0
CNAG_05910_3	1193465	1193465	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
CNAG_05912_1	1195981	1195981	1	-	utr3E	1	2	1	2	1	3	0	0	0	0	0	0	0	0	0	1	2	1	2	5	1	0	0	0	2	1	2
CNAG_05912_2	1196226	1196226	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_05912_3	1196266	1196266	1	-	utr3E	5	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05912_4	1196324	1196315	10	-	utr3E	9	13	6	0	0	0	2	1	2	3	7	10	3	1	2	1	1	1	2	3	4	0	0	0	1	3	2
CNAG_05912_5	1196324	1196324	1	-	utr3E	0	0	0	0	0	0	2	1	2	3	7	10	3	1	2	1	1	1	0	0	0	0	0	0	1	3	2
CNAG_05913_1	1200528	1200518	11	-	utr3E	39	57	38	4	2	6	1	2	1	9	11	11	2	3	7	1	1	1	1	4	3	0	0	0	16	39	10
CNAG_05915_1	1206287	1206268	20	-	utr3E	54	86	28	0	0	0	42	33	39	35	49	30	10	22	14	12	24	16	1	3	9	88	60	83	14	10	5
CNAG_05917_1	1210510	1210501	10	-	utr3E	0	0	0	4	2	3	0	0	0	0	0	0	2	2	3	0	0	0	6	2	8	0	0	0	0	0	0
CNAG_05917_2	1210586	1210578	9	-	utr3E	101	152	115	23	9	15	3	4	3	58	46	45	12	22	16	3	6	1	16	20	48	1	2	5	11	13	4
CNAG_05920_1	1218371	1218371	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	5	4	6	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_05920_2	1218431	1218372	60	-	utr3E	13	19	14	15	5	8	0	0	0	0	0	0	2	7	5	0	0	0	5	4	7	0	0	0	1	5	1
CNAG_05920_3	1218483	1218482	2	-	utr3E	0	0	0	17	4	11	4	2	3	0	0	0	6	5	12	4	3	1	5	7	22	0	0	0	8	10	6
