name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c	upf1_Expo30_a	upf1_Expo30_b	upf1_Expo30_c	pab2_Expo30_a	pab2_Expo30_b	pab2_Expo30_c
CNF02140_1	624197	624191	7	-	utr3E	201	112	64	43	21	13	46	33	54	49	59	32	93	64	75	17	10	15
CNF02140_2	625087	625087	1	-	cdsE	2	2	1	0	0	0	3	3	3	8	3	4	0	0	0	0	0	0
CNF02145_1	625938	625932	7	-	utr3E	2	5	2	33	12	16	1	2	2	13	12	9	0	0	0	7	4	4
CNF02145_2	625938	625938	1	-	utr3E	2	5	2	0	0	0	1	2	2	0	0	0	0	0	0	7	4	4
CNF02145_3	627381	627373	9	-	cdsE	25	15	11	9	5	4	6	6	12	6	4	7	4	3	3	86	34	64
CNF02160_1	629058	629014	45	-	utr3E	883	530	376	359	224	253	314	326	431	431	460	366	407	362	317	302	144	287
CNF02190_1	641316	641259	58	-	utr3E	277	158	118	104	66	50	152	141	170	219	242	211	123	87	87	39	29	27
CNF02210_1	643035	643001	35	-	utr3E	7	4	4	18	30	15	4	5	3	0	0	0	9	1	8	0	0	0
CNF02210_2	643284	643282	3	-	cdsE	9	11	6	72	90	48	0	0	0	1	1	2	0	0	0	7	5	8
CNF02220_1	645842	645806	37	-	utr3E	14	9	6	15	16	11	6	3	8	41	39	32	11	14	9	0	0	0
CNF02220_2	646268	646220	49	-	utr3E	92	53	30	14	10	10	71	90	129	162	199	172	37	26	28	6	9	15
CNF02240_1	649041	649033	9	-	utr3E	16	5	8	24	22	22	15	11	19	16	15	11	7	12	15	1	2	3
CNF02240_2	649404	649404	1	-	cdsE	7	4	5	15	8	6	4	4	4	5	9	4	3	2	6	0	0	0
CNF02240_3	651300	651297	4	-	cdsE	4	2	2	14	14	5	6	8	6	9	9	7	18	15	10	7	3	3
CNF02240_4	651300	651300	1	-	cdsE	4	2	2	0	0	0	6	8	6	0	0	0	0	0	0	7	3	3
CNF02245_1	652013	652006	8	-	utr3E	753	355	204	351	236	187	296	267	372	398	516	393	317	303	267	237	133	213
CNF02250_1	653116	653043	74	-	utr3E	716	472	376	160	118	87	92	94	98	115	139	116	283	182	188	96	52	82
CNF02250_2	654041	654041	1	-	cdsE	14	15	8	15	8	3	11	14	14	18	21	17	12	6	9	0	0	0
CNF02270_1	659780	659773	8	-	utr3E	164	123	80	56	36	29	42	34	46	27	38	42	81	64	64	62	57	87
CNF02270_2	659947	659946	2	-	cdsE	9	10	9	4	2	1	2	2	1	3	9	6	12	3	1	2	2	2
CNF02290_1	664540	664375	166	-	utr3E	236	133	109	89	57	43	43	36	64	74	73	52	87	61	61	33	27	21
CNF02310_1	671636	671631	6	-	utr3E	50	28	17	32	16	12	18	15	23	52	37	42	47	27	29	0	0	0
CNF02310_2	671770	671738	33	-	utr3E	117	100	61	100	61	40	59	37	56	154	160	146	76	53	52	3	2	1
CNF02320_1	678045	678040	6	-	utr3E	630	327	208	200	84	68	58	52	78	45	58	57	79	55	53	95	69	96
CNF02340_1	683182	683142	41	-	utr3E	126	131	90	102	74	56	84	73	97	217	288	220	73	51	32	15	10	12
CNF02340_2	684282	684276	7	-	utr5E	2	3	1	0	0	0	4	5	5	1	3	4	0	0	0	8	11	8
CNF02360_1	686840	686805	36	-	utr3E	267	182	113	304	153	124	79	83	91	144	124	119	131	97	90	47	19	36
CNF02380_1	690874	690843	32	-	utr3E	40	22	15	9	4	5	2	3	9	53	56	70	6	3	6	7	5	13
CNF02400_1	700870	700815	56	-	utr3E	54	46	23	46	23	15	42	37	42	61	64	47	53	31	26	8	3	5
CNF02400_2	703390	703390	1	-	cdsE	4	4	2	0	0	0	2	3	4	4	3	3	2	5	7	0	0	0
CNF02415_1	707485	707449	37	-	utr3E	315	135	131	34	26	22	417	365	675	518	759	648	54	20	21	26	24	28
CNF02415_2	708036	708033	4	-	cdsI	6	39	21	7	12	9	283	247	442	581	965	726	10	4	2	7	2	3
CNF02430_1	711088	711032	57	-	utr3E	237	96	51	106	65	52	21	19	52	57	62	48	183	114	115	48	45	45
CNF02430_2	712151	712143	9	-	cdsE	8	7	6	2	4	3	4	7	12	4	1	2	4	5	4	19	7	6
CNF02430_3	712330	712330	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	37	42
CNF02440_1	712753	712689	65	-	utr3E	98	27	34	2782	1728	1582	11	6	8	223	238	197	3	3	3	0	0	0
CNF02445_1	714724	714723	2	-	utr3E	20	7	6	51	38	26	11	4	8	19	27	14	6	1	5	2	1	1
CNF02445_2	716226	716136	91	-	utr5E	54	28	16	17	14	8	14	15	13	2	2	5	2	3	3	444	230	320
CNF02470_1	720068	720060	9	-	utr3E	298	166	95	131	84	72	83	82	91	112	137	92	82	54	60	73	70	80
CNF02490_1	723403	723402	2	-	utr3E	15	12	5	28	8	11	21	24	27	33	28	26	7	8	6	0	0	0
CNF02490_2	723476	723462	15	-	utr3E	0	0	0	6	5	6	0	0	0	3	2	4	0	0	0	0	0	0
CNF02520_1	728584	728558	27	-	utr3E	6748	4267	2938	2291	1682	1133	1180	942	1309	1572	1485	1275	2000	1170	1181	1309	729	902
CNF02530_1	732733	732639	95	-	utr3E	69	52	38	131	69	45	193	151	245	112	137	118	25	21	17	10	5	5
CNF02540_1	737629	737603	27	-	utr3E	488	232	158	110	44	44	65	50	92	95	140	80	127	134	128	57	39	74
CNF02560_1	740919	740873	47	-	utr3E	22	10	6	20	21	22	15	11	25	29	35	29	5	5	7	6	5	5
CNF02590_1	746826	746816	11	-	utr3E	513	293	231	167	122	88	97	60	137	255	305	258	181	148	119	104	80	92
CNF02620_1	751532	751490	43	-	utr3E	477	486	335	452	338	257	71	68	90	114	112	82	120	82	99	64	52	56
CNF02650_1	758300	758293	8	-	utr3E	125	132	86	28	29	13	59	59	67	75	95	65	35	28	30	18	15	15
CNF02690_1	766822	766802	21	-	utr3E	83	58	36	12	9	13	9	5	6	17	10	6	10	14	18	12	11	23
CNF02710_1	769495	769491	5	-	utr3E	9	8	8	14	8	6	8	8	7	2	2	5	7	6	9	0	0	0
CNF02710_2	769609	769603	7	-	utr3E	5	2	3	5	4	8	0	0	0	0	0	0	0	0	0	0	0	0
CNF02710_3	769715	769711	5	-	utr3E	67	42	27	39	15	21	49	47	62	50	51	50	41	22	21	14	6	18
CNF02710_4	770934	770934	1	-	cdsE	0	0	0	0	0	0	0	0	0	4	10	5	3	1	2	1	1	2
CNF02720_1	776496	776448	49	-	utr3E	503	306	223	387	241	176	156	128	170	227	211	167	134	87	87	90	43	47
CNF02735_1	779758	779655	104	-	utr3E	35	20	21	49	44	31	0	0	0	8	8	7	6	4	7	29	10	8
CNF02735_2	779919	779862	58	-	cdsE	1	3	1	10	7	6	0	0	0	11	6	9	1	2	1	0	0	0
CNF02735_3	781288	781288	1	-	cdsE	17	12	7	5	3	2	0	0	0	0	0	0	0	0	0	10	10	8
CNF02750_1	783690	783690	1	-	utr3E	2	1	1	7	11	6	0	0	0	1	1	3	2	2	1	0	0	0
CNF02750_2	783987	783959	29	-	utr3E	9	5	4	31	19	10	0	0	0	18	18	11	0	0	0	0	0	0
CNF02750_3	785271	785271	1	-	utr5I	0	0	0	0	0	0	0	0	0	4	13	7	0	0	0	0	0	0
CNF02750_4	786494	786479	16	-	utr5E	0	0	0	0	0	0	0	0	0	2	6	4	0	0	0	2	1	1
CNF02750_5	786632	786557	76	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	10	14
CNF02770_1	791977	791960	18	-	utr3E	387	235	170	556	325	217	305	242	328	167	206	122	197	102	123	59	38	44
CNF02770_2	796442	796439	4	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	9
CNF02790_1	796705	796705	1	-	utr3E	0	0	0	5	2	1	0	0	0	3	2	2	1	1	2	0	0	0
CNF02790_2	799746	799745	2	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	2
CNF02800_1	800666	800467	200	-	utr3E	2768	1243	862	1338	742	587	537	454	657	697	759	633	775	655	552	339	205	321
CNF02810_1	802906	802876	31	-	utr3E	26	10	12	125	69	52	6	4	6	38	34	43	17	7	8	7	1	5
CNF02810_2	802906	802906	1	-	utr3E	26	10	12	0	0	0	6	4	6	38	34	43	17	7	8	7	1	5
CNF02820_1	805937	805894	44	-	utr3E	27	15	11	90	48	34	14	14	17	80	85	56	32	18	25	11	5	15
CNF02820_2	808247	808247	1	-	utr5E	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0
CNF02820_3	808254	808254	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2
CNF02830_1	809606	809606	1	-	utr3E	0	0	0	2	3	2	0	0	0	1	2	3	0	0	0	0	0	0
CNF02830_2	809961	809960	2	-	utr3E	0	0	0	2	1	1	0	0	0	2	2	3	14	12	12	0	0	0
CNF02830_3	810045	810034	12	-	utr3E	6	3	5	9	12	7	1	1	4	4	3	7	26	8	11	4	3	1
CNF02830_4	811942	811941	2	-	cdsE	0	0	0	2	1	1	3	6	3	5	6	4	24	14	7	0	0	0
CNF02830_5	812292	812292	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	2
CNF02840_1	812585	812454	132	-	utr3E	89	47	40	104	82	56	19	17	27	34	38	39	45	20	23	27	7	17
CNF02860_1	816176	816168	9	-	utr3I	88	65	44	80	68	51	85	83	101	98	124	103	88	55	47	30	10	13
CNF02875_1	820838	820810	29	-	utr3E	416	190	170	177	123	86	283	251	426	210	248	158	118	95	66	120	64	119
CNF02890_1	822943	822920	24	-	utr3E	27	9	10	93	61	43	7	5	14	39	54	39	33	20	15	8	6	4
CNF02890_2	823799	823799	1	-	cdsE	10	1	1	12	5	1	0	0	0	0	0	0	0	0	0	0	0	0
CNF02890_3	824886	824886	1	-	cdsE	0	0	0	2	2	3	1	1	1	0	0	0	0	0	0	0	0	0
CNF02890_4	825118	825110	9	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	3
CNF02890_5	825169	825169	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
CNF02910_1	829797	829758	40	-	utr3I	80	55	45	15	11	9	771	615	1025	556	598	455	9	5	2	0	0	0
CNF02910_2	830489	830486	4	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	4
CNF02910_3	830541	830541	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2
CNF02930_1	832449	832449	1	-	utr3E	0	0	0	0	0	0	2	1	2	0	0	0	1	1	1	0	0	0
CNF02930_2	832474	832458	17	-	utr3E	0	0	0	3	5	1	0	0	0	9	9	6	0	0	0	0	0	0
CNF02930_3	832589	832538	52	-	utr3E	14	7	11	33	25	19	3	9	11	13	13	14	6	6	7	3	3	4
CNF02930_4	834467	834467	1	-	utr5E	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNF02930_5	834674	834646	29	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	8
CNF02930_6	834742	834729	14	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	11
CNF02960_1	840548	840471	78	-	utr3E	376	313	210	251	159	134	102	87	158	45	72	39	114	83	82	213	133	185
CNF02990_1	853958	853957	2	-	utr3E	12	16	11	31	15	19	4	9	4	8	8	8	7	4	5	0	0	0
CNF02990_2	854026	854026	1	-	utr3E	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
CNF02990_3	855943	855943	1	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2
CNF03000_1	856693	856688	6	-	utr3E	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	3	2	2
CNF03000_2	856837	856833	5	-	utr3E	32	27	20	113	98	53	18	20	28	73	70	47	32	16	16	5	5	10
CNF03000_3	856837	856837	1	-	utr3E	32	27	20	0	0	0	18	20	28	0	0	0	32	16	16	0	0	0
CNF03010_1	860523	860519	5	-	utr3E	24	13	13	31	18	21	8	9	23	24	12	14	22	12	11	20	7	10
CNF03010_2	860581	860580	2	-	cdsE	2	2	1	8	4	3	1	1	6	1	3	1	0	0	0	0	0	0
CNF03010_3	861529	861492	38	-	cdsE	0	0	0	0	0	0	8	6	7	0	0	0	0	0	0	20	8	20
CNF03150_1	936415	936406	10	-	cdsE	0	0	0	0	0	0	5	4	4	4	3	2	0	0	0	9	6	5
CNF03150_2	936665	936651	15	-	cdsE	9	4	3	6	10	3	0	0	0	0	0	0	0	0	0	1	2	1
CNF03160_1	938938	938875	64	-	utr3E	18535	7680	5307	5321	3343	2865	6768	6335	8519	5239	6195	4686	4603	4092	3734	3020	2159	3191
CNF03190_1	948884	948828	57	-	utr3E	137	59	62	155	94	61	8	9	9	11	9	6	13	11	13	30	15	21
CNF03200_1	953051	952988	64	-	utr3E	762	396	257	270	165	121	262	208	330	387	458	311	291	285	233	126	87	103
CNF03210_1	957574	957559	16	-	utr3E	86	47	33	103	69	47	26	25	51	47	52	46	36	20	18	33	17	11
CNF03210_2	958292	958290	3	-	utr5E	12	5	1	5	2	2	20	10	19	10	15	11	0	0	0	45	16	21
CNF03220_1	959984	959930	55	-	utr3E	192	93	64	96	62	47	52	35	33	88	59	56	56	33	37	9	7	8
CNF03240_1	964855	964847	9	-	utr3E	22	17	10	11	12	10	57	44	60	23	38	26	8	2	4	4	3	3
CNF03240_2	964928	964925	4	-	utr3E	62	32	23	19	13	12	51	49	69	33	39	25	16	14	14	33	17	18
CNF03240_3	967078	967078	1	-	utr5E	0	0	0	0	0	0	7	2	1	0	0	0	0	0	0	15	2	3
CNF03260_1	969452	969394	59	-	utr3E	271	210	118	195	83	77	172	206	231	234	264	207	181	141	122	45	18	32
CNF03280_1	978400	978389	12	-	utr3E	46	37	22	40	28	19	13	11	10	7	18	11	19	12	10	13	5	9
CNF03300_1	980845	980840	6	-	utr3E	13	15	14	17	11	5	3	8	5	2	13	4	8	5	8	8	9	12
CNF03300_2	981470	981470	1	-	cdsE	1	1	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0
CNF03300_3	981662	981662	1	-	cdsE	1	1	3	1	1	2	0	0	0	0	0	0	2	1	2	0	0	0
CNF03300_4	981666	981666	1	-	cdsE	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0
CNF03300_5	981754	981754	1	-	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1
CNF03320_1	985024	985021	4	-	utr3E	113	56	48	70	47	34	12	11	18	16	23	19	54	62	57	21	17	19
CNF03360_1	993004	992936	69	-	utr3E	161	114	77	51	30	24	12	12	6	57	60	42	38	27	29	18	9	10
CNF03360_2	993156	993119	38	-	utr3E	365	273	168	136	62	76	101	87	117	97	121	74	120	98	105	40	23	35
CNF03390_1	999563	999559	5	-	utr3E	124	87	51	128	83	73	114	92	131	245	230	195	116	61	60	46	15	32
CNF03410_1	1005260	1005243	18	-	utr3I	327	300	207	274	173	138	73	52	85	91	94	81	141	123	155	71	61	92
CNF03425_1	1010578	1010571	8	-	utr3E	0	0	0	13	12	6	0	0	0	3	3	3	0	0	0	0	0	0
CNF03425_2	1010682	1010678	5	-	utr3E	2	1	1	36	5	18	0	0	0	10	10	11	0	0	0	0	0	0
CNF03425_3	1011212	1011211	2	-	cdsE	13	8	4	59	27	30	0	0	0	0	0	0	0	0	0	0	0	0
CNF03425_4	1011279	1011278	2	-	cdsI	0	0	0	0	0	0	1	1	1	8	9	7	0	0	0	0	0	0
CNF03425_5	1011279	1011279	1	-	cdsI	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CNF03440_1	1014222	1014216	7	-	utr3E	4	11	9	15	22	12	43	39	58	24	23	25	30	21	22	7	3	7
CNF03440_2	1016860	1016860	1	-	cdsI	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNF03440_3	1017219	1017217	3	-	cdsE	1	2	1	4	2	2	0	0	0	4	5	4	0	0	0	0	0	0
CNF03460_1	1024631	1024630	2	-	utr3E	107	115	59	40	45	20	132	124	189	126	129	110	118	96	121	22	14	11
CNF03470_1	1026826	1026812	15	-	utr3E	14	5	13	76	29	21	57	48	75	184	170	206	9	11	10	1	1	1
CNF03470_2	1028963	1028945	19	-	utr5E	0	0	0	0	0	0	16	18	11	116	109	124	0	0	0	9	6	1
CNF03470_3	1029059	1029053	7	-	utr5E	0	0	0	0	0	0	27	23	34	10	18	14	0	0	0	40	16	23
CNF03470_4	1029129	1029128	2	-	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	35	50
CNF03480_1	1029895	1029870	26	-	utr3E	27	25	17	12	10	8	14	11	16	27	23	32	24	20	23	1	1	1
CNF03480_2	1033632	1033592	41	-	utr5E	7	5	4	1	3	2	57	31	60	46	46	47	28	12	16	19	6	12
CNF03500_1	1035395	1035371	25	-	utr3E	253	208	119	115	66	48	184	219	250	340	422	333	196	136	129	280	139	175
CNF03530_1	1042069	1041970	100	-	utr3E	310	268	133	210	106	93	1719	1615	2419	756	916	705	202	178	131	84	51	63
CNF03530_2	1046105	1046095	11	-	cdsI	43	38	25	7	3	3	135	167	173	67	70	53	3	3	3	22	18	12
CNF03540_1	1047029	1046980	50	-	utr3E	121	89	49	31	19	13	67	38	73	108	120	100	48	32	22	6	7	9
CNF03560_1	1051619	1051596	24	-	utr3E	9722	7145	4539	2439	1852	1331	2945	2672	3309	4273	4544	3795	4171	2493	2473	886	358	553
CNF03580_1	1054605	1054550	56	-	utr3E	108	52	32	211	96	92	102	106	156	221	301	257	52	51	39	52	28	37
CNF03590_1	1056354	1056340	15	-	utr3E	53	25	11	35	17	16	23	25	24	33	36	26	40	31	35	11	5	4
CNF03590_2	1056469	1056433	37	-	utr3E	14	9	4	6	6	6	3	6	6	9	5	5	13	12	15	0	0	0
CNF03630_1	1065680	1065623	58	-	utr3E	240	202	115	303	217	144	165	153	222	527	608	432	237	122	130	18	11	14
CNF03650_1	1069843	1069790	54	-	utr3E	227	154	102	105	83	58	25	23	30	36	35	23	96	82	57	27	13	20
CNF03670_1	1073074	1073065	10	-	utr3E	55	26	12	28	16	7	6	9	9	10	8	9	15	34	31	5	3	6
CNF03670_2	1073429	1073429	1	-	cdsI	0	0	0	10	4	6	1	2	1	9	11	15	0	0	0	0	0	0
CNF03680_1	1074590	1074576	15	-	utr3E	826	521	361	343	239	152	315	259	361	390	410	334	415	268	249	127	83	113
CNF03690_1	1077053	1076919	135	-	utr3E	51	22	29	43	24	21	12	10	14	25	40	17	32	27	33	0	0	0
CNF03690_2	1077239	1077238	2	-	utr3E	67	44	46	59	30	33	117	98	143	138	179	129	183	94	114	17	14	13
CNF03690_3	1078837	1078835	3	-	cdsE	0	0	0	0	0	0	11	21	29	9	5	4	0	0	0	0	0	0
CNF03710_1	1081778	1081761	18	-	utr3E	1486	888	629	880	609	424	317	273	349	435	450	370	739	513	498	267	116	228
CNF03730_1	1086826	1086823	4	-	utr3E	26	28	11	62	34	29	5	11	17	20	19	16	32	21	29	11	4	5
CNF03730_2	1086826	1086826	1	-	utr3E	26	28	11	62	34	29	5	11	17	0	0	0	0	0	0	11	4	5
CNF03730_3	1087054	1087054	1	-	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
CNF03740_1	1088777	1088628	150	-	utr3E	507	364	258	281	210	140	456	391	571	324	414	288	348	252	257	136	58	126
CNF03760_1	1099610	1099582	29	-	utr3E	184	127	87	36	20	13	68	62	94	95	123	118	53	52	53	37	19	16
CNF03810_1	1114538	1114527	12	-	utr3E	0	0	0	21	9	7	3	3	2	17	18	12	5	3	1	0	0	0
CNF03810_2	1114649	1114648	2	-	utr3E	0	0	0	0	0	0	0	0	0	3	6	2	0	0	0	0	0	0
CNF03820_1	1118417	1118399	19	-	utr3E	85	64	46	30	31	13	30	35	33	47	57	36	67	31	42	15	14	13
CNF03820_2	1119959	1119941	19	-	cdsE	7	8	13	7	4	4	9	3	10	12	12	11	14	6	7	0	0	0
CNF03820_3	1119959	1119959	1	-	cdsE	7	8	13	7	4	4	9	3	10	0	0	0	14	6	7	0	0	0
CNF03870_1	1129663	1129652	12	-	utr3E	95	67	52	49	25	14	35	38	47	52	53	58	55	59	61	25	8	18
CNF03870_2	1131342	1131319	24	-	cdsE	1	3	4	0	0	0	6	4	5	6	12	10	19	13	17	8	6	5
CNF03870_3	1131863	1131863	1	-	cdsE	1	2	2	0	0	0	5	2	4	7	5	2	10	5	7	2	3	2
CNF03920_1	1142629	1142595	35	-	utr3E	1213	642	453	750	454	337	173	135	195	269	285	223	406	330	352	229	152	233
CNF03940_1	1147198	1147188	11	-	utr3E	440	420	390	173	116	89	341	282	465	329	408	358	356	215	215	228	117	143
CNF03950_1	1149503	1149454	50	-	utr3E	7118	2324	2418	908	892	808	863	497	1301	573	337	382	782	390	353	1469	998	1431
CNF03960_1	1152546	1152537	10	-	utr3E	1	1	2	16	12	6	5	8	15	15	12	16	5	4	5	15	15	10
CNF03960_2	1153307	1153267	41	-	utr5E	0	0	0	0	0	0	2	2	5	0	0	0	0	0	0	7	3	8
CNF03960_3	1153443	1153443	1	-	utr5E	0	0	0	0	0	0	6	1	1	0	0	0	0	0	0	5	2	3
CNF03990_1	1157176	1157158	19	-	utr3E	187	118	95	64	46	31	57	56	69	96	77	80	122	88	87	64	41	33
CNF04005_1	1162899	1162842	58	-	utr3E	0	0	0	21	9	11	0	0	0	0	0	0	0	0	0	0	0	0
CNF04005_2	1164199	1164133	67	-	utr5E	1	1	1	1	1	1	1	2	5	1	1	2	0	0	0	15	7	8
CNF04005_3	1164263	1164251	13	-	utr5E	3	1	2	3	1	1	9	7	17	0	0	0	0	0	0	113	40	66
CNF04030_1	1167912	1167912	1	-	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0
CNF04030_2	1167920	1167913	8	-	utr3E	0	0	0	0	0	0	0	0	0	3	2	4	0	0	0	6	6	2
CNF04030_3	1168059	1168053	7	-	cdsE	11	2	2	0	0	0	2	5	8	12	7	10	2	3	2	20	8	16
CNF04030_4	1169197	1169192	6	-	cdsE	29	15	11	5	4	7	7	8	8	10	15	10	11	5	5	2	4	8
CNF04030_5	1169369	1169363	7	-	cdsE	1	1	1	0	0	0	0	0	0	1	3	1	3	2	2	0	0	0
CNF04030_6	1169845	1169845	1	-	cdsE	3	3	2	0	0	0	0	0	0	5	3	2	2	3	1	0	0	0
CNF04050_1	1171865	1171833	33	-	utr3E	164	145	104	298	228	129	99	79	123	169	167	176	136	91	75	46	20	23
CNF04060_1	1175338	1175328	11	-	utr3E	767	490	433	469	465	405	406	422	629	500	578	450	497	370	313	473	239	401
CNF04110_1	1190141	1190113	29	-	utr3E	76	108	56	44	37	28	28	23	29	6	5	14	37	20	29	82	68	94
CNF04110_2	1190326	1190326	1	-	utr3E	6	2	1	0	0	0	5	3	6	2	2	3	4	3	6	3	2	3
CNF04120_1	1192560	1192557	4	-	utr3E	57	37	34	134	93	67	27	20	31	18	21	18	1	1	5	60	36	57
CNF04120_2	1193118	1193114	5	-	utr3E	0	0	0	0	0	0	18	24	17	8	16	3	0	0	0	0	0	0
CNF04120_3	1193365	1193355	11	-	utr3E	32	23	14	12	13	10	37	34	78	15	9	10	0	0	0	11	6	10
CNF04120_4	1193438	1193438	1	-	utr3E	0	0	0	0	0	0	2	3	1	0	0	0	2	1	1	0	0	0
CNF04120_5	1193831	1193820	12	-	cdsE	7	7	1	0	0	0	19	9	21	7	6	8	8	3	6	0	0	0
CNF04130_1	1197159	1197140	20	-	utr3E	362	223	170	438	305	219	187	124	181	191	195	140	217	129	118	72	26	57
CNF04140_1	1203744	1203714	31	-	utr3E	64	31	23	18	8	8	12	12	27	40	45	26	23	15	14	10	9	7
CNF04140_2	1204276	1204117	160	-	utr3E	164	124	78	0	0	0	16	18	27	36	31	23	75	51	43	0	0	0
CNF04140_3	1205425	1205398	28	-	utr5E	2	1	1	2	3	2	1	2	2	1	1	2	0	0	0	0	0	0
CNF04140_4	1205823	1205805	19	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5
CNF04170_1	1210336	1210335	2	-	utr3E	2	2	4	9	4	5	1	1	1	19	15	15	2	3	1	1	1	1
CNF04170_2	1210392	1210388	5	-	utr3E	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
CNF04170_3	1212957	1212952	6	-	cdsE	0	0	0	2	1	3	0	0	0	19	22	20	0	0	0	0	0	0
CNF04170_4	1214073	1214068	6	-	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7	8
CNF04170_5	1214193	1214181	13	-	cdsI	0	0	0	0	0	0	1	2	1	7	18	12	4	2	1	2	1	1
CNF04170_6	1214193	1214193	1	-	cdsI	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	2	1	1
CNF04190_1	1218925	1218869	57	-	utr3E	131	101	54	54	26	28	95	76	104	101	123	97	58	48	49	38	9	25
CNF04210_1	1225281	1225280	2	-	utr3E	21	13	15	28	20	12	18	14	20	21	33	24	11	10	12	6	2	4
CNF04210_2	1225281	1225281	1	-	utr3E	21	13	15	28	20	12	18	14	20	0	0	0	11	10	12	6	2	4
CNF04210_3	1227690	1227671	20	-	cdsE	8	6	3	0	0	0	0	0	0	3	5	2	0	0	0	0	0	0
CNF04210_4	1227974	1227970	5	-	cdsE	2	2	1	4	7	5	14	15	11	21	16	12	17	7	6	1	1	1
CNF04220_1	1228274	1228257	18	-	utr3E	582	227	193	170	118	95	137	117	147	893	1022	779	58	42	59	20	10	12
CNF04220_2	1228518	1228490	29	-	cdsE	0	0	0	0	0	0	2	2	1	28	31	19	0	0	0	0	0	0
CNF04220_3	1229127	1229127	1	-	utr5E	0	0	0	0	0	0	0	0	0	7	3	2	0	0	0	0	0	0
CNF04250_1	1233502	1233494	9	-	utr3E	17	6	5	19	13	13	13	10	13	31	35	33	21	17	18	5	2	2
CNF04250_2	1233502	1233502	1	-	utr3E	17	6	5	19	13	13	13	10	13	0	0	0	0	0	0	5	2	2
CNF04250_3	1233617	1233594	24	-	utr3E	0	0	0	0	0	0	2	1	5	10	9	8	3	1	3	0	0	0
CNF04250_4	1236889	1236889	1	-	utr5E	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	5	3	2
CNF04250_5	1236980	1236975	6	-	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	4
CNF04270_1	1238434	1238252	183	-	utr3E	195	145	96	65	53	35	15	23	24	67	61	51	51	39	33	16	10	7
CNF04280_1	1240428	1240363	66	-	utr3E	249	151	106	105	79	58	132	109	142	83	101	73	163	97	109	18	11	24
CNF04280_2	1242264	1242260	5	-	cdsE	0	0	0	0	0	0	2	4	3	7	5	5	14	7	3	5	5	3
CNF04280_3	1243387	1243377	11	-	cdsE	54	30	19	34	16	9	17	12	37	33	20	21	33	28	33	9	8	11
CNF04290_1	1247104	1247104	1	-	utr3E	13	6	7	35	11	22	23	21	20	52	58	32	16	8	4	0	0	0
CNF04290_2	1247874	1247872	3	-	cdsE	4	3	3	18	8	7	0	0	0	6	2	3	6	3	5	0	0	0
CNF04290_3	1248786	1248786	1	-	cdsE	0	0	0	2	1	1	0	0	0	0	0	0	2	2	1	0	0	0
CNF04330_1	1254515	1254475	41	-	utr3E	249	139	104	108	80	61	34	34	58	56	45	50	41	23	27	348	241	417
