name	start	stop	size	strand	location	WT_Expo30_a	WT_Expo30_b	WT_Expo30_c	WT_Expo37_a	WT_Expo37_b	WT_Expo37_c	WT_Stat30_a	WT_Stat30_b	WT_Stat30_c	WT_Stat37_a	WT_Stat37_b	WT_Stat37_c
CNAG_04668_1	733249	733031	219	-	cdsE	223	260	229	233	223	204	146	127	154	149	99	89
CNAG_04668_2	733620	733533	88	-	utr5E	550	705	545	576	521	459	550	475	431	643	355	501
CNAG_04670_1	729245	729194	52	-	cdsE	0	0	0	1	2	2	4	4	5	9	7	16
CNAG_04670_2	729800	729730	71	-	cdsE	108	186	158	63	25	33	36	32	56	51	31	30
CNAG_04670_3	730091	730044	48	-	cdsE	0	0	0	12	13	10	0	0	0	1	1	1
CNAG_04670_4	730947	730926	22	-	utr5E	58	53	51	30	22	23	33	23	19	42	27	33
CNAG_04671_1	727223	727148	76	-	cdsE	1	3	1	0	0	0	17	14	11	46	23	30
CNAG_04671_2	727241	727241	1	-	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_04671_3	728786	728748	39	-	utr5E	19	22	21	10	8	5	33	24	13	11	10	12
CNAG_04674_1	724482	724150	333	-	utr5E	1008	1248	950	1003	1057	663	498	553	406	1245	821	709
CNAG_04675_1	721165	721134	32	-	cdsE	0	0	0	1	2	2	14	16	17	4	3	4
CNAG_04675_2	721740	721648	93	-	utr5E	88	81	78	36	33	39	123	64	57	40	27	20
CNAG_04676_1	720677	720480	198	-	utr5E	1878	2241	1693	1905	1615	1732	1016	847	937	833	519	661
CNAG_04680_1	711051	710960	92	-	utr5E	84	75	51	62	68	52	121	108	103	69	29	52
CNAG_04683_1	705847	705787	61	-	utr5E	301	460	388	377	251	269	302	345	316	274	143	198
CNAG_04686_1	697293	697186	108	-	cdsE	0	0	0	10	14	13	11	7	7	28	19	19
CNAG_04686_2	697345	697345	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	6	5
CNAG_04686_3	697748	697748	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_04686_4	697880	697880	1	-	cdsE	0	0	0	0	0	0	1	1	3	5	3	1
CNAG_04686_5	697927	697899	29	-	cdsE	0	0	0	4	5	3	0	0	0	0	0	0
CNAG_04686_6	698313	698313	1	-	cdsE	0	0	0	3	4	4	0	0	0	0	0	0
CNAG_04686_7	698483	698463	21	-	utr5E	7	5	2	7	8	5	0	0	0	0	0	0
CNAG_04686_8	698503	698503	1	-	utr5E	0	0	0	0	0	0	6	2	2	0	0	0
CNAG_04688_1	691492	691426	67	-	cdsE	0	0	0	3	2	2	5	1	4	12	18	16
CNAG_04688_2	691671	691628	44	-	cdsE	0	0	0	0	0	0	0	0	0	16	8	8
CNAG_04688_3	691863	691774	90	-	cdsE	0	0	0	2	1	1	0	0	0	14	14	14
CNAG_04688_4	691977	691973	5	-	cdsE	9	16	6	1	3	2	4	4	5	23	12	11
CNAG_04688_5	692358	692358	1	-	cdsE	0	0	0	3	1	3	0	0	0	0	0	0
CNAG_04688_6	693421	693409	13	-	utr5E	1	1	1	0	0	0	5	6	6	2	1	3
CNAG_04688_7	693484	693484	1	-	utr5E	0	0	0	2	1	2	0	0	0	0	0	0
CNAG_04690_1	689823	689761	63	-	utr5E	38	74	52	67	49	81	57	60	34	84	48	78
CNAG_04692_1	683138	683138	1	-	cdsE	0	0	0	0	0	0	1	1	3	4	5	4
CNAG_04692_2	684113	683998	116	-	utr5E	98	135	119	76	57	77	55	52	41	48	24	31
CNAG_04694_1	679589	679277	313	-	utr5E	1401	1408	1215	1611	1762	1116	1317	1066	773	2753	1152	1688
CNAG_04695_1	677147	677102	46	-	utr5E	116	72	63	75	46	47	126	77	61	55	42	49
CNAG_04696_1	671263	671111	153	-	cdsE	0	0	0	1	1	1	14	9	10	20	6	8
CNAG_04696_2	671934	671934	1	-	cdsE	1	12	8	0	0	0	6	8	4	0	0	0
CNAG_04696_3	672076	672076	1	-	cdsE	4	2	1	0	0	0	0	0	0	0	0	0
CNAG_04696_4	672578	672578	1	-	cdsE	0	0	0	2	3	3	2	4	1	2	1	2
CNAG_04696_5	673425	673425	1	-	utr5E	0	0	0	0	0	0	3	4	3	0	0	0
CNAG_04698_1	665642	665475	168	-	utr5E	1276	1654	1661	1383	1264	1213	589	555	543	601	372	411
CNAG_04700_1	660183	660142	42	-	cdsE	1	1	1	1	2	1	3	1	1	7	5	6
CNAG_04700_2	660273	660239	35	-	cdsE	0	0	0	3	4	3	0	0	0	10	5	5
CNAG_04700_3	660408	660332	77	-	cdsE	0	0	0	1	1	2	2	2	3	22	8	12
CNAG_04700_4	660895	660895	1	-	cdsE	2	2	3	0	0	0	0	0	0	0	0	0
CNAG_04700_5	660976	660976	1	-	cdsE	2	2	2	0	0	0	0	0	0	0	0	0
CNAG_04700_6	662532	662517	16	-	utr5E	12	11	10	8	6	6	5	5	2	11	7	10
CNAG_04702_1	653613	653444	170	-	cdsE	0	0	0	12	8	12	8	9	7	40	26	24
CNAG_04702_2	653760	653665	96	-	cdsE	1	4	1	7	5	8	10	10	6	26	11	18
CNAG_04702_3	659441	659399	43	-	utr5E	140	178	111	104	95	88	134	106	130	74	25	49
CNAG_04703_1	650404	650307	98	-	utr3E	0	0	0	0	0	0	0	0	0	36	21	28
CNAG_04703_2	650725	650550	176	-	cdsE	1	1	1	57	50	52	6	6	5	53	32	26
CNAG_04703_3	651356	651236	121	-	cdsE	104	296	240	42	79	61	122	172	182	26	46	15
CNAG_04703_4	651797	651669	129	-	cdsE	7	7	6	7	6	6	2	3	2	29	19	15
CNAG_04703_5	652884	652846	39	-	cdsE	60	62	47	47	44	52	39	40	48	23	9	22
CNAG_04707_1	624246	624209	38	-	cdsE	0	0	0	0	0	0	0	0	0	5	3	3
CNAG_04707_2	624255	624255	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_04707_3	624316	624316	1	-	cdsE	0	0	0	0	0	0	0	0	0	2	1	1
CNAG_04707_4	624338	624338	1	-	cdsE	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_04707_5	624681	624681	1	-	cdsE	0	0	0	0	0	0	0	0	0	13	2	1
CNAG_04707_6	625439	625439	1	-	utr5E	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_04709_1	621173	621101	73	-	utr5E	336	365	344	199	197	193	168	124	150	91	72	54
CNAG_04711_1	614640	614637	4	-	utr3E	0	0	0	0	0	0	1	1	1	10	5	5
CNAG_04711_2	616295	616278	18	-	cdsE	0	0	0	9	3	3	2	1	1	6	3	2
CNAG_04711_3	616593	616530	64	-	utr5E	18	13	12	4	3	3	57	24	19	18	11	12
CNAG_04713_1	612224	612189	36	-	utr5E	15	21	29	10	10	13	43	64	47	36	22	22
CNAG_04717_1	601715	601715	1	-	cdsE	0	0	0	3	2	1	1	1	2	2	3	1
CNAG_04717_2	602477	602477	1	-	cdsI	0	0	0	0	0	0	0	0	0	2	5	1
CNAG_04717_3	603259	603243	17	-	utr5E	5	9	3	12	6	6	6	7	4	6	1	1
CNAG_04718_1	599617	599505	113	-	utr5E	223	268	208	165	116	134	176	133	138	55	31	51
CNAG_04719_1	597589	597491	99	-	utr5E	75	86	102	59	38	56	133	125	123	67	41	61
CNAG_04723_1	579462	579307	156	-	cdsE	3	1	1	6	4	6	2	3	2	62	35	44
CNAG_04723_2	581093	581001	93	-	utr5E	169	183	162	129	101	95	114	134	102	116	89	104
CNAG_04726_1	570686	570602	85	-	utr5E	1172	1732	1425	2189	1323	1650	303	377	292	707	421	581
CNAG_04729_1	562930	562911	20	-	cdsE	0	0	0	0	0	0	1	1	2	10	5	8
CNAG_04729_2	563288	563225	64	-	cdsE	6	11	8	0	0	0	4	2	2	2	4	2
CNAG_04729_3	563536	563503	34	-	cdsE	0	0	0	4	2	3	0	0	0	4	4	4
CNAG_04729_4	563958	563875	84	-	cdsE	9	13	18	7	4	3	1	2	2	12	11	15
CNAG_04729_5	564769	564747	23	-	cdsE	3	3	2	3	4	2	0	0	0	0	0	0
CNAG_04729_6	565680	565645	36	-	utr5E	29	29	25	17	14	10	28	38	18	27	29	33
CNAG_04730_1	561630	561467	164	-	utr5E	2163	2809	2314	1598	1366	1060	1338	1147	1540	875	525	705
CNAG_04732_1	554362	554229	134	-	cdsE	0	0	0	13	10	13	12	9	9	58	38	64
CNAG_04732_2	554780	554447	334	-	cdsE	62	59	64	251	197	183	35	38	30	104	68	103
CNAG_04732_3	555760	555647	114	-	utr5E	115	104	100	87	95	82	262	223	186	197	162	209
CNAG_04736_1	542572	542491	82	-	cdsE	4	8	3	8	9	12	4	6	5	0	0	0
CNAG_04736_2	543730	543582	149	-	utr5I	119	104	77	36	37	23	43	41	40	0	0	0
CNAG_04736_3	543976	543930	47	-	utr5E	1	5	1	16	12	11	0	0	0	0	0	0
CNAG_04737_1	537792	537571	222	-	cdsE	21	11	8	133	117	124	50	41	46	350	241	270
CNAG_04737_2	539415	539295	121	-	cdsE	0	0	0	138	113	126	31	40	34	645	307	421
CNAG_04737_3	541057	540900	158	-	utr5E	407	308	147	1026	826	698	527	533	473	649	500	602
CNAG_04739_1	533870	533805	66	-	utr5E	296	386	287	306	293	252	287	291	252	178	73	137
CNAG_04743_1	523509	523442	68	-	cdsE	0	0	0	29	21	35	0	0	0	1	1	1
CNAG_04743_2	523794	523760	35	-	utr5E	243	105	69	89	94	65	77	48	36	45	31	46
CNAG_04746_1	515588	515485	104	-	cdsE	0	0	0	7	9	6	0	0	0	17	23	14
CNAG_04746_2	516191	516086	106	-	cdsE	0	0	0	13	9	8	3	7	4	57	37	31
CNAG_04746_3	517203	517169	35	-	utr5E	191	171	135	106	110	101	94	91	83	59	24	52
CNAG_04747_1	513024	512756	269	-	cdsE	0	0	0	3	2	2	22	21	17	159	68	110
CNAG_04747_2	513847	513748	100	-	cdsE	15	18	17	1	1	1	15	13	13	1	1	1
CNAG_04747_3	513910	513866	45	-	cdsE	0	0	0	5	3	6	0	0	0	0	0	0
CNAG_04747_4	514083	514083	1	-	cdsE	0	0	0	3	1	2	0	0	0	0	0	0
CNAG_04747_5	514611	514571	41	-	utr5E	5	6	4	3	3	3	7	6	4	15	18	14
CNAG_04749_1	510556	510458	99	-	utr5E	208	326	315	227	174	185	95	133	134	159	75	123
CNAG_04751_1	505837	505692	146	-	utr5E	200	216	152	444	399	316	102	107	94	792	397	657
CNAG_04753_1	499279	499181	99	-	cdsE	8	60	37	42	58	33	19	40	23	18	28	5
CNAG_04753_2	499459	499361	99	-	utr5E	52	45	19	65	80	55	18	8	16	97	32	74
CNAG_04753_3	499558	499523	36	-	utr5E	34	52	44	21	23	16	21	21	20	17	17	19
CNAG_04753_4	499723	499634	90	-	utr5E	39	44	39	25	32	33	33	26	20	28	15	19
CNAG_04755_1	486427	486368	60	-	utr3E	1	1	1	18	10	18	8	13	11	77	48	58
CNAG_04755_2	487959	487714	246	-	cdsE	1	1	1	11	10	16	16	11	16	42	46	40
CNAG_04755_3	488816	488677	140	-	cdsE	0	0	0	10	13	12	41	59	50	164	94	96
CNAG_04755_4	490694	490634	61	-	cdsE	76	36	17	16	22	15	58	43	16	33	18	12
CNAG_04755_5	492741	492686	56	-	utr5E	117	106	39	73	55	44	148	120	119	77	58	54
CNAG_04756_1	482316	482313	4	-	cdsE	0	0	0	0	0	0	0	0	0	2	3	3
CNAG_04756_2	483928	483908	21	-	utr5E	0	0	0	6	8	8	0	0	0	0	0	0
CNAG_04756_3	483962	483962	1	-	utr5E	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_04756_4	484167	484124	44	-	utr5E	4	1	1	0	0	0	10	12	10	0	0	0
CNAG_04756_5	484412	484278	135	-	utr5E	35	34	23	4	4	6	39	48	36	4	6	4
CNAG_04757_1	481467	481316	152	-	utr5E	887	1361	728	1292	938	868	602	514	548	406	264	321
CNAG_04759_1	476146	476146	1	-	utr5E	0	0	0	14	10	11	0	0	0	6	2	1
CNAG_04760_1	473011	472250	762	-	cdsI	78	89	69	103	96	90	235	215	213	343	270	286
CNAG_04760_2	473196	473125	72	-	cdsI	106	111	102	163	169	123	354	319	276	278	145	191
CNAG_04760_3	473867	473789	79	-	utr5E	36	44	31	58	36	39	9	14	12	12	6	12
CNAG_04763_1	468517	468374	144	-	utr5E	1795	2607	1890	1433	1341	1314	1248	1252	1541	870	602	552
CNAG_04765_1	464332	464175	158	-	utr5E	684	823	650	687	563	607	356	364	374	321	274	318
CNAG_04766_1	462640	462640	1	-	cdsE	0	0	0	1	1	2	0	0	0	0	0	0
CNAG_04766_2	462679	462679	1	-	cdsE	0	0	0	0	0	0	0	0	0	1	1	3
CNAG_04766_3	462768	462741	28	-	cdsE	0	0	0	0	0	0	1	1	2	4	8	8
CNAG_04766_4	463081	463081	1	-	utr5E	0	0	0	1	3	1	0	0	0	0	0	0
CNAG_04767_1	461031	460950	82	-	cdsE	0	0	0	6	8	4	7	9	6	35	14	15
CNAG_04767_2	461516	461509	8	-	cdsE	31	15	10	0	0	0	4	2	1	0	0	0
CNAG_04767_3	462199	462142	58	-	utr5E	92	131	87	82	47	41	49	44	46	26	10	18
CNAG_04772_1	447285	447281	5	-	cdsE	0	0	0	2	2	4	0	0	0	0	0	0
CNAG_04772_2	447348	447348	1	-	cdsE	0	0	0	1	3	2	0	0	0	0	0	0
CNAG_04772_3	449456	449411	46	-	utr5E	20	13	18	21	12	5	17	22	21	12	10	17
CNAG_04773_1	443432	443432	1	-	utr3E	0	0	0	0	0	0	0	0	0	1	1	1
CNAG_04773_2	443439	443439	1	-	utr3E	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_04773_3	446030	446030	1	-	utr5E	0	0	0	1	3	5	2	1	4	2	2	1
CNAG_04774_1	439544	439544	1	-	cdsI	0	0	0	0	0	0	0	0	0	5	3	3
CNAG_04774_2	441304	441303	2	-	cdsE	1	2	1	7	3	6	0	0	0	0	0	0
CNAG_04774_3	441894	441769	126	-	utr5E	66	55	50	28	39	30	50	52	53	28	16	20
CNAG_04776_1	435876	435575	302	-	utr5E	360	318	205	332	311	288	67	50	35	71	33	58
CNAG_04782_1	419434	419255	180	-	cdsE	20	24	22	9	7	13	31	30	27	67	38	38
CNAG_04782_2	419962	419893	70	-	cdsE	3	2	3	5	4	4	3	2	4	25	19	15
CNAG_04782_3	420142	420071	72	-	utr5E	124	117	88	73	68	70	148	154	141	113	84	99
CNAG_04783_1	417042	416931	112	-	utr5E	105	129	99	50	42	36	120	93	83	77	47	51
CNAG_04784_1	409799	409799	1	-	cdsE	0	0	0	0	0	0	0	0	0	7	2	4
CNAG_04784_2	412312	412295	18	-	utr5E	0	0	0	0	0	0	1	1	3	2	3	3
CNAG_04787_1	404485	404343	143	-	utr5E	72	58	68	207	186	185	145	139	117	111	59	64
CNAG_04788_1	396161	396092	70	-	cdsE	2	1	1	1	2	2	6	7	5	13	9	11
CNAG_04788_2	396258	396207	52	-	cdsE	0	0	0	6	8	12	0	0	0	0	0	0
CNAG_04788_3	396431	396425	7	-	cdsE	7	13	6	6	1	1	3	7	8	1	2	2
CNAG_04788_4	398173	398111	63	-	cdsE	0	0	0	1	2	1	6	3	5	5	6	3
CNAG_04788_5	398356	398346	11	-	cdsE	2	2	2	2	4	2	0	0	0	5	2	3
CNAG_04788_6	399757	399691	67	-	cdsE	26	30	24	1	1	2	5	7	4	0	0	0
CNAG_04788_7	402785	402775	11	-	utr5E	15	6	5	0	0	0	8	6	4	0	0	0
CNAG_04790_1	393868	393832	37	-	utr5E	48	43	42	16	25	26	33	25	40	26	18	11
CNAG_04794_1	383790	383263	528	-	utr5E	1585	2971	2452	1221	1027	923	12197	13365	13087	16562	8878	13812
CNAG_04794_2	384391	384151	241	-	utr5E	545	504	298	344	300	212	1081	969	619	483	275	389
CNAG_04795_1	380406	380320	87	-	cdsE	11	18	9	37	33	30	10	13	8	8	9	12
CNAG_04795_2	380939	380939	1	-	utr5E	0	0	0	0	0	0	0	0	0	3	1	1
CNAG_04795_3	381007	381007	1	-	utr5E	1	5	3	1	1	1	1	3	1	0	0	0
CNAG_04797_1	376098	375707	392	-	utr5E	463	541	445	208	205	150	214	214	177	296	203	194
CNAG_04799_1	371432	371302	131	-	utr5E	2170	2665	2344	2536	1606	1718	772	729	643	1083	661	875
CNAG_04800_1	369652	369538	115	-	utr5E	332	446	453	416	320	336	350	312	284	308	115	209
CNAG_04801_1	364634	364537	98	-	cdsE	0	0	0	1	1	2	0	0	0	48	26	37
CNAG_04801_2	366088	365926	163	-	cdsE	16	16	17	10	10	5	14	13	9	40	23	33
CNAG_04801_3	366526	366301	226	-	utr5E	111	158	160	133	133	107	252	278	278	212	126	176
CNAG_04803_1	357409	357294	116	-	cdsE	0	0	0	2	1	1	0	0	0	11	10	10
CNAG_04803_2	357615	357614	2	-	cdsE	2	2	4	58	9	27	8	10	8	39	19	36
CNAG_04803_3	360332	360247	86	-	cdsE	0	0	0	24	19	25	2	2	1	0	0	0
CNAG_04803_4	361184	361180	5	-	cdsE	0	0	0	22	21	23	0	0	0	6	10	2
CNAG_04803_5	361887	361735	153	-	utr5E	117	98	73	66	65	68	23	28	23	31	8	22
CNAG_04806_1	349674	349482	193	-	utr5E	940	1282	1034	1288	942	872	556	553	591	448	224	413
CNAG_04810_1	337034	337019	16	-	utr5E	6	8	9	9	13	11	10	7	12	23	19	21
CNAG_04813_1	330881	330809	73	-	utr5E	85	122	91	44	42	40	70	50	52	58	31	31
CNAG_04815_1	323395	323258	138	-	cdsE	0	0	0	2	2	2	7	7	4	87	48	64
CNAG_04815_2	323416	323416	1	-	cdsE	2	3	3	0	0	0	0	0	0	0	0	0
CNAG_04815_3	323884	323884	1	-	cdsE	0	0	0	3	2	2	0	0	0	1	3	2
CNAG_04815_4	324066	324048	19	-	cdsE	2	2	4	0	0	0	0	0	0	0	0	0
CNAG_04815_5	325405	325405	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_04815_6	325654	325654	1	-	cdsE	0	0	0	4	2	7	0	0	0	0	0	0
CNAG_04815_7	326407	326406	2	-	cdsE	0	0	0	2	5	3	0	0	0	0	0	0
CNAG_04815_8	327120	327120	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_04815_9	327718	327716	3	-	cdsE	4	8	4	0	0	0	0	0	0	0	0	0
CNAG_04815_10	329002	328980	23	-	utr5E	3	7	5	0	0	0	3	2	1	0	0	0
CNAG_04816_1	319164	319152	13	-	utr3E	1	3	1	0	0	0	2	1	1	15	11	11
CNAG_04816_2	319221	319221	1	-	utr3E	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_04816_3	319369	319369	1	-	cdsE	0	0	0	0	0	0	1	1	1	0	0	0
CNAG_04816_4	319548	319477	72	-	cdsE	0	0	0	9	13	12	2	2	2	1	1	1
CNAG_04816_5	319647	319647	1	-	cdsE	1	2	2	0	0	0	0	0	0	0	0	0
CNAG_04816_6	320499	320484	16	-	utr5E	0	0	0	2	2	2	1	4	1	6	5	1
CNAG_04819_1	315681	315633	49	-	utr5E	37	41	39	19	14	8	41	47	29	29	25	30
CNAG_04819_2	317809	317802	8	-	utr5E	2	1	1	0	0	0	10	11	2	3	3	1
CNAG_04820_1	312577	312546	32	-	utr3E	0	0	0	5	7	4	1	1	2	25	23	15
CNAG_04820_2	313466	313410	57	-	utr5E	105	146	146	189	147	120	58	64	43	173	131	127
CNAG_04823_1	307809	307595	215	-	utr5E	1142	1368	1100	1005	841	862	560	487	405	465	265	359
CNAG_04825_1	303514	303435	80	-	utr5E	195	204	187	108	86	90	178	189	185	156	114	126
CNAG_04827_1	300148	300031	118	-	cdsE	50	53	54	23	22	25	52	53	48	39	19	26
CNAG_04827_2	300385	300324	62	-	utr5E	80	110	53	70	41	34	121	105	103	160	95	132
CNAG_04829_1	296356	296331	26	-	cdsE	0	0	0	5	5	8	0	0	0	1	1	1
CNAG_04829_2	296453	296452	2	-	cdsE	0	0	0	5	3	4	0	0	0	0	0	0
CNAG_04829_3	296494	296492	3	-	cdsE	0	0	0	0	0	0	0	0	0	4	3	2
CNAG_04829_4	296626	296601	26	-	cdsE	0	0	0	0	0	0	0	0	0	3	3	2
CNAG_04829_5	296690	296649	42	-	cdsE	2	3	2	5	10	5	3	1	2	1	1	2
CNAG_04829_6	296873	296791	83	-	utr5E	14	15	11	6	4	6	28	22	21	10	12	7
CNAG_04831_1	294949	294912	38	-	utr5E	1	2	2	7	6	5	3	2	2	0	0	0
CNAG_04833_1	285407	285327	81	-	cdsE	0	0	0	46	40	43	0	0	0	1	1	1
CNAG_04833_2	285411	285408	4	-	cdsE	9	13	6	0	0	0	0	0	0	0	0	0
CNAG_04833_3	286124	286124	1	-	cdsE	0	0	0	0	0	0	1	3	6	0	0	0
CNAG_04833_4	287197	287148	50	-	utr5E	41	46	27	28	25	11	14	13	5	12	16	11
CNAG_04835_1	282111	282014	98	-	utr5E	179	211	148	212	194	136	237	178	195	392	136	192
CNAG_04837_1	272189	272189	1	-	utr3E	0	0	0	1	2	1	0	0	0	4	2	3
CNAG_04837_2	272244	272244	1	-	utr3E	0	0	0	0	0	0	0	0	0	2	1	3
CNAG_04837_3	272247	272247	1	-	utr3E	0	0	0	1	2	1	0	0	0	0	0	0
CNAG_04838_1	271866	271548	319	-	utr5E	792	735	508	625	612	377	280	244	214	471	381	389
CNAG_04840_1	267111	266929	183	-	utr5E	4733	6272	5489	6324	4532	4980	2530	2671	2380	7599	3981	6190
CNAG_04841_1	264160	264159	2	-	cdsE	15	41	34	7	4	5	18	11	22	6	29	4
CNAG_04841_2	265168	265168	1	-	utr5E	0	0	0	1	3	1	0	0	0	0	0	0
CNAG_04841_3	265394	265298	97	-	utr5E	67	62	40	6	11	7	56	45	38	29	12	12
CNAG_04842_1	260543	260465	79	-	utr5E	402	446	343	161	162	106	392	373	369	208	180	158
CNAG_04843_1	256965	256920	46	-	utr5E	63	84	48	32	19	30	40	44	43	22	18	22
CNAG_04845_1	252576	252465	112	-	cdsE	0	0	0	1	1	1	9	5	6	17	13	10
CNAG_04845_2	253455	253410	46	-	utr5E	106	119	106	83	52	65	59	65	57	36	20	20
CNAG_04849_1	243551	243509	43	-	cdsE	0	0	0	5	2	3	0	0	0	12	7	11
CNAG_04849_2	243684	243627	58	-	cdsE	5	3	3	1	1	1	0	0	0	8	7	7
CNAG_04849_3	244949	244803	147	-	utr5E	74	105	85	77	65	58	45	37	38	16	10	16
CNAG_04850_1	240385	240385	1	-	cdsE	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_04850_2	240447	240447	1	-	cdsE	2	2	2	0	0	0	0	0	0	0	0	0
CNAG_04850_3	242018	242018	1	-	cdsE	0	0	0	0	0	0	1	2	1	0	0	0
CNAG_04850_4	242244	242244	1	-	cdsE	0	0	0	0	0	0	2	1	1	0	0	0
CNAG_04850_5	242695	242662	34	-	utr5E	5	2	4	3	4	3	4	2	2	0	0	0
CNAG_04850_6	242766	242766	1	-	utr5E	1	1	1	0	0	0	0	0	0	0	0	0
CNAG_04851_1	238113	237908	206	-	cdsE	37	54	48	47	44	54	9	5	5	9	12	12
CNAG_04851_2	239685	239505	181	-	utr5E	294	378	287	426	293	313	119	129	100	99	84	109
CNAG_04853_1	234535	234457	79	-	utr5E	290	456	371	223	209	212	354	260	264	138	79	104
CNAG_04855_1	231021	231021	1	-	cdsE	1	4	2	0	0	0	0	0	0	2	2	2
CNAG_04855_2	232597	232504	94	-	utr5E	73	72	69	37	31	33	41	30	38	7	11	14
CNAG_04857_1	199419	199143	277	-	utr5E	2443	1675	1029	1454	1760	1463	4236	3171	2460	761	463	608
CNAG_04859_1	196080	196080	1	-	utr5E	0	0	0	0	0	0	1	3	1	10	10	1
CNAG_04859_2	196244	196244	1	-	utr5E	75	127	112	8	56	22	50	36	46	24	20	7
CNAG_04859_3	196333	196304	30	-	utr5E	97	69	85	9	15	9	29	26	23	8	7	5
CNAG_04860_1	191321	191191	131	-	cdsE	1	1	1	15	14	9	14	10	6	107	67	74
CNAG_04860_2	194018	193893	126	-	cdsE	0	0	0	37	41	40	0	0	0	0	0	0
CNAG_04860_3	194229	194229	1	-	utr5E	7	29	27	6	18	12	29	31	24	4	15	1
CNAG_04860_4	194486	194380	107	-	utr5E	103	94	63	104	83	86	103	80	84	51	29	32
CNAG_04866_1	166128	166093	36	-	utr5E	64	76	78	29	22	34	73	84	99	34	20	36
CNAG_04869_1	154481	154389	93	-	cdsE	0	0	0	0	0	0	7	7	5	30	24	27
CNAG_04869_2	154931	154931	1	-	cdsE	0	0	0	1	2	1	0	0	0	0	0	0
CNAG_04869_3	156295	156295	1	-	cdsI	1	1	1	1	2	1	0	0	0	0	0	0
CNAG_04869_4	156826	156826	1	-	cdsE	0	0	0	1	1	1	0	0	0	0	0	0
CNAG_04869_5	157149	157136	14	-	utr5E	18	15	17	0	0	0	70	56	39	24	14	12
CNAG_04869_6	158013	157984	30	-	utr5E	0	0	0	1	1	2	11	10	7	0	0	0
CNAG_04872_1	148899	148737	163	-	utr5E	602	646	506	668	619	616	280	249	183	125	80	97
CNAG_04875_1	137834	137833	2	-	cdsE	0	0	0	0	0	0	0	0	0	5	7	3
CNAG_04875_2	138957	138868	90	-	cdsE	19	19	19	1	2	1	7	4	7	0	0	0
CNAG_04875_3	139425	139393	33	-	cdsE	0	0	0	1	2	1	10	8	7	16	13	15
CNAG_04875_4	139599	139593	7	-	cdsE	0	0	0	14	13	10	0	0	0	0	0	0
CNAG_04875_5	140137	140042	96	-	cdsE	0	0	0	2	1	2	7	6	6	6	7	5
CNAG_04875_6	140729	140699	31	-	utr5E	67	50	32	17	14	14	34	24	23	8	13	7
CNAG_04877_1	132730	132726	5	-	cdsE	0	0	0	3	3	3	0	0	0	0	0	0
CNAG_04877_2	133414	133339	76	-	utr5E	22	16	14	22	24	20	11	9	14	47	21	29
CNAG_04878_1	128846	128824	23	-	utr3E	0	0	0	3	3	5	2	2	2	1	2	1
CNAG_04878_2	131249	131223	27	-	utr5E	23	29	30	24	10	20	31	31	34	47	37	50
CNAG_04884_1	114720	114659	62	-	utr5E	6168	11527	12388	8410	5995	6583	1828	1929	1935	1587	580	905
CNAG_04886_1	108886	108811	76	-	cdsE	0	0	0	13	9	12	0	0	0	0	0	0
CNAG_04886_2	109311	109246	66	-	utr5E	45	54	51	82	98	80	63	30	55	71	57	63
CNAG_04888_1	104890	104878	13	-	cdsE	0	0	0	0	0	0	0	0	0	4	3	2
CNAG_04888_2	104947	104947	1	-	cdsE	0	0	0	2	1	1	0	0	0	0	0	0
CNAG_04888_3	105038	104949	90	-	cdsE	0	0	0	0	0	0	0	0	0	16	9	12
CNAG_04888_4	105228	105228	1	-	cdsE	0	0	0	3	2	2	0	0	0	0	0	0
CNAG_04888_5	106030	106006	25	-	utr5E	6	9	8	8	9	6	0	0	0	10	3	6
CNAG_04892_1	96576	96486	91	-	cdsE	15	27	17	4	3	2	22	22	24	14	11	23
CNAG_04892_2	97310	97217	94	-	cdsE	0	0	0	11	18	12	0	0	0	5	5	2
CNAG_04892_3	97458	97434	25	-	utr5E	26	88	47	6	30	3	82	66	60	3	25	7
CNAG_04892_4	97595	97558	38	-	utr5E	47	25	20	7	9	6	43	29	22	39	30	25
CNAG_04894_1	93675	93578	98	-	utr3E	14	25	23	7	9	9	2	2	3	9	5	4
CNAG_04894_2	94361	94288	74	-	utr5E	134	134	99	38	31	35	48	47	47	23	23	24
CNAG_04895_1	89313	89290	24	-	cdsE	0	0	0	48	37	34	1	1	6	0	0	0
CNAG_04895_2	92639	92592	48	-	utr5E	83	96	67	85	56	53	98	99	72	26	10	16
CNAG_04898_1	84474	84440	35	-	utr5E	4	3	2	0	0	0	13	12	16	0	0	0
